Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	2	0	0	0	On	Off
Actinobacillus_pleuropneumoniae	4	0	0	0	On	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	0	0	0	On	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	0	0	0	On	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	4	0	0	0	On	Off
Bartonella_quintana	0	0	0	0	na	na
Bartonella_quintana_RM-11	3	1	1	1	Off	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	6	2	2	2	Off	Off
Bordetella_bronchiseptica	7	4	4	4	Off	Off
Bordetella_genomosp._13	16	4	4	4	Off	Off
Bordetella_pertussis	0	0	0	0	na	na
Bordetella_pertussis_18323	2	0	0	0	On	Off
Bordetella_petrii	18	1	1	1	Off	Off
Bordetella_trematum	8	2	3	3	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	1	0	0	0	On	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	8	0	0	0	On	Off
Burkholderia_cepacia_ATCC_25416	2	0	0	0	On	Off
Burkholderia_cepacia_JBK9	3	0	0	0	On	Off
Burkholderia_gladioli	13	4	10	10	Off	Off
Burkholderia_gladioli_BSR3	4	1	1	1	Off	Off
Burkholderia_gladioli_pv._gladioli	13	1	2	2	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
