Node	NumberOfAssignedReads
Actinobacillus_equuli	0
Actinobacillus_pleuropneumoniae	1
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	6
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	0
Bartonella_quintana	0
Bartonella_quintana_RM-11	1
Blastomyces_dermatitidis	0
Bordetella_bronchialis	74
Bordetella_bronchiseptica	64
Bordetella_genomosp._13	115
Bordetella_pertussis	29
Bordetella_pertussis_137	2
Bordetella_pertussis_18323	5
Bordetella_petrii	74
Bordetella_trematum	41
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	4
Brucella_canis	1
Brucella_melitensis	0
Brucella_microti	0
Brucella_ovis	0
Brucella_ovis_ATCC_25840	17
Brucella_suis	0
Burkholderia_cepacia	144
Burkholderia_cepacia_ATCC_25416	73
Burkholderia_cepacia_JBK9	80
Burkholderia_gladioli	242
Burkholderia_gladioli_BSR3	44
Burkholderia_gladioli_pv._gladioli	188
Burkholderia_mallei	20
Burkholderia_mallei_NCTC_10247	8
Burkholderia_multivorans	297
Burkholderia_multivorans_ATCC_17616	104
Burkholderia_multivorans_ATCC_BAA-247	92
Burkholderia_pseudomallei	214
Burkholderia_pseudomallei_1106b	57
Burkholderia_pseudomallei_1710a	21
Burkholderia_pseudomallei_1710b	5
Burkholderia_pseudomallei_7894	12
Burkholderia_pseudomallei_B03	13
Burkholderia_pseudomallei_MSHR1153	5
Burkholderia_pseudomallei_MSHR2543	8
Burkholderia_pseudomallei_MSHR346	12
Burkholderia_pseudomallei_MSHR435	11
Burkholderia_pseudomallei_NCTC_13179	4
Burkholderia_pseudomallei_Pasteur_52237	4
Campylobacter_coli	1
Campylobacter_fetus	0
Campylobacter_gracilis	11
Campylobacter_showae	4
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	5
Corynebacterium_amycolatum	6
Corynebacterium_bovis	98
Corynebacterium_crudilactis	3
Corynebacterium_diphtheriae	8
Corynebacterium_diphtheriae_NCTC_13129	2
Corynebacterium_jeikeium	18
Corynebacterium_jeikeium_K411	16
Corynebacterium_kroppenstedtii	14
Corynebacterium_kroppenstedtii_DSM_44385	7
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	56
Corynebacterium_matruchotii	20
Corynebacterium_minutissimum	10
Corynebacterium_pseudotuberculosis	0
Corynebacterium_renale	6
Corynebacterium_segmentosum	15
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	194
Corynebacterium_stationis	12
Corynebacterium_striatum	22
Corynebacterium_urealyticum	22
Corynebacterium_ureicelerivorans	32
Corynebacterium_xerosis	67
Cowpox_virus	0
Coxiella_burnetii	4
Coxiella_burnetii_Dugway_5J108-111	2
Coxiella_burnetii_str._Schperling	6
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	1
Enterococcus_casseliflavus	4
Enterococcus_cecorum	0
Enterococcus_durans	1
Enterococcus_faecalis	3
Enterococcus_faecalis_62	1
Enterococcus_faecium	2
Enterococcus_hirae	2
Enterococcus_mundtii	1
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	0
Erythroparvovirus	0
Escherichia_coli	40
Escherichia_coli_E110019	1
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	0
Escherichia_coli_O19	1
Escherichia_coli_O26	0
Escherichia_coli_O7:K1_str._CE10	1
Francisella_tularensis	1
Fusobacterium	3
Fusobacterium_necrophorum_subsp._funduliforme	1
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._nucleatum	1
Fusobacterium_varium_ATCC_27725	1
Goatpox_virus	0
Haemophilus_influenzae	5
Haemophilus_influenzae_R2866	1
Helicobacter_cinaedi	0
Helicobacter_pylori	7
Helicobacter_pylori_B38	1
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Human_adenovirus_1	0
Human_adenovirus_2	0
Human_adenovirus_35	0
Human_adenovirus_5	0
Human_adenovirus_54	0
Human_adenovirus_7	0
Human_alphaherpesvirus_1	0
Human_alphaherpesvirus_2	0
Human_alphaherpesvirus_3	0
Human_gammaherpesvirus_4	0
Human_herpesvirus_4_type_2	0
Human_mastadenovirus_C	0
JC_polyomavirus	0
Klebsiella_aerogenes	11
Klebsiella_aerogenes_EA1509E	1
Klebsiella_michiganensis	21
Klebsiella_michiganensis_HKOPL1	4
Klebsiella_michiganensis_KCTC_1686	3
Klebsiella_oxytoca	6
Klebsiella_pneumoniae	33
Klebsiella_pneumoniae_subsp._pneumoniae	11
Klebsiella_pneumoniae_subsp._rhinoscleromatis	2
Legionella_anisa	0
Legionella_lansingensis	1
Legionella_pneumophila	5
Legionella_pneumophila_subsp._pascullei	1
Legionella_pneumophila_subsp._pneumophila	1
Leptospira_alexanderi	0
Leptospira_alstonii	0
Leptospira_biflexa	0
Leptospira_borgpetersenii	3
Leptospira_borgpetersenii_serovar_Ceylonica	3
Leptospira_broomii	0
Leptospira_fainei	0
Leptospira_inadai	0
Leptospira_interrogans	6
Leptospira_interrogans_serovar_Manilae	1
Leptospira_kirschneri	0
Leptospira_kmetyi	6
Leptospira_licerasiae	0
Leptospira_noguchii	0
Leptospira_santarosai	9
Leptospira_santarosai_serovar_Shermani_str._LT_821	3
Leptospira_weilii	22
Leptospira_wolffii	0
Listeria_monocytogenes	0
Lumpy_skin_disease_virus	0
Lymphocryptovirus	0
Mannheimia_haemolytica	2
Mannheimia_haemolytica_D153	1
Mannheimia_haemolytica_D174	1
Mannheimia_haemolytica_USDA-ARS-USMARC-183	2
Measles_morbillivirus	0
Methanobrevibacter_oralis	0
Moraxella_catarrhalis	0
Morbillivirus	0
Mycobacterium_avium	332
Mycobacterium_avium_subsp._avium	36
Mycobacterium_avium_subsp._hominissuis	192
Mycobacterium_avium_subsp._paratuberculosis	33
Mycobacterium_canettii	41
Mycobacterium_colombiense	0
Mycobacterium_colombiense_CECT_3035	87
Mycobacterium_intracellulare	204
Mycobacterium_intracellulare_subsp._yongonense	88
Mycobacterium_kansasii	201
Mycobacterium_leprae	0
Mycobacterium_leprae_Kyoto-2	4
Mycobacterium_marseillense	116
Mycobacterium_sp._JS623	164
Mycobacterium_sp._YC-RL4	131
Mycobacterium_tuberculosis	76
Mycobacterium_tuberculosis_KZN_1435	59
Mycobacterium_tuberculosis_complex	80
Mycobacterium_tuberculosis_variant_africanum	0
Mycobacterium_tuberculosis_variant_bovis	0
Mycobacteroides_abscessus	120
Mycobacteroides_abscessus_subsp._abscessus	45
Mycobacteroides_abscessus_subsp._bolletii	22
Mycobacteroides_abscessus_subsp._bolletii_50594	3
Mycobacteroides_abscessus_subsp._massiliense	34
Mycobacteroides_abscessus_subsp._massiliense_CCUG_48898_=_JCM_15300	13
Mycoplasma_haemocanis	0
Mycoplasma_haemocanis_str._Illinois	1
Mycoplasma_haemofelis	0
Mycoplasma_haemofelis_str._Langford_1	2
Mycoplasma_mycoides	0
Mycoplasma_ovipneumoniae	0
Mycoplasma_pneumoniae	0
Neisseria_elongata	0
Neisseria_elongata_subsp._glycolytica	1
Neisseria_gonorrhoeae	3
Neisseria_gonorrhoeae_NG-k51.05	6
Neisseria_meningitidis	5
Neisseria_meningitidis_LNP21362	1
Neisseria_meningitidis_M0579	1
Neisseria_mucosa	1
Neisseria_sicca	0
Neisseria_subflava	1
Neisseria_weaveri	3
Orthohepadnavirus	0
Orthopoxvirus	0
Paraavulavirus	0
Parvimonas_micra	0
Pasteurella_multocida	3
Pasteurella_multocida_subsp._multocida	2
Peptostreptococcus_anaerobius	0
Polyomaviridae	0
Porphyromonas_gingivalis	12
Porphyromonas_gingivalis_A7A1-28	1
Porphyromonas_gingivalis_W83	0
Rickettsia_africae	0
Rickettsia_akari	0
Rickettsia_conorii	0
Rickettsia_felis	0
Rickettsia_japonica	0
Rickettsia_prowazekii	1
Rickettsia_prowazekii_str._Dachau	1
Rickettsia_rickettsii	0
Rickettsia_sibirica	0
Rickettsia_typhi	0
Salmonella_enterica	12
Salmonella_enterica_subsp._VII	2
Salmonella_enterica_subsp._enterica	6
Salmonella_enterica_subsp._enterica_serovar_Choleraesuis	3
Salmonella_enterica_subsp._enterica_serovar_Derby	2
Salmonella_enterica_subsp._enterica_serovar_Djakarta_str._S-1087	1
Salmonella_enterica_subsp._enterica_serovar_India_str._SA20085604	4
Salmonella_enterica_subsp._enterica_serovar_Senftenberg	3
Salmonella_enterica_subsp._enterica_serovar_Typhimurium	1
Salmonella_enterica_subsp._salamae_serovar_55:k:z39_str._1315K	3
Sheeppox_virus	0
Shigella_boydii	0
Shigella_dysenteriae	0
Shigella_flexneri	0
Shigella_sonnei	0
Simian_virus_12	0
Staphylococcus_aureus	32
Staphylococcus_cohnii	4
Staphylococcus_epidermidis	33
Staphylococcus_epidermidis_ATCC_12228	3
Staphylococcus_equorum	18
Staphylococcus_hominis	5
Staphylococcus_hominis_subsp._hominis	8
Staphylococcus_nepalensis	15
Staphylococcus_saprophyticus	3
Staphylococcus_simulans	1
