Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	20	4	4	4	Off	Off
Actinobacillus_pleuropneumoniae	61	14	32	32	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	17	2	2	2	Off	Off
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	12	0	0	0	On	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	21	0	0	0	On	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	8	0	0	0	On	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	2	0	0	0	On	Off
Bartonella_henselae	2	0	0	0	On	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	127	10	10	10	Off	Off
Bordetella_bronchiseptica	123	24	37	37	Off	Off
Bordetella_genomosp._13	152	14	14	14	Off	Off
Bordetella_pertussis	44	4	32	32	Off	Off
Bordetella_pertussis_137	12	0	0	0	On	Off
Bordetella_pertussis_18323	13	2	11	11	Off	Off
Bordetella_petrii	110	10	10	10	Off	Off
Bordetella_trematum	116	6	10	10	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_crocidurae_DOU	2	0	0	0	On	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	1	0	0	0	On	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_melitensis_bv._2_str._63/9	3	0	0	0	On	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	3	0	0	0	On	Off
Brucella_suis	1	0	0	0	On	Off
Brucella_suis_bv._2	3	1	2	2	Off	Off
