Node	NumberOfAssignedReads
Actinobacillus_equuli	54
Actinobacillus_pleuropneumoniae	105
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	21
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	27
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	27
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	5
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	0
Bartonella_quintana	1
Blastomyces_dermatitidis	0
Bordetella_bronchialis	107
Bordetella_bronchiseptica	63
Bordetella_genomosp._13	144
Bordetella_pertussis	41
Bordetella_pertussis_137	6
Bordetella_pertussis_18323	4
Bordetella_petrii	98
Bordetella_trematum	63
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	4
Brucella_canis	0
Brucella_melitensis	2
Brucella_microti	0
Brucella_microti_CCM_4915	1
Brucella_ovis	0
Brucella_ovis_ATCC_25840	7
Brucella_suis	2
Burkholderia_cepacia	128
Burkholderia_cepacia_ATCC_25416	50
Burkholderia_cepacia_JBK9	61
Burkholderia_gladioli	287
Burkholderia_gladioli_BSR3	67
Burkholderia_gladioli_pv._gladioli	251
Burkholderia_mallei	11
Burkholderia_mallei_NCTC_10229	1
Burkholderia_mallei_NCTC_10247	2
Burkholderia_multivorans	253
Burkholderia_multivorans_ATCC_17616	65
Burkholderia_multivorans_ATCC_BAA-247	58
Burkholderia_pseudomallei	219
Burkholderia_pseudomallei_1106b	58
Burkholderia_pseudomallei_1710a	11
Burkholderia_pseudomallei_1710b	1
Burkholderia_pseudomallei_7894	1
Burkholderia_pseudomallei_B03	21
Burkholderia_pseudomallei_MSHR1153	17
Burkholderia_pseudomallei_MSHR2543	22
Burkholderia_pseudomallei_MSHR346	6
Burkholderia_pseudomallei_MSHR435	8
Burkholderia_pseudomallei_NCTC_13179	8
Burkholderia_pseudomallei_Pasteur_52237	5
Campylobacter_coli	0
Campylobacter_fetus	0
Campylobacter_gracilis	16
Campylobacter_showae	6
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	4
Corynebacterium_amycolatum	6
Corynebacterium_bovis	117
Corynebacterium_crudilactis	3
Corynebacterium_diphtheriae	2
Corynebacterium_diphtheriae_HC03	2
Corynebacterium_jeikeium	20
Corynebacterium_jeikeium_K411	16
Corynebacterium_kroppenstedtii	11
Corynebacterium_kroppenstedtii_DSM_44385	6
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	50
Corynebacterium_matruchotii	14
Corynebacterium_minutissimum	19
Corynebacterium_pseudotuberculosis	1
Corynebacterium_pseudotuberculosis_Cp162	1
Corynebacterium_renale	2
Corynebacterium_segmentosum	7
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	305
