Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	113	27	27	27	Off	Off
Actinobacillus_pleuropneumoniae	286	42	179	179	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	49	4	12	12	Off	Off
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	69	12	32	32	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	55	7	22	22	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	2	0	0	0	On	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	3	0	0	0	On	Off
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	155	29	29	29	Off	Off
Bordetella_bronchiseptica	115	23	38	38	Off	Off
Bordetella_genomosp._13	202	36	36	36	Off	Off
Bordetella_pertussis	49	10	80	80	Off	Off
Bordetella_pertussis_137	9	1	10	10	Off	Off
Bordetella_pertussis_18323	7	3	30	30	Off	Off
Bordetella_petrii	360	70	70	70	Off	Off
Bordetella_trematum	105	26	41	41	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_crocidurae_DOU	2	0	0	0	On	Off
Borrelia_crocidurae_str._Achema	1	0	0	0	On	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_afzelii_K78	1	0	0	0	On	Off
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	6	1	2	2	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	2	2	4	4	Off	Off
Brucella_melitensis_bv._2_str._63/9	3	1	4	4	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_microti_CCM_4915	2	1	1	1	Off	Off
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	6	1	1	1	Off	Off
Brucella_suis	0	0	0	0	na	na
Brucella_suis_019	4	0	0	0	On	Off
Burkholderia_cepacia	142	24	38	38	Off	Off
Burkholderia_cepacia_ATCC_25416	30	2	4	4	Off	Off
Burkholderia_cepacia_JBK9	53	11	11	11	Off	Off
Burkholderia_gladioli	224	43	155	155	Off	Off
Burkholderia_gladioli_BSR3	69	11	11	11	Off	Off
Burkholderia_gladioli_pv._gladioli	184	37	107	107	Off	Off
Burkholderia_mallei	9	1	2	2	Off	Off
Burkholderia_mallei_NCTC_10229	1	1	2	2	Off	Off
Burkholderia_multivorans	217	38	78	78	Off	Off
Burkholderia_multivorans_ATCC_17616	50	11	60	60	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	57	2	5	5	Off	Off
Burkholderia_pseudomallei	117	14	52	52	Off	Off
Burkholderia_pseudomallei_1106b	7	0	0	0	On	Off
Burkholderia_pseudomallei_1710a	1	0	0	0	On	Off
Burkholderia_pseudomallei_1710b	1	0	0	0	On	Off
Burkholderia_pseudomallei_7894	3	1	7	7	Off	Off
Burkholderia_pseudomallei_B03	9	2	3	3	Off	Off
Burkholderia_pseudomallei_MSHR1153	8	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR2543	7	2	2	2	Off	Off
Burkholderia_pseudomallei_MSHR346	5	1	2	2	Off	Off
Burkholderia_pseudomallei_MSHR435	4	2	4	4	Off	Off
Burkholderia_pseudomallei_NCTC_13179	9	4	7	7	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	4	1	1	1	Off	Off
Campylobacter_coli	3	0	0	0	On	Off
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_fetus_subsp._fetus	2	0	0	0	On	Off
Campylobacter_gracilis	4	1	1	1	Off	Off
Campylobacter_showae	2	0	0	0	On	Off
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_abortus_LLG	2	0	0	0	On	Off
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_caviae_GPIC	1	0	0	0	On	Off
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	1	1	1	1	Off	Off
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pecorum_P787	3	0	0	0	On	Off
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_pneumoniae_AR39	2	0	0	0	On	Off
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_suis	4	0	0	0	On	Off
Chlamydia_trachomatis	0	0	0	0	na	na
Chlamydia_trachomatis_6276	2	2	2	2	Off	Off
Corynebacterium_ammoniagenes	1	1	1	1	Off	Off
Corynebacterium_amycolatum	6	1	1	1	Off	Off
Corynebacterium_bovis	39	9	9	9	Off	Off
Corynebacterium_crudilactis	0	0	0	0	na	na
Corynebacterium_diphtheriae	1	0	0	0	On	Off
Corynebacterium_diphtheriae_HC03	1	0	0	0	On	Off
Corynebacterium_diphtheriae_NCTC_13129	3	0	0	0	On	Off
