Node	NumberOfAssignedReads
Actinobacillus_equuli	0
Actinobacillus_pleuropneumoniae	1
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	1
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	3
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	12
Aspergillus_fumigatus	0
Bartonella_bacilliformis	1
Bartonella_henselae	5
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella_bronchialis	126
Bordetella_bronchiseptica	71
Bordetella_genomosp._13	162
Bordetella_pertussis	29
Bordetella_pertussis_137	5
Bordetella_pertussis_18323	20
Bordetella_petrii	130
Bordetella_trematum	70
Borrelia_crocidurae	0
Borrelia_crocidurae_DOU	1
Borrelia_recurrentis	0
Borrelia_recurrentis_A1	1
Borreliella_afzelii	1
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	2
Brucella_canis	0
Brucella_melitensis	0
Brucella_melitensis_bv._2_str._63/9	4
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	0
Burkholderia_cepacia	271
Burkholderia_cepacia_ATCC_25416	98
Burkholderia_cepacia_JBK9	139
Burkholderia_gladioli	249
Burkholderia_gladioli_BSR3	61
Burkholderia_gladioli_pv._gladioli	196
Burkholderia_mallei	26
Burkholderia_mallei_NCTC_10229	2
Burkholderia_mallei_NCTC_10247	4
Burkholderia_multivorans	556
Burkholderia_multivorans_ATCC_17616	152
Burkholderia_multivorans_ATCC_BAA-247	165
Burkholderia_pseudomallei	231
Burkholderia_pseudomallei_1106b	3
Burkholderia_pseudomallei_1710a	4
Burkholderia_pseudomallei_1710b	3
Burkholderia_pseudomallei_7894	8
Burkholderia_pseudomallei_B03	9
Burkholderia_pseudomallei_MSHR1153	7
Burkholderia_pseudomallei_MSHR2543	7
Burkholderia_pseudomallei_MSHR346	12
Burkholderia_pseudomallei_MSHR435	1
Burkholderia_pseudomallei_NCTC_13179	9
Burkholderia_pseudomallei_Pasteur_52237	4
Campylobacter_coli	2
Campylobacter_fetus	0
Campylobacter_gracilis	3
Campylobacter_showae	3
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	1
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Chlamydia_trachomatis_6276	1
Corynebacterium_ammoniagenes	0
Corynebacterium_amycolatum	3
Corynebacterium_bovis	132
Corynebacterium_crudilactis	2
Corynebacterium_diphtheriae	9
Corynebacterium_diphtheriae_HC04	7
Corynebacterium_jeikeium	16
Corynebacterium_jeikeium_K411	21
Corynebacterium_kroppenstedtii	29
Corynebacterium_kroppenstedtii_DSM_44385	20
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	98
Corynebacterium_matruchotii	27
Corynebacterium_minutissimum	8
Corynebacterium_pseudotuberculosis	0
Corynebacterium_pseudotuberculosis_Cp162	1
Corynebacterium_renale	17
Corynebacterium_segmentosum	5
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	306
Corynebacterium_stationis	4
Corynebacterium_striatum	30
Corynebacterium_urealyticum	19
Corynebacterium_ureicelerivorans	69
Corynebacterium_xerosis	73
Cowpox_virus	0
Coxiella_burnetii	10
Coxiella_burnetii_Dugway_5J108-111	8
Coxiella_burnetii_str._Schperling	1
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	0
Enterococcus_casseliflavus	1
Enterococcus_cecorum	3
Enterococcus_durans	0
Enterococcus_faecalis	3
Enterococcus_faecalis_R712	2
Enterococcus_faecium	2
Enterococcus_hirae	0
Enterococcus_hirae_ATCC_9790	1
Enterococcus_mundtii	1
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	0
Erythroparvovirus	0
Escherichia_coli	84
Escherichia_coli_APEC_O2-211	2
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	0
Escherichia_coli_O19	2
Escherichia_coli_O26	0
Escherichia_coli_O7:K1_str._CE10	6
Escherichia_coli_PMV-1	11
Francisella_tularensis	2
Fusobacterium	0
Fusobacterium_necrophorum	12
Fusobacterium_necrophorum_subsp._funduliforme	4
Fusobacterium_necrophorum_subsp._necrophorum	5
Fusobacterium_nucleatum	1
Fusobacterium_nucleatum_subsp._polymorphum	13
Goatpox_virus	0
Haemophilus_influenzae	6
Haemophilus_influenzae_2019	12
Haemophilus_influenzae_R2846	1
Helicobacter_cinaedi	6
Helicobacter_pylori	10
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Human_adenovirus_1	0
Human_adenovirus_2	0
Human_adenovirus_35	0
Human_adenovirus_5	0
Human_adenovirus_54	0
Human_adenovirus_7	0
Human_alphaherpesvirus_1	0
Human_alphaherpesvirus_2	0
Human_alphaherpesvirus_3	0
Human_gammaherpesvirus_4	4
Human_herpesvirus_4_type_2	0
Human_mastadenovirus_C	0
JC_polyomavirus	0
Klebsiella_aerogenes	16
Klebsiella_aerogenes_EA1509E	1
Klebsiella_michiganensis	24
Klebsiella_michiganensis_HKOPL1	7
Klebsiella_michiganensis_KCTC_1686	5
Klebsiella_oxytoca	18
Klebsiella_pneumoniae	34
Klebsiella_pneumoniae_subsp._pneumoniae	9
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH27	1
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0
Legionella_anisa	1
Legionella_lansingensis	10
Legionella_pneumophila	8
Legionella_pneumophila_subsp._fraseri	1
Legionella_pneumophila_subsp._pneumophila	5
Leptospira_alexanderi	0
Leptospira_alstonii	0
Leptospira_biflexa	0
Leptospira_biflexa_serovar_Patoc	3
Leptospira_borgpetersenii	0
Leptospira_borgpetersenii_serovar_Ceylonica	7
Leptospira_broomii	0
Leptospira_fainei	0
Leptospira_inadai	0
Leptospira_interrogans	9
Leptospira_interrogans_serovar_Manilae	1
Leptospira_kirschneri	0
Leptospira_kmetyi	0
Leptospira_licerasiae	0
Leptospira_noguchii	3
Leptospira_santarosai	9
Leptospira_santarosai_serovar_Shermani_str._LT_821	1
Leptospira_weilii	39
Leptospira_wolffii	0
Listeria_monocytogenes	1
Listeria_monocytogenes_HCC23	2
Listeria_monocytogenes_J1816	1
Lumpy_skin_disease_virus	0
Lymphocryptovirus	0
Mannheimia_haemolytica	0
Mannheimia_haemolytica_D174	3
Measles_morbillivirus	0
Methanobrevibacter_oralis	0
Moraxella_catarrhalis	2
Moraxella_catarrhalis_BBH18	1
Morbillivirus	0
Mycobacterium_avium	397
Mycobacterium_avium_subsp._avium	47
Mycobacterium_avium_subsp._hominissuis	319
Mycobacterium_avium_subsp._paratuberculosis	33
Mycobacterium_canettii	16
Mycobacterium_colombiense	0
Mycobacterium_colombiense_CECT_3035	94
Mycobacterium_intracellulare	110
Mycobacterium_intracellulare_subsp._yongonense	100
Mycobacterium_kansasii	225
Mycobacterium_leprae	0
Mycobacterium_leprae_Kyoto-2	8
Mycobacterium_marseillense	70
Mycobacterium_sp._JS623	178
Mycobacterium_sp._YC-RL4	130
Mycobacterium_tuberculosis	71
Mycobacterium_tuberculosis_KZN_1435	56
Mycobacterium_tuberculosis_complex	130
Mycobacterium_tuberculosis_variant_africanum	0
Mycobacterium_tuberculosis_variant_bovis	0
Mycobacteroides_abscessus	109
Mycobacteroides_abscessus_subsp._abscessus	78
Mycobacteroides_abscessus_subsp._bolletii	10
Mycobacteroides_abscessus_subsp._massiliense	47
Mycobacteroides_abscessus_subsp._massiliense_CCUG_48898_=_JCM_15300	11
Mycoplasma_haemocanis	0
Mycoplasma_haemofelis	0
Mycoplasma_haemofelis_str._Langford_1	2
Mycoplasma_mycoides	0
Mycoplasma_ovipneumoniae	0
Mycoplasma_pneumoniae	0
Neisseria_elongata	0
Neisseria_elongata_subsp._glycolytica	7
Neisseria_gonorrhoeae	6
Neisseria_gonorrhoeae_NG-k51.05	6
Neisseria_meningitidis	15
Neisseria_meningitidis_LNP21362	1
Neisseria_mucosa	0
Neisseria_sicca	3
Neisseria_subflava	0
Neisseria_weaveri	4
Orthohepadnavirus	0
Orthopoxvirus	0
Paraavulavirus	0
Parvimonas_micra	3
Pasteurella_multocida	7
Pasteurella_multocida_subsp._multocida	1
Peptostreptococcus_anaerobius	0
Polyomaviridae	0
Porphyromonas_gingivalis	17
Porphyromonas_gingivalis_A7A1-28	3
Porphyromonas_gingivalis_ATCC_33277	2
Porphyromonas_gingivalis_W83	0
Rickettsia_africae	0
Rickettsia_akari	0
Rickettsia_conorii	1
Rickettsia_felis	0
Rickettsia_japonica	0
Rickettsia_prowazekii	0
Rickettsia_rickettsii	0
Rickettsia_sibirica	0
Rickettsia_typhi	0
Salmonella_enterica	15
Salmonella_enterica_subsp._VII	4
Salmonella_enterica_subsp._diarizonae_serovar_61:k:1,5,(7)	2
Salmonella_enterica_subsp._enterica	11
Salmonella_enterica_subsp._enterica_serovar_Choleraesuis	4
Salmonella_enterica_subsp._enterica_serovar_Enteritidis	2
Salmonella_enterica_subsp._enterica_serovar_London	2
Salmonella_enterica_subsp._enterica_serovar_Milwaukee_str._SA19950795	1
Salmonella_enterica_subsp._enterica_serovar_Napoli	1
Salmonella_enterica_subsp._enterica_serovar_Reading	3
