Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	2	2	2	2	Off	Off
Actinobacillus_pleuropneumoniae	2	2	5	5	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	1	4	4	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	1	1	1	1	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	1	1	1	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	1	1	1	1	Off	Off
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	1	1	2	2	Off	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	409	409	409	409	Off	Off
Bordetella_bronchiseptica	358	358	472	472	Off	Off
Bordetella_genomosp._13	752	752	753	753	Off	Off
Bordetella_pertussis	194	194	2603	2603	Off	Off
Bordetella_pertussis_137	42	42	637	637	Off	Off
Bordetella_pertussis_18323	34	34	400	400	Off	Off
Bordetella_petrii	6522	6522	6526	6526	Off	Off
Bordetella_trematum	729	729	1078	1078	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	10	10	16	16	Off	Off
Brucella_canis	1	1	1	1	Off	Off
Brucella_melitensis	1	1	1	1	Off	Off
Brucella_melitensis_bv._2_str._63/9	3	3	7	7	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_microti_CCM_4915	1	1	1	1	Off	Off
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	3	3	4	4	Off	Off
Brucella_suis	1	1	1	1	Off	Off
Brucella_suis_bv._2	4	4	7	7	Off	Off
Burkholderia_cepacia	37	37	69	69	Off	Off
Burkholderia_cepacia_ATCC_25416	7	7	27	27	Off	Off
Burkholderia_cepacia_JBK9	12	12	12	12	Off	Off
Burkholderia_gladioli	68	68	221	221	Off	Off
Burkholderia_gladioli_BSR3	17	17	25	25	Off	Off
Burkholderia_gladioli_pv._gladioli	54	54	121	121	Off	Off
Burkholderia_mallei	4	4	5	5	Off	Off
Burkholderia_mallei_NCTC_10229	1	1	1	1	Off	Off
Burkholderia_multivorans	63	63	115	115	Off	Off
Burkholderia_multivorans_ATCC_17616	20	20	51	51	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	8	8	15	15	Off	Off
Burkholderia_pseudomallei	18	18	86	86	Off	Off
Burkholderia_pseudomallei_MSHR346	4	4	8	8	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	1	1	2	2	Off	Off
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_suis	0	0	0	0	na	na
Chlamydia_trachomatis	0	0	0	0	na	na
Chlamydia_trachomatis_6276	1	1	1	1	Off	Off
Corynebacterium_ammoniagenes	0	0	0	0	na	na
Corynebacterium_amycolatum	1	1	1	1	Off	Off
Corynebacterium_bovis	6	6	6	6	Off	Off
Corynebacterium_crudilactis	0	0	0	0	na	na
Corynebacterium_diphtheriae	1	1	2	2	Off	Off
Corynebacterium_jeikeium	2	2	2	2	Off	Off
Corynebacterium_jeikeium_K411	3	3	3	3	Off	Off
Corynebacterium_kroppenstedtii	0	0	0	0	na	na
Corynebacterium_kroppenstedtii_DSM_44385	4	4	6	6	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	3	3	3	3	Off	Off
Corynebacterium_matruchotii	4	4	4	4	Off	Off
Corynebacterium_minutissimum	1	1	1	1	Off	Off
Corynebacterium_pseudotuberculosis	0	0	0	0	na	na
Corynebacterium_pseudotuberculosis_Cp162	1	1	2	2	Off	Off
Corynebacterium_renale	1	1	1	1	Off	Off
Corynebacterium_segmentosum	4	4	4	4	Off	Off
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	5	5	5	5	Off	Off
Corynebacterium_stationis	1	1	1	1	Off	Off
Corynebacterium_striatum	7	7	14	14	Off	Off
Corynebacterium_urealyticum	0	0	0	0	na	na
Corynebacterium_ureicelerivorans	5	5	5	5	Off	Off
Corynebacterium_xerosis	8	8	8	8	Off	Off
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	0	0	0	0	na	na
Coxiella_burnetii_Dugway_5J108-111	1	1	2	2	Off	Off
Cryptosporidium	0	0	0	0	na	na
Cryptosporidium_parvum	0	0	0	0	na	na
Deltaretrovirus	0	0	0	0	na	na
Ehrlichia_canis	0	0	0	0	na	na
Enterococcus_avium	11	11	18	18	Off	Off
Enterococcus_casseliflavus	0	0	0	0	na	na
Enterococcus_cecorum	6	6	6	6	Off	Off
Enterococcus_durans	1	1	1	1	Off	Off
Enterococcus_faecalis	1	1	50	50	Off	Off
Enterococcus_faecium	1	1	1	1	Off	Off
Enterococcus_hirae	2	2	2	2	Off	Off
Enterococcus_hirae_ATCC_9790	1	1	1	1	Off	Off
Enterococcus_mundtii	0	0	0	0	na	na
Enterovirus_B	0	0	0	0	na	na
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0	0	0	0	na	na
Equine_rhinitis_A_virus	0	0	0	0	na	na
Erysipelothrix_rhusiopathiae	11	11	16	16	Off	Off
Erysipelothrix_rhusiopathiae_str._Fujisawa	13	13	58	58	Off	Off
Erythroparvovirus	0	0	0	0	na	na
Escherichia_coli	49	49	209	209	Off	Off
Escherichia_coli_Nissle_1917	2	2	62	62	Off	Off
Escherichia_coli_O111	0	0	0	0	na	na
Escherichia_coli_O139:H28_str._E24377A	1	1	1	1	Off	Off
Escherichia_coli_O15	1	1	8	8	Off	Off
Escherichia_coli_O157:H7	2	2	16	16	Off	Off
Escherichia_coli_O26	0	0	0	0	na	na
Escherichia_coli_UMN026	1	1	15	15	Off	Off
Francisella_tularensis	0	0	0	0	na	na
Fusobacterium	25	25	111	111	Off	Off
Fusobacterium_canifelinum	2	2	2	2	Off	Off
Fusobacterium_gastrosuis	1	1	1	1	Off	Off
Fusobacterium_gonidiaformans_ATCC_25563	1	1	1	1	Off	Off
Fusobacterium_hwasookii	2	2	5	5	Off	Off
Fusobacterium_hwasookii_ChDC_F174	2	2	2	2	Off	Off
Fusobacterium_hwasookii_ChDC_F206	4	4	7	7	Off	Off
Fusobacterium_mortiferum_ATCC_9817	3	3	3	3	Off	Off
Fusobacterium_necrophorum_subsp._necrophorum	2	2	2	2	Off	Off
Fusobacterium_nucleatum	2	2	6	6	Off	Off
Fusobacterium_nucleatum_subsp._animalis	2	2	5	5	Off	Off
Fusobacterium_nucleatum_subsp._animalis_21_1A	1	1	3	3	Off	Off
