Node	NumberOfAssignedReads
Actinobacillus_equuli	1
Actinobacillus_pleuropneumoniae	1
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	1
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	2
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	0
Bartonella_quintana	2
Blastomyces_dermatitidis	0
Bordetella_bronchialis	41
Bordetella_bronchiseptica	15
Bordetella_genomosp._13	57
Bordetella_pertussis	9
Bordetella_pertussis_137	2
Bordetella_pertussis_18323	1
Bordetella_petrii	46
Bordetella_trematum	32
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	0
Brucella_canis	0
Brucella_melitensis	0
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	0
Burkholderia_cepacia	33
Burkholderia_cepacia_ATCC_25416	13
Burkholderia_cepacia_JBK9	7
Burkholderia_gladioli	94
Burkholderia_gladioli_BSR3	17
Burkholderia_gladioli_pv._gladioli	67
Burkholderia_mallei	2
Burkholderia_mallei_NCTC_10247	2
Burkholderia_multivorans	47
Burkholderia_multivorans_ATCC_17616	16
Burkholderia_multivorans_ATCC_BAA-247	14
Burkholderia_pseudomallei	18
Burkholderia_pseudomallei_1106b	3
Burkholderia_pseudomallei_1710a	1
Burkholderia_pseudomallei_1710b	1
Burkholderia_pseudomallei_7894	1
Burkholderia_pseudomallei_B03	2
Burkholderia_pseudomallei_MSHR1153	2
Burkholderia_pseudomallei_MSHR2543	2
Burkholderia_pseudomallei_MSHR435	2
Campylobacter_coli	0
Campylobacter_fetus	0
Campylobacter_gracilis	0
Campylobacter_showae	0
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_abortus_LLG	1
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	2
Corynebacterium_amycolatum	4
Corynebacterium_bovis	9
Corynebacterium_crudilactis	3
