Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	1	1	2	2	Off	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	25	25	26	26	Off	Off
Bordetella_bronchiseptica	11	11	17	17	Off	Off
Bordetella_genomosp._13	22	22	23	23	Off	Off
Bordetella_pertussis	4	4	27	27	Off	Off
Bordetella_petrii	13	13	13	13	Off	Off
Bordetella_trematum	19	19	26	26	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	1	1	1	1	Off	Off
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	22	22	33	33	Off	Off
Burkholderia_cepacia_ATCC_25416	4	4	20	20	Off	Off
Burkholderia_cepacia_JBK9	11	11	12	12	Off	Off
Burkholderia_gladioli	34	34	96	96	Off	Off
Burkholderia_gladioli_BSR3	8	8	12	12	Off	Off
Burkholderia_gladioli_pv._gladioli	25	25	65	65	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_mallei_NCTC_10247	1	1	2	2	Off	Off
Burkholderia_multivorans	36	36	68	68	Off	Off
Burkholderia_multivorans_ATCC_17616	12	12	37	37	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	9	9	15	15	Off	Off
Burkholderia_pseudomallei	19	19	80	80	Off	Off
Burkholderia_pseudomallei_1106b	2	2	3	3	Off	Off
Burkholderia_pseudomallei_B03	2	2	3	3	Off	Off
Burkholderia_pseudomallei_MSHR1153	1	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR2543	1	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR346	1	1	2	2	Off	Off
Burkholderia_pseudomallei_NCTC_13179	2	2	4	4	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	1	1	3	3	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
