Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	35	35	35	35	Off	Off
Actinobacillus_pleuropneumoniae	97	97	282	282	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	18	18	51	51	Off	Off
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	22	22	53	53	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	14	14	42	42	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	15	15	15	15	Off	Off
Bordetella_bronchiseptica	14	14	25	25	Off	Off
Bordetella_genomosp._13	15	15	15	15	Off	Off
Bordetella_pertussis	6	6	45	45	Off	Off
Bordetella_pertussis_137	1	1	16	16	Off	Off
Bordetella_pertussis_18323	1	1	13	13	Off	Off
Bordetella_petrii	9	9	9	9	Off	Off
Bordetella_trematum	21	21	27	27	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_crocidurae_DOU	1	1	1	1	Off	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	1	1	1	1	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	21	21	30	30	Off	Off
Burkholderia_cepacia_ATCC_25416	1	1	1	1	Off	Off
Burkholderia_cepacia_JBK9	7	7	7	7	Off	Off
Burkholderia_gladioli	32	32	98	98	Off	Off
Burkholderia_gladioli_BSR3	8	8	14	14	Off	Off
Burkholderia_gladioli_pv._gladioli	36	36	77	77	Off	Off
Burkholderia_mallei	3	3	10	10	Off	Off
Burkholderia_multivorans	32	32	69	69	Off	Off
Burkholderia_multivorans_ATCC_17616	11	11	35	35	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	14	14	26	26	Off	Off
Burkholderia_pseudomallei	27	27	147	147	Off	Off
Burkholderia_pseudomallei_1106b	2	2	5	5	Off	Off
