#Position (bp)	mapping quality
2242.5	37.0
6726.5	37.0
11210.5	37.0
15694.5	1.8107496463932107
20178.5	0.0
24662.5	0.0
29146.5	14.44398766700925
33630.5	37.0
38114.5	37.0
42598.5	37.0
47082.5	37.0
51566.5	37.0
56050.5	33.93793103448276
60534.5	37.0
65018.5	37.0
69502.5	37.0
73986.5	36.23919308357349
78470.5	0.0
82954.5	0.0
87438.5	0.0
91922.5	37.0
96406.5	35.512
100890.5	33.333333333333336
105374.5	37.0
109858.5	35.630021141649046
114342.5	37.0
118826.5	37.0
123310.5	37.0
127794.5	37.0
132278.5	37.0
136762.5	28.62264150943396
141246.5	35.74626865671642
145730.5	29.586693548387096
150214.5	37.0
154698.5	37.0
159182.5	37.0
163666.5	37.0
168150.5	37.0
172634.5	34.23076923076923
177118.5	37.0
181602.5	37.0
186086.5	37.0
190570.5	37.0
195054.5	37.0
199538.5	32.21804511278196
204022.5	37.0
208506.5	0.0
212990.5	37.0
217474.5	37.0
221958.5	37.0
226442.5	37.0
230926.5	37.0
235410.5	0.0
239894.5	0.0
244378.5	1.7305410122164049
248862.5	37.0
253346.5	37.0
257830.5	36.17880794701987
262314.5	37.0
266798.5	19.211502782931355
271282.5	37.0
275766.5	37.0
280250.5	37.0
284734.5	37.0
289218.5	37.0
293702.5	37.0
298186.5	0.0
302670.5	0.0
307154.5	0.0
311638.5	35.28225806451613
316122.5	37.0
320606.5	37.0
325090.5	37.0
329574.5	37.0
334058.5	37.0
338542.5	37.0
343026.5	37.0
347510.5	35.84020618556701
351994.5	37.0
356478.5	35.52356020942408
360962.5	34.1764705882353
365446.5	37.0
369930.5	28.692307692307693
374414.5	37.0
378898.5	37.0
383382.5	37.0
387866.5	37.0
392350.5	37.0
396834.5	35.82142857142857
401318.5	34.291666666666664
405802.5	33.78200692041523
410286.5	26.9957805907173
414770.5	37.0
419254.5	0.0
423738.5	3.347841472045294
428222.5	37.0
432706.5	37.0
437190.5	0.0
441674.5	37.0
446158.5	37.0
450642.5	37.0
455126.5	37.0
459610.5	37.0
464094.5	32.324675324675326
468578.5	37.0
473062.5	0.0
477546.5	37.0
482030.5	31.0
486514.5	37.0
490998.5	37.0
495482.5	37.0
499966.5	37.0
504450.5	37.0
508934.5	37.0
513418.5	37.0
517902.5	0.0
522386.5	37.0
526870.5	37.0
531354.5	37.0
535838.5	37.0
540322.5	37.0
544806.5	0.0
549290.5	37.0
553774.5	37.0
558258.5	37.0
562742.5	0.0
567226.5	37.0
571710.5	32.0188679245283
576194.5	37.0
580678.5	37.0
585162.5	37.0
589646.5	0.0
594130.5	37.0
598614.5	37.0
603098.5	37.0
607582.5	37.0
612066.5	36.294849023090585
616550.5	37.0
621034.5	37.0
625518.5	37.0
630002.5	33.36060606060606
634486.5	37.0
638970.5	37.0
643454.5	37.0
647938.5	37.0
652422.5	33.5398773006135
656906.5	37.0
661390.5	37.0
665874.5	33.417910447761194
670358.5	37.0
674842.5	37.0
679326.5	37.0
683810.5	37.0
688294.5	37.0
692778.5	37.0
697262.5	35.93409742120344
701746.5	35.180602006688964
706230.5	25.0
710714.5	37.0
715198.5	0.0
719682.5	0.0
724166.5	0.0
728650.5	34.744
733134.5	37.0
737618.5	37.0
742102.5	37.0
746586.5	27.465384615384615
751070.5	37.0
755554.5	37.0
760038.5	37.0
764522.5	37.0
769006.5	37.0
773490.5	37.0
777974.5	37.0
782458.5	37.0
786942.5	37.0
791426.5	37.0
795910.5	37.0
800394.5	37.0
804878.5	31.610869565217392
809362.5	37.0
813846.5	31.605504587155963
818330.5	33.83018867924528
822814.5	37.0
827298.5	37.0
831782.5	37.0
836266.5	37.0
840750.5	37.0
845234.5	37.0
849718.5	0.0
854202.5	37.0
858686.5	0.0
863170.5	37.0
867654.5	37.0
872138.5	37.0
876622.5	37.0
881106.5	31.073170731707318
885590.5	37.0
890074.5	37.0
894558.5	37.0
899042.5	37.0
903526.5	37.0
908010.5	37.0
912494.5	37.0
916978.5	37.0
921462.5	37.0
925946.5	37.0
930430.5	37.0
934914.5	37.0
939398.5	34.518181818181816
943882.5	37.0
948366.5	0.0
952850.5	37.0
957334.5	33.663677130044846
961818.5	37.0
966302.5	37.0
970786.5	37.0
975270.5	37.0
979754.5	35.272
984238.5	37.0
988722.5	37.0
993206.5	37.0
997690.5	34.21649484536083
1002174.5	0.0
1006658.5	37.0
1011142.5	37.0
1015626.5	37.0
1020110.5	37.0
1024594.5	37.0
1029078.5	37.0
1033562.5	33.666666666666664
1038046.5	37.0
1042530.5	37.0
1047014.5	37.0
1051498.5	37.0
1055982.5	37.0
1060466.5	37.0
1064950.5	37.0
1069434.5	37.0
1073918.5	37.0
1078402.5	37.0
1082886.5	37.0
1087370.5	37.0
1091854.5	0.0
1096338.5	0.0
1100822.5	37.0
1105306.5	0.0
1109790.5	37.0
1114274.5	37.0
1118758.5	34.381107491856675
1123242.5	37.0
1127726.5	34.44136460554371
1132210.5	37.0
1136694.5	0.0
1141178.5	0.0
1145662.5	37.0
1150146.5	37.0
1154630.5	0.0
1159114.5	25.0
1163598.5	34.65013054830287
1168082.5	34.34615384615385
1172566.5	35.783300198807154
1177050.5	0.0
1181534.5	37.0
1186018.5	37.0
1190502.5	37.0
1194986.5	37.0
1199470.5	37.0
1203954.5	32.23415977961432
1208438.5	37.0
1212922.5	37.0
1217406.5	37.0
1221890.5	37.0
1226374.5	37.0
1230858.5	28.308724832214764
1235342.5	37.0
1239826.5	34.90196078431372
1244310.5	37.0
1248794.5	30.81184668989547
1253278.5	13.417582417582418
1257762.5	37.0
1262246.5	37.0
1266730.5	37.0
1271214.5	37.0
1275698.5	37.0
1280182.5	37.0
1284666.5	37.0
1289150.5	37.0
1293634.5	37.0
1298118.5	37.0
1302602.5	37.0
1307086.5	37.0
1311570.5	37.0
1316054.5	37.0
1320538.5	37.0
1325022.5	37.0
1329506.5	37.0
1333990.5	37.0
1338474.5	37.0
1342958.5	37.0
1347442.5	37.0
1351926.5	37.0
1356410.5	37.0
1360894.5	37.0
1365378.5	37.0
1369862.5	37.0
1374346.5	35.45758354755784
1378830.5	37.0
1383314.5	37.0
1387798.5	36.702412868632706
1392282.5	37.0
1396766.5	37.0
1401250.5	37.0
1405734.5	34.96923076923077
1410218.5	37.0
1414702.5	37.0
1419186.5	33.68421052631579
1423670.5	37.0
1428154.5	37.0
1432638.5	37.0
1437122.5	37.0
1441606.5	37.0
1446090.5	37.0
1450574.5	37.0
1455058.5	37.0
1459542.5	37.0
1464026.5	35.13229571984436
1468510.5	37.0
1472994.5	37.0
1477478.5	37.0
1481962.5	37.0
1486446.5	35.84057971014493
1490930.5	37.0
1495414.5	37.0
1499898.5	37.0
1504382.5	37.0
1508866.5	37.0
1513350.5	37.0
1517834.5	37.0
1522318.5	37.0
1526802.5	37.0
1531286.5	37.0
1535770.5	37.0
1540254.5	0.0
1544738.5	37.0
1549222.5	37.0
1553706.5	37.0
1558190.5	36.84518828451883
1562674.5	34.84761904761905
1567158.5	37.0
