#Position (bp)	Coverage	Std
2214.0	3.093742941043596	6.474899843808424
6641.0	5.170770273322792	10.104491349187066
11068.0	3.130336571041337	6.974994868971738
15495.0	0.04721030042918455	0.23716189539248853
19922.0	0.09780889993223402	0.376038581375142
24349.0	0.03591597018296815	0.18951509223006002
28776.0	0.020555681048113845	0.14337252542978327
33203.0	0.06482945561328213	0.2754957336413292
37630.0	0.04495143437994127	0.2696951738271073
42057.0	0.08131917777275807	0.28437194756675527
46484.0	0.021007454257962504	0.14415813418963974
50911.0	0.07499435283487689	0.2906571696031231
55338.0	0.023943980121978767	0.15473842484004666
59765.0	0.035238310368195164	0.21094942799185926
64192.0	0.07431669302010391	0.2717810144404043
68619.0	0.025299299751524736	0.15905753597841485
73046.0	0.035238310368195164	0.1877187001025608
77473.0	0.054438671786763045	0.23186421020069065
81900.0	0.059182290490173935	0.2492364667423092
86327.0	0.03772306302236277	0.1936418767143059
90754.0	0.034334763948497854	0.28476883812635423
95181.0	0.03026880505985995	0.17397932365617458
99608.0	0.029591145245086967	0.17202076980727346
104035.0	0.045629094194714254	0.2130802843760772
108462.0	0.034334763948497854	0.18468588831736313
112889.0	0.010616670431443416	0.10303722837617196
117316.0	0.02936525864016264	0.17136294418619982
121743.0	0.016037948949627286	0.1257460231764924
126170.0	0.05059859950304947	0.23524926823788497
130597.0	0.0734131466004066	0.2709486050903503
135024.0	0.07951208493336345	0.29908376009077103
139451.0	0.039078382651908744	0.26075250350135226
143878.0	0.04743618703410888	0.2177985009914184
148305.0	0.058504630675400945	0.24094160592465613
152732.0	0.11000677659814773	0.4473650991784614
157159.0	0.027558165800768013	0.16464019129884222
161586.0	0.013327309690535352	0.11544396775291185
166013.0	0.06392590919358482	0.28157805015384124
170440.0	0.00790603117235148	0.08891586569533853
174867.0	0.06957307431669302	0.28157805015384124
179294.0	0.02326632030720578	0.15179075631368813
183721.0	0.019878021233340863	0.16047140854798211
188148.0	0.09803478653715834	0.31274414452109894
192575.0	0.03365710413372487	0.18284205623652494
197002.0	0.03885249604698442	0.19711036514345057
201429.0	0.05895640388524961	0.24280939826384318
205856.0	0.06189292974926587	0.26801481370613883
210283.0	0.02010390783826519	0.1393780758350904
214710.0	0.04833973345380619	0.2376376469145451
219137.0	0.04766207363903321	0.23186421020069065
223564.0	0.04653264061441156	0.21571425686405515
227991.0	0.050372712898125144	0.24047239105691107
232418.0	0.08109329116783374	0.3156200132621958
236845.0	0.02575107296137339	0.17783173139067707
241272.0	0.13101423085611022	0.3721135429121239
245699.0	0.04178902191100068	0.20442363344535455
250126.0	0.06189292974926587	0.2585777157018777
254553.0	0.05985995030494692	0.2603189994550886
258980.0	0.0508244861079738	0.2342870995095797
263407.0	0.048791506663654845	0.23905922079236974
267834.0	0.08018974474813644	0.30246334487728066
272261.0	0.02710639259091936	0.16464019129884222
276688.0	0.06550711542805511	0.26843588987104655
281115.0	0.06347413598373616	0.25104255171959894
285542.0	0.06934718771176869	0.30246334487728066
289969.0	0.08967698215495822	0.313825683695594
294396.0	0.15563587079286198	0.7604404701265443
298823.0	0.2715156991190422	1.7162637699995993
303250.0	0.012197876665913711	0.11044399787183418
307677.0	0.030042918454935622	0.1733289313846238
312104.0	0.05308335215721708	0.22990751521490713
316531.0	0.025073413146600408	0.15834586558101355
320958.0	0.01355319629545968	0.11544396775291185
325385.0	0.018296814998870568	0.15179075631368813
329812.0	0.024169866726903095	0.15546660968485515
334239.0	0.046306754009487236	0.21360967720286986
338666.0	0.03681951660266546	0.1918841228519584
343093.0	0.01355319629545968	0.11641819572326174
347520.0	0.055793991416309016	0.23572887988404112
351947.0	0.02936525864016264	0.1707025835634549
356374.0	0.042240795120849335	0.20497538514642435
360801.0	0.056697537836006326	0.25726401855453496
365228.0	0.04111136209622769	0.20220157143628573
369655.0	0.048791506663654845	0.2198629879124865
374082.0	0.017167381974248927	0.13102435641608368
378509.0	0.06257058956403885	0.278350687962226
382936.0	0.05150214592274678	0.24234379975630752
387363.0	0.020781567653038176	0.14337252542978327
391790.0	0.024847526541676077	0.1576309821757007
396217.0	0.08809577592048791	0.30208970255443746
400644.0	0.05511633160153603	0.23524926823788497
405071.0	0.07228371357578496	0.2937493541798744
409498.0	0.009261350801897448	0.09505505876581803
413925.0	0.05782697086062796	0.24047239105691107
418352.0	0.03772306302236277	0.1924718244512422
422779.0	0.030494691664784277	0.17462729358489262
427206.0	0.030946464874632935	0.17527286803640946
431633.0	0.05263157894736842	0.22892289606425148
436060.0	0.0646035690083578	0.26759307494965556
440487.0	0.034108877343573527	0.18468588831736313
444914.0	0.03636774339281681	0.2055256556268568
449341.0	0.028009939010616672	0.1673617011463993
453768.0	0.04133724870115202	0.21201753318992575
458195.0	0.035238310368195164	0.18711607029667665
462622.0	0.010390783826519088	0.10193519424869454
467049.0	0.0605376101197199	0.3282497685435657
471476.0	0.08109329116783374	0.40912342177994043
475903.0	0.07047662073639033	0.319532072608989
480330.0	0.02145922746781116	0.1464896838272619
484757.0	0.024169866726903095	0.15546660968485515
489184.0	0.018296814998870568	0.13442815327879143
493611.0	0.06031172351479557	0.2851651762974541
498038.0	0.04291845493562232	0.20607445675234393
502465.0	0.061441156539417216	0.30208970255443746
506892.0	0.04721030042918455	0.21675888407228022
511319.0	0.07002484752654167	0.3374119868674812
515746.0	0.03320533092387622	0.2077121603097581
520173.0	0.06912130110684436	0.43351776814456044
524600.0	0.008357804382200136	0.09142102811826247
529027.0	0.039078382651908744	0.19711036514345057
533454.0	0.056697537836006326	0.23716189539248853
537881.0	0.02326632030720578	0.1771954798647008
542308.0	0.0169414953693246	0.1301594997275443
546735.0	0.0338829907386492	0.19305773699210846
551162.0	0.0225886604924328	0.15029524441056943
555589.0	0.08380393042692569	0.2890986748880066
560016.0	0.051050372712898126	0.22594329534840843
564443.0	0.009487237406821775	0.09740245072287337
568870.0	0.035238310368195164	0.1877187001025608
573297.0	0.09555003388299074	0.3272159084368171
577724.0	0.051050372712898126	0.2342870995095797
582151.0	0.0225886604924328	0.15029524441056943
586578.0	0.05421278518183872	0.23953120391877822
591005.0	0.028461712220465327	0.17783173139067707
595432.0	0.0492432798735035	0.22088799574366835
599859.0	0.014230856110232663	0.11834259379153533
604286.0	0.033431217528800544	0.18284205623652494
608713.0	0.05217980573751976	0.24047239105691107
613140.0	0.017619155184097582	0.1327371657980446
617567.0	0.0379489496272871	0.19480490144574675
621994.0	0.029817031850011295	0.17267608939865212
626421.0	0.04608086740456291	0.21466454622168726
630848.0	0.04653264061441156	0.4027239530195187
635275.0	0.1185904675852722	0.45883146774112354
639702.0	0.05285746555229275	0.22941573387056177
644129.0	0.060085836909871244	0.2875317328614427
648556.0	0.05150214592274678	0.24878289681822155
652983.0	0.01445674271515699	0.12023619552845553
657410.0	0.0379489496272871	0.21094942799185926
661837.0	0.04811384684888186	0.3796256760833246
666264.0	0.0661847752428281	0.27053143993902495
670691.0	0.29161960695730743	1.16486086541717
675118.0	0.2791958436864694	1.2904402549138592
679545.0	0.051050372712898126	0.24558445291751588
683972.0	0.09170996159927716	0.35470951346538576
688399.0	0.0661847752428281	0.26075250350135226
692826.0	0.03365710413372487	0.18284205623652494
697253.0	0.03614185678789248	0.18951509223006002
701680.0	0.08674045629094194	0.3102058892054819
706107.0	0.04291845493562232	0.26801481370613883
710534.0	0.04992093968827648	0.26843588987104655
714961.0	0.07860853851366614	0.29490056442107104
719388.0	0.0790603117235148	0.3141853694110076
723815.0	0.08606279647616896	0.3131050726787389
728242.0	0.03727128981251412	0.19305773699210846
732669.0	0.04833973345380619	0.23811244788126118
737096.0	0.07318725999548227	0.2971896070279246
741523.0	0.07996385814321211	0.29680932586508785
745950.0	0.020555681048113845	0.14337252542978327
750377.0	4.130110684436413	8.272766876128145
754804.0	4.0774791054890445	7.558162398291191
759231.0	4.458323921391462	8.931850506326189
763658.0	4.8039304269256835	10.001242299161724
768085.0	3.41179128077705	8.348153375704012
772512.0	0.062344702959114526	0.24968921274078806
776939.0	0.05873051728032528	0.24234379975630752
781366.0	0.02371809351705444	0.16395275534737144
785793.0	0.045403207589789926	0.23620751769642942
790220.0	0.022814547097357127	0.15104485127721873
794647.0	0.03930426925683307	0.1999548175753864
799074.0	0.03727128981251412	0.19305773699210846
803501.0	0.035012423763270836	0.1877187001025608
807928.0	0.026202846171222045	0.1611736937787855
812355.0	0.08064151795798509	0.31917841220996124
816782.0	0.07815676530381749	0.2839745023025572
821209.0	0.039981929071606054	0.19938917339384735
825636.0	0.06550711542805511	0.2750854642645625
830063.0	0.027332279195843686	0.16532476885162636
834490.0	0.020781567653038176	0.14415813418963974
838917.0	0.03772306302236277	0.19305773699210846
843344.0	0.07363903320533093	0.2803721428988018
847771.0	0.025299299751524736	0.15905753597841485
852198.0	0.05873051728032528	0.2577026617009464
856625.0	0.0734131466004066	0.2887077366768633
861052.0	0.07160605376101198	0.277130737512589
865479.0	0.06754009487237407	0.35151098545224363
869906.0	0.04337022814547097	0.20825519956407085
874333.0	0.05308335215721708	0.2851651762974541
878760.0	0.04833973345380619	0.22190826905165906
883187.0	0.08064151795798509	0.3170481654123328
887614.0	0.09622769369776372	0.39307306924825103
892041.0	0.01942624802349221	0.1393780758350904
896468.0	0.025073413146600408	0.15834586558101355
900895.0	0.13508018974474814	0.5286035662870557
905322.0	0.18183871696408402	0.8244348332144287
909749.0	0.06279647616896318	0.3607085865853666
914176.0	0.03320533092387622	0.1883194014782319
918603.0	0.10435961147503953	0.38989958337253033
923030.0	0.037497176417438445	0.19305773699210846
927457.0	0.040885475491303364	0.20164222991818712
931884.0	0.11587982832618025	0.3696774215166764
936311.0	0.03862660944206009	0.19480490144574675
940738.0	0.09170996159927716	0.30246334487728066
945165.0	0.026202846171222045	0.1611736937787855
949592.0	0.0508244861079738	0.2249413245783208
954019.0	0.07454257962502824	0.27302486997529773
958446.0	0.0395301558617574	0.21519004161319183
962873.0	0.06934718771176869	0.2633385420172457
967300.0	0.024847526541676077	0.1576309821757007
971727.0	0.12852947820194263	1.1334095121378915
976154.0	0.0338829907386492	0.1840733297863903
980581.0	0.020555681048113845	0.14337252542978327
985008.0	0.06166704314434154	0.2483284984538455
989435.0	0.045629094194714254	0.21360967720286986
993862.0	0.04721030042918455	0.21727931431497235
998289.0	0.020329794443189518	0.1401860714494009
1002716.0	0.08538513666139598	0.2922073521686201
1007143.0	0.030720578269708608	0.17527286803640946
1011570.0	0.04382200135531963	0.2093370520364697
1015997.0	0.05827874407047662	0.2514920463529848
1020424.0	0.04901739326857917	0.22088799574366835
1024851.0	0.05150214592274678	0.22544286661585414
1029278.0	0.03862660944206009	0.2418773050027657
1033705.0	0.11452450869663429	0.3437130989290684
1038132.0	0.019652134628416536	0.1401860714494009
1042559.0	0.01897447481364355	0.13692548414637512
1046986.0	0.04608086740456291	0.21413776126512246
1051413.0	0.028687598825389654	0.1693741385967458
1055840.0	0.031850011294330245	0.17783173139067707
1060267.0	0.0774791054890445	0.31165885214038286
1064694.0	0.046306754009487236	0.23620751769642942
1069121.0	0.030494691664784277	0.17397932365617458
1073548.0	0.06573300203297945	0.2563844808739005
1077975.0	0.016037948949627286	0.1257460231764924
1082402.0	0.014908515925005647	0.12210043376256141
1086829.0	0.0646035690083578	0.26885630655758286
1091256.0	0.02010390783826519	0.14178825000071477
1095683.0	0.08651456968601762	0.3072793531273605
1100110.0	0.05511633160153603	0.2342870995095797
1104537.0	0.03252767110910323	0.19129461570504575
1108964.0	0.08561102326632031	0.31917841220996124
1113391.0	0.04201490851592501	0.22139872011504305
1117818.0	0.03930426925683307	0.19768252996132143
1122245.0	0.030042918454935622	0.1865114933679598
1126672.0	2.9557262254348315	6.975820642693819
1131099.0	2.2331149762819065	7.451825554087236
1135526.0	0.028009939010616672	0.1673617011463993
1139953.0	0.060085836909871244	0.24512412551577056
1144380.0	0.031850011294330245	0.1936418767143059
1148807.0	0.024395753331827422	0.15546660968485515
1153234.0	0.04766207363903321	0.2342870995095797
1157661.0	0.09713124011746103	0.3872837534286118
1162088.0	0.04675852721933589	0.21623720128445958
1166515.0	0.03320533092387622	0.18097944003125757
1170942.0	0.06302236277388751	0.3152619643514014
1175369.0	0.023943980121978767	0.15473842484004666
1179796.0	0.021007454257962504	0.14415813418963974
