#Position (bp)	mapping quality
2214.0	0.39166666666666666
6641.0	0.0
11068.0	3.8021729289271162
15495.0	36.34615384615385
19922.0	36.498081023454155
24349.0	36.57353497164461
28776.0	37.0
33203.0	36.78265642151482
37630.0	36.98525308888003
42057.0	37.0
46484.0	37.0
50911.0	37.0
55338.0	37.0
59765.0	37.0
64192.0	37.0
68619.0	36.50041631973355
73046.0	37.0
77473.0	36.65529622980252
81900.0	36.39231664726426
86327.0	37.0
90754.0	37.0
95181.0	36.366373320981936
99608.0	36.388625592417064
104035.0	36.97635467980295
108462.0	37.0
112889.0	37.0
117316.0	35.979676674364896
121743.0	36.83607874648453
126170.0	36.64950495049505
130597.0	36.82562747688243
135024.0	36.025491624180624
139451.0	36.81193124368048
143878.0	37.0
148305.0	36.983333333333334
152732.0	37.0
157159.0	36.712999216914646
161586.0	37.0
166013.0	36.85437997724687
170440.0	37.0
174867.0	36.819309123117804
179294.0	37.0
183721.0	37.0
188148.0	36.6266156055529
192575.0	37.0
197002.0	37.0
201429.0	36.608938547486034
205856.0	37.0
210283.0	36.7840616966581
214710.0	36.63328760859625
219137.0	36.82578090629124
223564.0	36.76393442622951
227991.0	37.0
232418.0	36.62093352192362
236845.0	36.608695652173914
241272.0	36.734939759036145
245699.0	36.77608530083778
250126.0	36.54266777133389
254553.0	37.0
258980.0	36.70403587443946
263407.0	37.0
267834.0	36.57111274871039
272261.0	37.0
276688.0	36.67654986522911
281115.0	36.27450980392157
285542.0	37.0
289969.0	36.83634353114633
294396.0	36.112260734609414
298823.0	35.61251554082055
303250.0	36.17163120567376
307677.0	37.0
312104.0	36.623249893932964
316531.0	35.77016373559733
320958.0	33.948905109489054
325385.0	20.404608294930874
329812.0	36.05415162454874
334239.0	36.17919921875
338666.0	36.77254098360656
343093.0	36.58733031674208
347520.0	0.0
351947.0	34.554140127388536
356374.0	0.0
360801.0	37.0
365228.0	36.57279780921954
369655.0	37.0
374082.0	37.0
378509.0	36.306306306306304
382936.0	37.0
387363.0	32.04912516823688
391790.0	35.801664355062414
396217.0	37.0
400644.0	36.42145593869732
405071.0	36.316033364226136
409498.0	5.353057199211046
413925.0	36.65686274509804
418352.0	37.0
422779.0	32.55380281690141
427206.0	34.59276595744681
431633.0	36.75669472073451
436060.0	37.0
440487.0	33.588588588588586
444914.0	36.207962283918285
449341.0	36.32336956521739
453768.0	36.77657657657657
458195.0	35.673443456162644
462622.0	36.30631067961165
467049.0	37.0
471476.0	36.80454096742349
475903.0	37.0
480330.0	37.0
484757.0	36.73551637279597
489184.0	36.52853965900667
493611.0	37.0
