Node	NumberOfAssignedReads
African_swine_fever_virus	0
Aspergillus_fumigatus	0
BK_virus_strain_AS	0
BK_virus_strain_GS	0
BK_virus_variant_RF	0
Bacillus_anthracis	0
Bacillus_cereus_Rock3-28	2
Bacillus_cereus_group	2
Bacillus_mycoides	1
Bacillus_pacificus	2
Bacillus_pseudomycoides	1
Bartonella_bacilliformis	2
Bartonella_henselae	1
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella	102
Bordetella_avium_197N	5
Bordetella_bronchialis	27
Bordetella_bronchiseptica	14
Bordetella_flabilis	123
Bordetella_genomosp._13	63
Bordetella_genomosp._6	9
Bordetella_genomosp._8	30
Bordetella_genomosp._9	21
Bordetella_hinzii	36
Bordetella_holmesii	17
Bordetella_parapertussis	3
Bordetella_pertussis	9
Bordetella_pertussis_137	1
Bordetella_pertussis_18323	1
Bordetella_petrii	42
Bordetella_pseudohinzii	36
Bordetella_sp._H567	37
Bordetella_sp._HZ20	0
Bordetella_sp._N	33
Bordetella_trematum	20
Borrelia	0
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliaceae	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Brucella	70
Brucella_abortus	0
Brucella_canis	0
Brucella_inopinata	3
Brucella_melitensis	0
Brucella_microti	0
Brucella_ovis	0
Brucella_pinnipedialis	0
Brucella_sp._09RB8471	0
Brucella_sp._09RB8910	0
Brucella_sp._10RB9215	2
Brucella_sp._141012304	0
Brucella_sp._BO2	1
Brucella_suis	0
Brucella_vulpis	0
Brucellaceae	1
Burkholderia_cepacia	2199
Burkholderia_cepacia_ATCC_25416	1037
Burkholderia_cepacia_JBK9	1136
Burkholderia_gladioli	3931
Burkholderia_gladioli_BSR3	792
Burkholderia_gladioli_pv._gladioli	2678
Burkholderia_mallei	48
Burkholderia_mallei_NCTC_10229	4
Burkholderia_mallei_NCTC_10247	27
Burkholderia_multivorans	5024
Burkholderia_multivorans_ATCC_17616	1666
Burkholderia_multivorans_ATCC_BAA-247	1591
Burkholderia_pseudomallei	1651
Burkholderia_pseudomallei_1106b	33
Burkholderia_pseudomallei_1710a	5
Burkholderia_pseudomallei_1710b	19
Burkholderia_pseudomallei_7894	68
Burkholderia_pseudomallei_B03	17
Burkholderia_pseudomallei_MSHR1153	40
Burkholderia_pseudomallei_MSHR2543	43
Burkholderia_pseudomallei_MSHR346	82
Burkholderia_pseudomallei_MSHR435	32
Burkholderia_pseudomallei_NCTC_13179	61
Burkholderia_pseudomallei_Pasteur_52237	32
Burkholderia_sp._OLGA172	0
Campylobacter_coli	0
Campylobacter_gracilis	0
Campylobacter_showae	1
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_pneumoniae_AR39	2
Chlamydia_psittaci	0
Chlamydia_trachomatis	0
Clostridium	10
Clostridium_argentinense	2
Clostridium_baratii	1
Clostridium_beijerinckii	1
Clostridium_bornimense	1
Clostridium_botulinum	4
Clostridium_botulinum_A	1
Clostridium_botulinum_BKT015925	0
Clostridium_botulinum_E3_str._Alaska_E43	0
Clostridium_butyricum	2
Clostridium_cadaveris	1
Clostridium_carboxidivorans_P7	2
Clostridium_chauvoei	0
Clostridium_cochlearium	0
Clostridium_drakei	1
Clostridium_estertheticum	0
Clostridium_estertheticum_subsp._estertheticum	1
Clostridium_isatidis	2
Clostridium_kluyveri	1
Clostridium_ljungdahlii_DSM_13528	1
Clostridium_novyi	0
Clostridium_novyi_NT	1
Clostridium_perfringens	4
Clostridium_perfringens_ATCC_13124	1
Clostridium_saccharobutylicum	2
Clostridium_septicum	1
Clostridium_sp._BNL1100	0
Clostridium_sp._C1	1
Clostridium_sp._C5S11	3
Clostridium_sp._JN-1	1
Clostridium_sp._JN-9	3
Clostridium_sporogenes	0
Clostridium_tetani	13
Clostridium_tetani_12124569	1
Clostridium_tetani_E88	0
Clostridium_tyrobutyricum	1
Coccidioides_immitis	0
Coccidioides_posadasii	0
Corynebacterium_ammoniagenes	0
Corynebacterium_crudilactis	1
Corynebacterium_diphtheriae	0
Corynebacterium_glutamicum	4
Corynebacterium_glutamicum_ZL-6	4
Corynebacterium_glyciniphilum	0
Corynebacterium_jeikeium	5
Corynebacterium_jeikeium_K411	4
Corynebacterium_kroppenstedtii	4
Corynebacterium_kroppenstedtii_DSM_44385	10
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	5
Corynebacterium_matruchotii	11
Corynebacterium_segmentosum	5
Corynebacterium_sphenisci	0
Corynebacterium_stationis	0
Corynebacterium_urealyticum	3
Corynebacterium_ureicelerivorans	25
Corynebacterium_variabile	0
Corynebacterium_xerosis	0
Cowpox-Vaccinia_virus	0
Cowpox_virus	0
Coxiella_burnetii	1
Coxiella_burnetii_Dugway_5J108-111	1
Cryptococcus_gattii_species_complex	0
Cryptococcus_neoformans	0
Cynomolgus_Epstein-Barr_Virus_A4	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0
Ehrlichia_canis	0
Enterobius_vermicularis	24
Enterococcus_avium	0
Enterococcus_casseliflavus	1
Enterococcus_cecorum	29
Enterococcus_durans	1
Enterococcus_faecalis	0
Enterococcus_faecium	7
Enterococcus_hirae	2
Enterococcus_hirae_ATCC_9790	1
Enterococcus_mundtii	0
Epstein-barr_virus_strain_ag876	0
Epstein-barr_virus_strain_p3hr-1	0
Erysipelothrix_rhusiopathiae	3
Escherichia_coli	15
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Francisella_tularensis	1
Francisella_tularensis_subsp._novicida	1
Francisella_tularensis_subsp._novicida_PA10-7858	1
Fusobacterium	9
Fusobacterium_mortiferum_ATCC_9817	3
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._nucleatum_ChDC_F316	1
Fusobacterium_nucleatum_subsp._polymorphum	3
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	1
Fusobacterium_pseudoperiodonticum	4
Haemophilus_influenzae	9
Haemophilus_influenzae_CGSHiCZ412602	1
Haemophilus_influenzae_KR494	1
Haemophilus_influenzae_R2866	1
Haemophilus_influenzae_Rd_KW20	0
Haemophilus_parainfluenzae	26
Haemophilus_parainfluenzae_T3T1	3
Helicobacter_cinaedi	0
Helicobacter_pylori	0
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Herpes_simplex_virus_unknown_type	0
Histoplasma_capsulatum	0
Human_adenovirus_1	0
Human_adenovirus_11	0
Human_adenovirus_11+34	0
Human_adenovirus_11a	0
Human_adenovirus_11p	0
Human_adenovirus_12	0
Human_adenovirus_14	0
Human_adenovirus_14a	0
Human_adenovirus_14p	0
Human_adenovirus_14p1	0
Human_adenovirus_15	0
Human_adenovirus_15/H9	0
Human_adenovirus_16	0
Human_adenovirus_16p	0
Human_adenovirus_17	0
Human_adenovirus_18	0
Human_adenovirus_19	0
Human_adenovirus_19C	0
Human_adenovirus_19a	0
Human_adenovirus_19p	0
Human_adenovirus_1_strain_Adenoid_71	0
Human_adenovirus_2	0
Human_adenovirus_20	0
Human_adenovirus_21	0
Human_adenovirus_21a	0
Human_adenovirus_22	0
Human_adenovirus_22H8	0
Human_adenovirus_23	0
Human_adenovirus_24	0
Human_adenovirus_25	0
Human_adenovirus_26	0
Human_adenovirus_27	0
Human_adenovirus_28	0
Human_adenovirus_29	0
Human_adenovirus_3+11p	0
Human_adenovirus_3+7	0
Human_adenovirus_30	0
Human_adenovirus_31	0
Human_adenovirus_32	0
Human_adenovirus_33	0
Human_adenovirus_34	0
Human_adenovirus_34a	0
Human_adenovirus_35	0
Human_adenovirus_35+11	0
Human_adenovirus_36	0
Human_adenovirus_38	0
Human_adenovirus_38H44	0
Human_adenovirus_39	0
Human_adenovirus_3p	0
Human_adenovirus_40	0
Human_adenovirus_41	0
Human_adenovirus_41_Wisconsin	0
Human_adenovirus_42	0
Human_adenovirus_43	0
Human_adenovirus_44	0
Human_adenovirus_45	0
Human_adenovirus_46	0
Human_adenovirus_47	0
Human_adenovirus_48	0
Human_adenovirus_49	0
Human_adenovirus_4a	0
Human_adenovirus_4p	0
Human_adenovirus_5	0
Human_adenovirus_50	0
Human_adenovirus_50_prototype_strain_Wan	0
Human_adenovirus_51	0
Human_adenovirus_52	0
Human_adenovirus_53	0
Human_adenovirus_54	0
Human_adenovirus_55	0
