Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
African_swine_fever_virus	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
BK_virus_strain_AS	0	0	0	0	na	na
BK_virus_strain_GS	0	0	0	0	na	na
BK_virus_variant_RF	0	0	0	0	na	na
Bacillus_albus	1	1	1	1	Off	Off
Bacillus_anthracis	0	0	0	0	na	na
Bacillus_cereus	2	2	5	5	Off	Off
Bacillus_cereus_Rock4-18	1	1	1	1	Off	Off
Bacillus_cereus_group	26	26	117	117	Off	Off
Bacillus_cytotoxicus	3	3	5	5	Off	Off
Bacillus_luti	2	2	2	2	Off	Off
Bacillus_mycoides	18	18	40	40	Off	Off
Bacillus_nitratireducens	1	1	1	1	Off	Off
Bacillus_pseudomycoides	51	51	71	71	Off	Off
Bacillus_pseudomycoides_DSM_12442	4	4	10	10	Off	Off
Bacillus_thuringiensis_HD-771	2	2	8	8	Off	Off
Bacillus_wiedmannii	4	4	4	4	Off	Off
Bartonella_bacilliformis	1	1	1	1	Off	Off
Bartonella_henselae	6	6	10	10	Off	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella	202	202	3077	3077	Off	Off
Bordetella_avium_197N	5	5	5	5	Off	Off
Bordetella_bronchialis	78	78	81	81	Off	Off
Bordetella_bronchiseptica	44	44	58	58	Off	Off
Bordetella_flabilis	42	42	42	42	Off	Off
Bordetella_genomosp._13	77	77	78	78	Off	Off
Bordetella_genomosp._6	24	24	24	24	Off	Off
Bordetella_genomosp._8	51	51	52	52	Off	Off
Bordetella_genomosp._9	36	36	36	36	Off	Off
Bordetella_hinzii	46	46	65	65	Off	Off
Bordetella_holmesii	28	28	47	47	Off	Off
Bordetella_parapertussis	16	16	27	27	Off	Off
Bordetella_pertussis	23	23	152	152	Off	Off
Bordetella_pertussis_137	2	2	16	16	Off	Off
Bordetella_pertussis_18323	5	5	27	27	Off	Off
Bordetella_petrii	49	49	53	53	Off	Off
Bordetella_pseudohinzii	26	26	27	27	Off	Off
Bordetella_sp._H567	37	37	38	38	Off	Off
Bordetella_sp._HZ20	0	0	0	0	na	na
Bordetella_sp._N	43	43	43	43	Off	Off
Bordetella_trematum	37	37	55	55	Off	Off
Borrelia	0	0	0	0	na	na
Borrelia_anserina_BA2	2	2	2	2	Off	Off
Borrelia_crocidurae	1	1	2	2	Off	Off
Borrelia_miyamotoi	1	1	3	3	Off	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borrelia_recurrentis_A1	1	1	1	1	Off	Off
Borreliaceae	2	2	5	5	Off	Off
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Brucella	116	116	374	374	Off	Off
Brucella_abortus	2	2	3	3	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_inopinata	4	4	4	4	Off	Off
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	2	2	2	2	Off	Off
Brucella_pinnipedialis	0	0	0	0	na	na
Brucella_sp._09RB8471	1	1	1	1	Off	Off
Brucella_sp._09RB8910	2	2	4	4	Off	Off
Brucella_sp._10RB9215	1	1	3	3	Off	Off
Brucella_sp._141012304	0	0	0	0	na	na
Brucella_sp._2280	2	2	2	2	Off	Off
Brucella_sp._BO2	6	6	7	7	Off	Off
Brucella_suis	0	0	0	0	na	na
Brucella_vulpis	0	0	0	0	na	na
Brucellaceae	0	0	0	0	na	na
Burkholderia_cepacia	113	113	175	175	Off	Off
Burkholderia_cepacia_ATCC_25416	36	36	135	135	Off	Off
Burkholderia_cepacia_JBK9	44	44	50	50	Off	Off
Burkholderia_gladioli	132	132	360	360	Off	Off
Burkholderia_gladioli_BSR3	27	27	44	44	Off	Off
Burkholderia_gladioli_pv._gladioli	154	154	431	431	Off	Off
Burkholderia_mallei	5	5	12	12	Off	Off
Burkholderia_mallei_NCTC_10229	1	1	1	1	Off	Off
Burkholderia_mallei_NCTC_10247	2	2	4	4	Off	Off
Burkholderia_multivorans	211	211	580	580	Off	Off
Burkholderia_multivorans_ATCC_17616	75	75	220	220	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	62	62	160	160	Off	Off
Burkholderia_pseudomallei	83	83	437	437	Off	Off
Burkholderia_pseudomallei_1106b	12	12	19	19	Off	Off
Burkholderia_pseudomallei_1710a	1	1	1	1	Off	Off
Burkholderia_pseudomallei_7894	1	1	9	9	Off	Off
Burkholderia_pseudomallei_B03	4	4	10	10	Off	Off
Burkholderia_pseudomallei_MSHR2543	5	5	6	6	Off	Off
Burkholderia_pseudomallei_MSHR346	2	2	4	4	Off	Off
Burkholderia_pseudomallei_MSHR435	3	3	6	6	Off	Off
Burkholderia_pseudomallei_NCTC_13179	2	2	11	11	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	5	5	17	17	Off	Off
Burkholderia_sp._OLGA172	0	0	0	0	na	na
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_gracilis	3	3	3	3	Off	Off
Campylobacter_showae	8	8	8	8	Off	Off
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_trachomatis	0	0	0	0	na	na
Clostridium	155	155	628	628	Off	Off
Clostridium_aceticum	1	1	1	1	Off	Off
Clostridium_acetobutylicum	1	1	1	1	Off	Off
Clostridium_argentinense	2	2	2	2	Off	Off
Clostridium_baratii	2	2	2	2	Off	Off
Clostridium_baratii_str._Sullivan	13	13	17	17	Off	Off
Clostridium_beijerinckii	3	3	4	4	Off	Off
Clostridium_beijerinckii_NRRL_B-598	16	16	17	17	Off	Off
Clostridium_bornimense	10	10	10	10	Off	Off
Clostridium_botulinum	6	6	9	9	Off	Off
Clostridium_botulinum_202F	3	3	3	3	Off	Off
Clostridium_botulinum_A_str._ATCC_3502	1	1	7	7	Off	Off
Clostridium_botulinum_B1_str._Okra	2	2	2	2	Off	Off
Clostridium_botulinum_BKT015925	5	5	7	7	Off	Off
Clostridium_botulinum_B_str._Eklund_17B_(NRP)	4	4	5	5	Off	Off
Clostridium_botulinum_E3_str._Alaska_E43	0	0	0	0	na	na
Clostridium_butyricum	29	29	96	96	Off	Off
Clostridium_cadaveris	2	2	2	2	Off	Off
Clostridium_carboxidivorans_P7	3	3	3	3	Off	Off
Clostridium_chauvoei	25	25	41	41	Off	Off
Clostridium_cochlearium	1	1	1	1	Off	Off
Clostridium_drakei	2	2	2	2	Off	Off
Clostridium_estertheticum	0	0	0	0	na	na
Clostridium_estertheticum_subsp._estertheticum	40	40	40	40	Off	Off
Clostridium_gasigenes	16	16	16	16	Off	Off
Clostridium_intestinale	3	3	3	3	Off	Off
Clostridium_isatidis	13	13	13	13	Off	Off
Clostridium_kluyveri	1	1	2	2	Off	Off
Clostridium_ljungdahlii_DSM_13528	1	1	1	1	Off	Off
Clostridium_novyi	0	0	0	0	na	na
Clostridium_novyi_NT	2	2	2	2	Off	Off
Clostridium_perfringens	122	122	1113	1113	Off	Off
Clostridium_perfringens_ATCC_13124	7	7	69	69	Off	Off
Clostridium_perfringens_F262	8	8	25	25	Off	Off
Clostridium_perfringens_str._13	12	12	73	73	Off	Off
Clostridium_saccharobutylicum	5	5	5	5	Off	Off
Clostridium_saccharoperbutylacetonicum	13	13	14	14	Off	Off
Clostridium_septicum	22	22	34	34	Off	Off
Clostridium_sp._BNL1100	11	11	11	11	Off	Off
Clostridium_sp._C1	10	10	10	10	Off	Off
Clostridium_sp._C5S11	2	2	2	2	Off	Off
Clostridium_sp._DL-VIII	3	3	3	3	Off	Off
Clostridium_sp._JN-9	2	2	3	3	Off	Off
Clostridium_sp._M62/1	2	2	2	2	Off	Off
Clostridium_sp._SY8519	20	20	20	20	Off	Off
Clostridium_sporogenes	0	0	0	0	na	na
Clostridium_taeniosporum	3	3	3	3	Off	Off
Clostridium_tetani	0	0	0	0	na	na
Clostridium_tetani_12124569	9	9	27	27	Off	Off
Clostridium_tetani_E88	0	0	0	0	na	na
Clostridium_tyrobutyricum	1	1	1	1	Off	Off
Coccidioides_immitis	0	0	0	0	na	na
Coccidioides_posadasii	0	0	0	0	na	na
Corynebacterium_ammoniagenes	3	3	3	3	Off	Off
Corynebacterium_crudilactis	2	2	3	3	Off	Off
Corynebacterium_diphtheriae	4	4	8	8	Off	Off
Corynebacterium_diphtheriae_HC04	8	8	12	12	Off	Off
Corynebacterium_diphtheriae_NCTC_13129	3	3	9	9	Off	Off
Corynebacterium_glutamicum	3	3	6	6	Off	Off
Corynebacterium_glutamicum_K051	1	1	1	1	Off	Off
Corynebacterium_glyciniphilum	0	0	0	0	na	na
Corynebacterium_glyciniphilum_AJ_3170	24	24	26	26	Off	Off
Corynebacterium_jeikeium	11	11	11	11	Off	Off
Corynebacterium_jeikeium_K411	10	10	15	15	Off	Off
Corynebacterium_kroppenstedtii	11	11	14	14	Off	Off
Corynebacterium_kroppenstedtii_DSM_44385	11	11	27	27	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	20	20	22	22	Off	Off
Corynebacterium_matruchotii	9	9	10	10	Off	Off
Corynebacterium_segmentosum	1	1	1	1	Off	Off
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	89	89	99	99	Off	Off
Corynebacterium_stationis	12	12	12	12	Off	Off
Corynebacterium_urealyticum	8	8	8	8	Off	Off
Corynebacterium_ureicelerivorans	9	9	10	10	Off	Off
Corynebacterium_variabile	0	0	0	0	na	na
Corynebacterium_variabile_DSM_44702	48	48	48	48	Off	Off
Corynebacterium_xerosis	43	43	43	43	Off	Off
Cowpox-Vaccinia_virus	0	0	0	0	na	na
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	26	26	117	117	Off	Off
Coxiella_burnetii_Dugway_5J108-111	10	10	31	31	Off	Off
Coxiella_burnetii_str._Schperling	1	1	1	1	Off	Off
