Node	NumberOfAssignedReads
African_swine_fever_virus	0
Aspergillus_fumigatus	0
BK_virus_strain_AS	0
BK_virus_strain_GS	0
BK_virus_variant_RF	0
Bacillus_albus	2
Bacillus_anthracis	0
Bacillus_cereus	5
Bacillus_cereus_Rock3-28	1
Bacillus_cereus_group	14
Bacillus_cytotoxicus	1
Bacillus_mobilis	1
Bacillus_mycoides	10
Bacillus_pseudomycoides	26
Bacillus_pseudomycoides_DSM_12442	7
Bacillus_sp._HBCD-sjtu	1
Bacillus_sp._JAS24-2	1
Bacillus_thuringiensis	6
Bacillus_thuringiensis_HD-771	1
Bacillus_tropicus	2
Bacillus_wiedmannii	1
Bartonella_bacilliformis	2
Bartonella_henselae	1
Bartonella_quintana	2
Blastomyces_dermatitidis	0
Bordetella	965
Bordetella_avium_197N	32
Bordetella_bronchialis	236
Bordetella_bronchiseptica	196
Bordetella_flabilis	260
Bordetella_genomosp._13	331
Bordetella_genomosp._6	98
Bordetella_genomosp._8	250
Bordetella_genomosp._9	228
Bordetella_hinzii	210
Bordetella_holmesii	79
Bordetella_parapertussis	48
Bordetella_pertussis	84
Bordetella_pertussis_137	18
Bordetella_pertussis_18323	17
Bordetella_petrii	227
Bordetella_pseudohinzii	141
Bordetella_sp._H567	256
Bordetella_sp._HZ20	0
Bordetella_sp._N	147
Bordetella_trematum	185
Borrelia	4
Borrelia_crocidurae	0
Borrelia_hermsii	1
Borrelia_recurrentis	0
Borrelia_recurrentis_A1	1
Borreliaceae	2
Borreliella	1
Borreliella_afzelii	0
Borreliella_bavariensis_PBi	2
Borreliella_burgdorferi	0
Borreliella_burgdorferi_JD1	1
Borreliella_garinii	0
Brucella	142
Brucella_abortus	0
Brucella_canis	1
Brucella_inopinata	4
Brucella_melitensis	0
Brucella_melitensis_bv._2_str._63/9	1
Brucella_microti	0
Brucella_ovis	0
Brucella_pinnipedialis	0
Brucella_sp._09RB8471	0
Brucella_sp._09RB8910	4
Brucella_sp._10RB9215	5
Brucella_sp._141012304	0
Brucella_sp._2280	3
Brucella_sp._BO2	7
Brucella_suis	1
Brucella_suis_bv._2	1
Brucella_vulpis	0
Brucellaceae	0
Burkholderia_cepacia	215
Burkholderia_cepacia_ATCC_25416	53
Burkholderia_cepacia_JBK9	85
Burkholderia_gladioli	548
Burkholderia_gladioli_BSR3	102
Burkholderia_gladioli_pv._gladioli	393
Burkholderia_mallei	10
Burkholderia_mallei_NCTC_10229	2
Burkholderia_mallei_NCTC_10247	4
Burkholderia_multivorans	326
Burkholderia_multivorans_ATCC_17616	122
Burkholderia_multivorans_ATCC_BAA-247	88
Burkholderia_pseudomallei	163
Burkholderia_pseudomallei_1106b	24
Burkholderia_pseudomallei_1710b	2
Burkholderia_pseudomallei_7894	7
Burkholderia_pseudomallei_B03	6
Burkholderia_pseudomallei_MSHR1153	11
Burkholderia_pseudomallei_MSHR2543	16
Burkholderia_pseudomallei_MSHR346	11
Burkholderia_pseudomallei_MSHR435	4
Burkholderia_pseudomallei_NCTC_13179	8
Burkholderia_pseudomallei_Pasteur_52237	7
Burkholderia_sp._OLGA172	0
Campylobacter_coli	0
Campylobacter_coli_76339	1
Campylobacter_gracilis	7
Campylobacter_showae	3
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_felis_Fe/C-56	2
Chlamydia_muridarum	2
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_trachomatis	0
Clostridium	78
Clostridium_aceticum	1
Clostridium_acetobutylicum_EA_2018	5
Clostridium_argentinense	2
Clostridium_baratii	1
Clostridium_baratii_str._Sullivan	1
Clostridium_beijerinckii	3
Clostridium_botulinum	3
Clostridium_botulinum_B1_str._Okra	1
Clostridium_botulinum_BKT015925	2
Clostridium_botulinum_CDC_1436	3
Clostridium_botulinum_E3_str._Alaska_E43	0
Clostridium_butyricum	5
Clostridium_cadaveris	2
Clostridium_chauvoei	2
Clostridium_cochlearium	6
Clostridium_drakei	1
Clostridium_estertheticum	0
Clostridium_estertheticum_subsp._estertheticum	3
Clostridium_formicaceticum	1
Clostridium_gasigenes	1
Clostridium_intestinale	2
Clostridium_isatidis	5
Clostridium_kluyveri	6
Clostridium_novyi	0
Clostridium_pasteurianum_BC1	4
Clostridium_perfringens	44
Clostridium_perfringens_ATCC_13124	3
Clostridium_perfringens_F262	7
Clostridium_perfringens_str._13	7
Clostridium_saccharobutylicum	1
Clostridium_saccharoperbutylacetonicum	2
Clostridium_septicum	1
Clostridium_sp._BNL1100	3
Clostridium_sp._C5S11	1
Clostridium_sp._DL-VIII	1
Clostridium_sp._JN-1	1
Clostridium_sp._JN-9	1
Clostridium_sp._M62/1	2
Clostridium_sp._SY8519	7
Clostridium_sporogenes	0
Clostridium_taeniosporum	4
Clostridium_tetani	15
Clostridium_tetani_12124569	2
Clostridium_tetani_E88	1
Clostridium_tyrobutyricum	6
Coccidioides_immitis	0
Coccidioides_posadasii	0
Corynebacterium_ammoniagenes	2
Corynebacterium_crudilactis	3
Corynebacterium_diphtheriae	2
Corynebacterium_diphtheriae_HC03	2
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_glutamicum	15
Corynebacterium_glutamicum_K051	3
Corynebacterium_glutamicum_SCgG1	1
Corynebacterium_glyciniphilum	0
Corynebacterium_glyciniphilum_AJ_3170	16
Corynebacterium_jeikeium	13
Corynebacterium_jeikeium_K411	5
Corynebacterium_kroppenstedtii	10
Corynebacterium_kroppenstedtii_DSM_44385	6
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	43
Corynebacterium_matruchotii	7
Corynebacterium_segmentosum	10
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	102
Corynebacterium_stationis	1
Corynebacterium_urealyticum	17
Corynebacterium_ureicelerivorans	10
Corynebacterium_variabile	0
Corynebacterium_variabile_DSM_44702	24
Corynebacterium_xerosis	53
Cowpox-Vaccinia_virus	0
Cowpox_virus	0
Coxiella_burnetii	7
Coxiella_burnetii_str._Schperling	1
Cryptococcus_gattii_species_complex	0
Cryptococcus_neoformans	0
Cynomolgus_Epstein-Barr_Virus_A4	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0
Ehrlichia_canis	0
Enterobius_vermicularis	61
Enterococcus_avium	1
Enterococcus_casseliflavus	0
Enterococcus_cecorum	0
Enterococcus_durans	8
Enterococcus_faecalis	7
Enterococcus_faecium	0
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	3
Enterococcus_hirae	1
Enterococcus_hirae_ATCC_9790	2
Enterococcus_mundtii	3
Epstein-barr_virus_strain_ag876	0
Epstein-barr_virus_strain_p3hr-1	0
Erysipelothrix_rhusiopathiae	1
Escherichia_coli	25
Escherichia_coli_M8	2
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Escherichia_coli_PMV-1	2
Francisella_tularensis	0
Fusobacterium	4
Fusobacterium_gastrosuis	1
Fusobacterium_gonidiaformans_ATCC_25563	1
Fusobacterium_hwasookii_ChDC_F206	1
Fusobacterium_necrophorum_subsp._necrophorum	1
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._polymorphum	3
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	1
Fusobacterium_periodonticum	1
Fusobacterium_ulcerans	1
Haemophilus_influenzae	4
Haemophilus_influenzae_Rd_KW20	0
Haemophilus_parainfluenzae	2
Haemophilus_parainfluenzae_T3T1	1
Helicobacter_cinaedi	1
Helicobacter_pylori	13
Helicobacter_pylori_BM012A	2
Helicobacter_pylori_SS1	2
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Herpes_simplex_virus_unknown_type	0
Histoplasma_capsulatum	0
Human_adenovirus_1	0
Human_adenovirus_11	0
Human_adenovirus_11+34	0
Human_adenovirus_11a	0
Human_adenovirus_11p	0
Human_adenovirus_12	0
Human_adenovirus_14	0
Human_adenovirus_14a	0
Human_adenovirus_14p	0
Human_adenovirus_14p1	0
Human_adenovirus_15	0
Human_adenovirus_15/H9	0
Human_adenovirus_16	0
Human_adenovirus_16p	0
Human_adenovirus_17	0
Human_adenovirus_18	0
Human_adenovirus_19	0
Human_adenovirus_19C	0
Human_adenovirus_19a	0
Human_adenovirus_19p	0
Human_adenovirus_1_strain_Adenoid_71	0
Human_adenovirus_2	0
Human_adenovirus_20	0
Human_adenovirus_21	0
Human_adenovirus_21a	0
