Node	NumberOfAssignedReads
African_swine_fever_virus	0
Aspergillus_fumigatus	0
BK_virus_strain_AS	0
BK_virus_strain_GS	0
BK_virus_variant_RF	0
Bacillus_albus	1
Bacillus_anthracis	1
Bacillus_cereus	10
Bacillus_cereus_AH1272	1
Bacillus_cereus_Rock1-3	1
Bacillus_cereus_Rock3-28	1
Bacillus_cereus_Rock3-44	2
Bacillus_cereus_Rock4-18	1
Bacillus_cereus_group	97
Bacillus_cytotoxicus	12
Bacillus_mobilis	4
Bacillus_mycoides	28
Bacillus_nitratireducens	7
Bacillus_pacificus	3
Bacillus_pseudomycoides	18
Bacillus_pseudomycoides_DSM_12442	15
Bacillus_sp._ABP14	2
Bacillus_thuringiensis	6
Bacillus_thuringiensis_HD-771	1
Bacillus_thuringiensis_serovar_galleriae	2
Bacillus_thuringiensis_serovar_israelensis	2
Bacillus_tropicus	1
Bacillus_wiedmannii	14
Bartonella_bacilliformis	0
Bartonella_henselae	3
Bartonella_quintana	1
Blastomyces_dermatitidis	0
Bordetella	507
Bordetella_avium_197N	17
Bordetella_bronchialis	162
Bordetella_bronchiseptica	102
Bordetella_flabilis	171
Bordetella_genomosp._13	206
Bordetella_genomosp._6	64
Bordetella_genomosp._8	123
Bordetella_genomosp._9	139
Bordetella_hinzii	170
Bordetella_holmesii	57
Bordetella_parapertussis	24
Bordetella_pertussis	32
Bordetella_pertussis_137	5
Bordetella_pertussis_18323	8
Bordetella_petrii	166
Bordetella_pseudohinzii	113
Bordetella_sp._H567	163
Bordetella_sp._HZ20	0
Bordetella_sp._N	113
Bordetella_trematum	122
Borrelia	4
Borrelia_anserina	2
Borrelia_coriaceae_ATCC_43381	1
Borrelia_crocidurae	0
Borrelia_miyamotoi_FR64b	1
Borrelia_parkeri	1
Borrelia_recurrentis	0
Borrelia_recurrentis_A1	1
Borreliaceae	6
Borreliella	1
Borreliella_afzelii	0
Borreliella_afzelii_K78	1
Borreliella_burgdorferi	0
Borreliella_garinii	0
Brucella	147
Brucella_abortus	0
Brucella_abortus_bv._6_str._870	2
Brucella_canis	0
Brucella_inopinata	2
Brucella_melitensis	0
Brucella_melitensis_bv._2_str._63/9	1
Brucella_microti	0
Brucella_microti_CCM_4915	1
Brucella_ovis	0
Brucella_pinnipedialis	0
Brucella_sp._09RB8471	1
Brucella_sp._09RB8910	5
Brucella_sp._10RB9215	5
Brucella_sp._141012304	0
Brucella_sp._2280	5
Brucella_sp._BO2	5
Brucella_suis	0
Brucella_suis_bv._2	1
Brucella_vulpis	0
Brucellaceae	3
Burkholderia_cepacia	204
Burkholderia_cepacia_ATCC_25416	79
Burkholderia_cepacia_JBK9	92
Burkholderia_gladioli	279
Burkholderia_gladioli_BSR3	62
Burkholderia_gladioli_pv._gladioli	248
Burkholderia_mallei	13
Burkholderia_mallei_NCTC_10229	1
Burkholderia_mallei_NCTC_10247	2
Burkholderia_multivorans	400
Burkholderia_multivorans_ATCC_17616	135
Burkholderia_multivorans_ATCC_BAA-247	95
Burkholderia_pseudomallei	243
Burkholderia_pseudomallei_1106b	1
Burkholderia_pseudomallei_1710a	3
Burkholderia_pseudomallei_1710b	6
Burkholderia_pseudomallei_7894	9
Burkholderia_pseudomallei_B03	11
Burkholderia_pseudomallei_MSHR1153	3
Burkholderia_pseudomallei_MSHR2543	11
Burkholderia_pseudomallei_MSHR346	4
Burkholderia_pseudomallei_MSHR435	8
Burkholderia_pseudomallei_NCTC_13179	20
Burkholderia_pseudomallei_Pasteur_52237	1
Burkholderia_sp._OLGA172	0
Campylobacter_coli	1
Campylobacter_gracilis	2
Campylobacter_showae	3
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_pneumoniae_AR39	2
Chlamydia_psittaci	0
Chlamydia_trachomatis	0
Clostridium	54
Clostridium_acetobutylicum	2
Clostridium_acetobutylicum_EA_2018	1
Clostridium_argentinense	7
Clostridium_baratii	2
Clostridium_baratii_str._Sullivan	4
Clostridium_beijerinckii	1
Clostridium_bornimense	1
Clostridium_botulinum	4
Clostridium_botulinum_BKT015925	1
Clostridium_botulinum_E3_str._Alaska_E43	0
Clostridium_butyricum	7
Clostridium_cadaveris	1
Clostridium_carboxidivorans_P7	2
Clostridium_cellulovorans_743B	2
Clostridium_chauvoei	1
Clostridium_cochlearium	2
Clostridium_diolis	1
Clostridium_estertheticum	0
Clostridium_estertheticum_subsp._estertheticum	4
Clostridium_formicaceticum	1
Clostridium_gasigenes	1
Clostridium_intestinale	2
Clostridium_isatidis	2
Clostridium_kluyveri	3
Clostridium_novyi	0
Clostridium_novyi_NT	1
Clostridium_pasteurianum_BC1	1
Clostridium_perfringens	13
Clostridium_perfringens_F262	1
Clostridium_saccharobutylicum	1
Clostridium_saccharoperbutylacetonicum	1
Clostridium_scatologenes	2
Clostridium_septicum	1
Clostridium_sp._BNL1100	2
Clostridium_sp._C1	1
Clostridium_sp._C5S11	3
Clostridium_sp._JN-1	3
Clostridium_sp._JN-9	1
Clostridium_sp._M62/1	1
Clostridium_sp._MF28	1
Clostridium_sp._SY8519	2
Clostridium_sporogenes	1
Clostridium_tetani	9
Clostridium_tetani_12124569	1
Clostridium_tetani_E88	0
Coccidioides_immitis	0
Coccidioides_posadasii	0
Corynebacterium_ammoniagenes	1
Corynebacterium_crudilactis	6
Corynebacterium_diphtheriae	6
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_glutamicum	30
Corynebacterium_glutamicum_K051	1
Corynebacterium_glutamicum_R	4
Corynebacterium_glutamicum_ZL-6	4
Corynebacterium_glyciniphilum	0
Corynebacterium_glyciniphilum_AJ_3170	7
Corynebacterium_jeikeium	30
Corynebacterium_jeikeium_K411	43
Corynebacterium_kroppenstedtii	3
Corynebacterium_kroppenstedtii_DSM_44385	12
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	189
Corynebacterium_matruchotii	16
Corynebacterium_segmentosum	26
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	43
Corynebacterium_stationis	20
Corynebacterium_urealyticum	9
Corynebacterium_ureicelerivorans	28
Corynebacterium_variabile	0
Corynebacterium_variabile_DSM_44702	38
Corynebacterium_xerosis	67
Cowpox-Vaccinia_virus	0
Cowpox_virus	0
Coxiella_burnetii	23
Coxiella_burnetii_Dugway_5J108-111	6
Coxiella_burnetii_str._Schperling	3
Cryptococcus_gattii_species_complex	0
Cryptococcus_neoformans	0
Cynomolgus_Epstein-Barr_Virus_A4	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0
Ehrlichia_canis	0
Enterobius_vermicularis	152
Enterococcus_avium	2
Enterococcus_casseliflavus	2
Enterococcus_casseliflavus_EC20	2
Enterococcus_cecorum	2
Enterococcus_durans	5
Enterococcus_faecalis	3
Enterococcus_faecium	3
Enterococcus_hirae	0
Enterococcus_hirae_ATCC_9790	3
Enterococcus_mundtii	2
Epstein-barr_virus_strain_ag876	0
Epstein-barr_virus_strain_p3hr-1	0
Erysipelothrix_rhusiopathiae	0
Escherichia_coli	40
Escherichia_coli_HS	1
Escherichia_coli_Nissle_1917	1
Escherichia_coli_O111	0
Escherichia_coli_O139	1
Escherichia_coli_O157	3
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Francisella_tularensis	0
Fusobacterium	3
Fusobacterium_necrophorum	1
Fusobacterium_necrophorum_subsp._funduliforme	1
Fusobacterium_necrophorum_subsp._necrophorum	1
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._animalis	1
Fusobacterium_nucleatum_subsp._polymorphum	1
Fusobacterium_nucleatum_subsp._vincentii_3_1_27	1
Fusobacterium_ulcerans	3
Haemophilus_influenzae	2
Haemophilus_influenzae_10810	1
Haemophilus_influenzae_CGSHiCZ412602	2
Haemophilus_influenzae_F3047	1
Haemophilus_influenzae_Rd_KW20	0
Haemophilus_parainfluenzae	8
Helicobacter_cinaedi	0
Helicobacter_pylori	6
Helicobacter_pylori_F32	1
Helicobacter_pylori_Shi112	2
Helicobacter_pylori_UM299	1
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Herpes_simplex_virus_unknown_type	0
Histoplasma_capsulatum	0
Human_adenovirus_1	0
Human_adenovirus_11	0
Human_adenovirus_11+34	0
Human_adenovirus_11a	0
Human_adenovirus_11p	0
Human_adenovirus_12	0
Human_adenovirus_14	0
