Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
African_swine_fever_virus	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
BK_virus_strain_AS	0	0	0	0	na	na
BK_virus_strain_GS	0	0	0	0	na	na
BK_virus_variant_RF	0	0	0	0	na	na
Bacillus_anthracis	1	1	1	1	Off	Off
Bacillus_cereus_Rock3-44	1	1	1	1	Off	Off
Bacillus_cereus_group	5	5	31	31	Off	Off
Bacillus_cytotoxicus	5	5	12	12	Off	Off
Bacillus_luti	1	1	1	1	Off	Off
Bacillus_mycoides	4	4	8	8	Off	Off
Bacillus_nitratireducens	1	1	1	1	Off	Off
Bacillus_pacificus	1	1	1	1	Off	Off
Bacillus_pseudomycoides	7	7	8	8	Off	Off
Bacillus_thuringiensis	1	1	1	1	Off	Off
Bacillus_wiedmannii	2	2	2	2	Off	Off
Bartonella_bacilliformis	1	1	1	1	Off	Off
Bartonella_henselae	2	2	4	4	Off	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella	275	275	3747	3747	Off	Off
Bordetella_avium_197N	13	13	13	13	Off	Off
Bordetella_bronchialis	73	73	74	74	Off	Off
Bordetella_bronchiseptica	72	72	111	111	Off	Off
Bordetella_flabilis	51	51	52	52	Off	Off
Bordetella_genomosp._13	91	91	93	93	Off	Off
Bordetella_genomosp._6	34	34	34	34	Off	Off
Bordetella_genomosp._8	71	71	71	71	Off	Off
Bordetella_genomosp._9	55	55	55	55	Off	Off
Bordetella_hinzii	133	133	181	181	Off	Off
Bordetella_holmesii	15	15	24	24	Off	Off
Bordetella_parapertussis	12	12	16	16	Off	Off
Bordetella_pertussis	23	23	273	273	Off	Off
Bordetella_pertussis_137	6	6	59	59	Off	Off
Bordetella_pertussis_18323	8	8	50	50	Off	Off
Bordetella_petrii	58	58	58	58	Off	Off
Bordetella_pseudohinzii	34	34	34	34	Off	Off
Bordetella_sp._H567	70	70	71	71	Off	Off
Bordetella_sp._HZ20	0	0	0	0	na	na
Bordetella_sp._N	45	45	45	45	Off	Off
Bordetella_trematum	46	46	67	67	Off	Off
Borrelia	1	1	5	5	Off	Off
Borrelia_anserina_BA2	1	1	1	1	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliaceae	1	1	18	18	Off	Off
Borreliella	1	1	19	19	Off	Off
Borreliella_afzelii	2	2	4	4	Off	Off
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Brucella	288	288	979	979	Off	Off
Brucella_abortus	1	1	1	1	Off	Off
Brucella_abortus_bv._6_str._870	2	2	2	2	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_inopinata	6	6	6	6	Off	Off
Brucella_melitensis	1	1	1	1	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	13	13	13	13	Off	Off
Brucella_pinnipedialis	0	0	0	0	na	na
Brucella_sp._09RB8471	3	3	5	5	Off	Off
Brucella_sp._09RB8910	3	3	5	5	Off	Off
Brucella_sp._10RB9215	14	14	17	17	Off	Off
Brucella_sp._141012304	0	0	0	0	na	na
Brucella_sp._2280	4	4	8	8	Off	Off
Brucella_sp._BO2	5	5	5	5	Off	Off
Brucella_suis	3	3	5	5	Off	Off
Brucella_vulpis	0	0	0	0	na	na
Brucellaceae	3	3	7	7	Off	Off
Burkholderia_cepacia	109	109	154	154	Off	Off
Burkholderia_cepacia_ATCC_25416	42	42	151	151	Off	Off
Burkholderia_cepacia_JBK9	30	30	32	32	Off	Off
Burkholderia_gladioli	188	188	606	606	Off	Off
Burkholderia_gladioli_BSR3	50	50	75	75	Off	Off
Burkholderia_gladioli_pv._gladioli	173	173	474	474	Off	Off
Burkholderia_mallei	11	11	46	46	Off	Off
Burkholderia_mallei_NCTC_10229	2	2	7	7	Off	Off
Burkholderia_multivorans	224	224	537	537	Off	Off
Burkholderia_multivorans_ATCC_17616	49	49	184	184	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	66	66	177	177	Off	Off
Burkholderia_pseudomallei	156	156	667	667	Off	Off
Burkholderia_pseudomallei_1106b	42	42	51	51	Off	Off
Burkholderia_pseudomallei_1710a	5	5	10	10	Off	Off
Burkholderia_pseudomallei_7894	3	3	9	9	Off	Off
Burkholderia_pseudomallei_B03	6	6	11	11	Off	Off
Burkholderia_pseudomallei_MSHR1153	6	6	8	8	Off	Off
Burkholderia_pseudomallei_MSHR2543	7	7	14	14	Off	Off
Burkholderia_pseudomallei_MSHR346	5	5	8	8	Off	Off
Burkholderia_pseudomallei_MSHR435	9	9	11	11	Off	Off
Burkholderia_pseudomallei_NCTC_13179	5	5	7	7	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	5	5	7	7	Off	Off
Burkholderia_sp._OLGA172	0	0	0	0	na	na
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_coli_76339	1	1	1	1	Off	Off
Campylobacter_gracilis	5	5	9	9	Off	Off
Campylobacter_showae	3	3	3	3	Off	Off
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_trachomatis	0	0	0	0	na	na
Clostridium	89	89	206	206	Off	Off
Clostridium_argentinense	1	1	1	1	Off	Off
Clostridium_baratii	1	1	1	1	Off	Off
Clostridium_baratii_str._Sullivan	1	1	1	1	Off	Off
Clostridium_beijerinckii	1	1	1	1	Off	Off
Clostridium_beijerinckii_NRRL_B-598	1	1	2	2	Off	Off
Clostridium_botulinum	2	2	4	4	Off	Off
Clostridium_botulinum_BKT015925	2	2	2	2	Off	Off
Clostridium_botulinum_E3_str._Alaska_E43	0	0	0	0	na	na
Clostridium_botulinum_Prevot_594	1	1	1	1	Off	Off
Clostridium_butyricum	4	4	12	12	Off	Off
Clostridium_cadaveris	1	1	1	1	Off	Off
Clostridium_cellulovorans_743B	1	1	1	1	Off	Off
Clostridium_chauvoei	2	2	3	3	Off	Off
Clostridium_cochlearium	0	0	0	0	na	na
Clostridium_estertheticum	0	0	0	0	na	na
Clostridium_formicaceticum	3	3	5	5	Off	Off
Clostridium_gasigenes	2	2	2	2	Off	Off
Clostridium_intestinale	2	2	2	2	Off	Off
Clostridium_kluyveri	4	4	4	4	Off	Off
Clostridium_ljungdahlii_DSM_13528	1	1	1	1	Off	Off
Clostridium_novyi	0	0	0	0	na	na
Clostridium_novyi_NT	1	1	1	1	Off	Off
Clostridium_pasteurianum_BC1	2	2	2	2	Off	Off
Clostridium_perfringens	12	12	109	109	Off	Off
Clostridium_perfringens_F262	4	4	14	14	Off	Off
Clostridium_saccharoperbutylacetonicum	1	1	1	1	Off	Off
Clostridium_septicum	2	2	2	2	Off	Off
Clostridium_sp._BNL1100	0	0	0	0	na	na
Clostridium_sp._C1	2	2	2	2	Off	Off
Clostridium_sp._C5S11	2	2	2	2	Off	Off
Clostridium_sp._JN-1	3	3	3	3	Off	Off
Clostridium_sp._JN-9	9	9	11	11	Off	Off
Clostridium_sp._M62/1	14	14	14	14	Off	Off
Clostridium_sp._SY8519	23	23	23	23	Off	Off
Clostridium_sporogenes	0	0	0	0	na	na
Clostridium_taeniosporum	1	1	1	1	Off	Off
Clostridium_tetani	0	0	0	0	na	na
Clostridium_tetani_12124569	1	1	1	1	Off	Off
Clostridium_tetani_E88	1	1	2	2	Off	Off
Clostridium_tyrobutyricum	2	2	4	4	Off	Off
Coccidioides_immitis	0	0	0	0	na	na
Coccidioides_posadasii	0	0	0	0	na	na
Corynebacterium_ammoniagenes	10	10	10	10	Off	Off
Corynebacterium_crudilactis	3	3	3	3	Off	Off
Corynebacterium_diphtheriae	12	12	45	45	Off	Off
Corynebacterium_diphtheriae_HC03	7	7	15	15	Off	Off
Corynebacterium_diphtheriae_HC04	1	1	3	3	Off	Off
Corynebacterium_diphtheriae_NCTC_13129	3	3	14	14	Off	Off
Corynebacterium_glutamicum	30	30	135	135	Off	Off
Corynebacterium_glutamicum_SCgG1	3	3	5	5	Off	Off
Corynebacterium_glyciniphilum	0	0	0	0	na	na
Corynebacterium_glyciniphilum_AJ_3170	31	31	31	31	Off	Off
Corynebacterium_jeikeium	27	27	29	29	Off	Off
Corynebacterium_jeikeium_K411	27	27	36	36	Off	Off
Corynebacterium_kroppenstedtii	14	14	15	15	Off	Off
Corynebacterium_kroppenstedtii_DSM_44385	10	10	16	16	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	49	49	49	49	Off	Off
Corynebacterium_matruchotii	23	23	36	36	Off	Off
Corynebacterium_segmentosum	12	12	12	12	Off	Off
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	202	202	209	209	Off	Off
Corynebacterium_stationis	8	8	8	8	Off	Off
Corynebacterium_urealyticum	25	25	25	25	Off	Off
Corynebacterium_ureicelerivorans	40	40	49	49	Off	Off
Corynebacterium_variabile	0	0	0	0	na	na
Corynebacterium_variabile_DSM_44702	69	69	69	69	Off	Off
Corynebacterium_xerosis	69	69	70	70	Off	Off
Cowpox-Vaccinia_virus	0	0	0	0	na	na
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	29	29	165	165	Off	Off
Coxiella_burnetii_Dugway_5J108-111	2	2	5	5	Off	Off
Coxiella_burnetii_str._Schperling	7	7	15	15	Off	Off
Cryptococcus_gattii_species_complex	0	0	0	0	na	na
Cryptococcus_neoformans	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_A4	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0	0	0	0	na	na
Ehrlichia_canis	0	0	0	0	na	na
Enterobius_vermicularis	59	59	65	65	Off	Off
Enterococcus_avium	9	9	9	9	Off	Off
Enterococcus_casseliflavus	3	3	4	4	Off	Off
Enterococcus_cecorum	10	10	20	20	Off	Off
