Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	8	8	8	8	Off	Off
Actinobacillus_pleuropneumoniae	16	16	52	52	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	5	5	8	8	Off	Off
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	4	4	10	10	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	2	2	5	5	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	13	13	22	22	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	4	4	8	8	Off	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	111	111	113	113	Off	Off
Bordetella_bronchiseptica	124	124	217	217	Off	Off
Bordetella_genomosp._13	152	152	152	152	Off	Off
Bordetella_pertussis	51	51	681	681	Off	Off
Bordetella_pertussis_137	11	11	241	241	Off	Off
Bordetella_pertussis_18323	9	9	55	55	Off	Off
Bordetella_petrii	114	114	115	115	Off	Off
Bordetella_trematum	64	64	97	97	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_microti_CCM_4915	1	1	1	1	Off	Off
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	12	12	12	12	Off	Off
Brucella_suis	1	1	2	2	Off	Off
Burkholderia_cepacia	221	221	359	359	Off	Off
Burkholderia_cepacia_ATCC_25416	63	63	251	251	Off	Off
Burkholderia_cepacia_JBK9	87	87	97	97	Off	Off
Burkholderia_gladioli	466	466	1482	1482	Off	Off
Burkholderia_gladioli_BSR3	99	99	171	171	Off	Off
Burkholderia_gladioli_pv._gladioli	411	411	1009	1009	Off	Off
Burkholderia_mallei	4	4	42	42	Off	Off
Burkholderia_mallei_NCTC_10229	2	2	5	5	Off	Off
