Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
African_swine_fever_virus	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
BK_virus_strain_AS	0	0	0	0	na	na
BK_virus_strain_GS	0	0	0	0	na	na
BK_virus_variant_RF	0	0	0	0	na	na
Bacillus_anthracis	1	1	1	1	Off	Off
Bacillus_cereus	2	2	4	4	Off	Off
Bacillus_cereus_AH1273	2	2	2	2	Off	Off
Bacillus_cereus_Rock3-28	4	4	4	4	Off	Off
Bacillus_cereus_Rock3-44	2	2	2	2	Off	Off
Bacillus_cereus_group	16	16	70	70	Off	Off
Bacillus_cytotoxicus	3	3	5	5	Off	Off
Bacillus_luti	1	1	1	1	Off	Off
Bacillus_mycoides	10	10	26	26	Off	Off
Bacillus_nitratireducens	1	1	1	1	Off	Off
Bacillus_pseudomycoides	14	14	18	18	Off	Off
Bacillus_pseudomycoides_DSM_12442	12	12	49	49	Off	Off
Bacillus_sp._HBCD-sjtu	2	2	2	2	Off	Off
Bacillus_thuringiensis	2	2	2	2	Off	Off
Bacillus_thuringiensis_HD-771	2	2	4	4	Off	Off
Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	2	2	3	3	Off	Off
Bacillus_wiedmannii	10	10	10	10	Off	Off
Bartonella_bacilliformis	2	2	2	2	Off	Off
Bartonella_henselae	4	4	7	7	Off	Off
Bartonella_quintana	0	0	0	0	na	na
Bartonella_quintana_RM-11	1	1	2	2	Off	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella	486	486	6603	6603	Off	Off
Bordetella_avium_197N	29	29	29	29	Off	Off
Bordetella_bronchialis	134	134	136	136	Off	Off
Bordetella_bronchiseptica	108	108	148	148	Off	Off
Bordetella_flabilis	125	125	125	125	Off	Off
Bordetella_genomosp._13	177	177	179	179	Off	Off
Bordetella_genomosp._6	92	92	94	94	Off	Off
Bordetella_genomosp._8	107	107	107	107	Off	Off
Bordetella_genomosp._9	93	93	95	95	Off	Off
Bordetella_hinzii	180	180	233	233	Off	Off
Bordetella_holmesii	24	24	46	46	Off	Off
Bordetella_parapertussis	25	25	35	35	Off	Off
Bordetella_pertussis	50	50	553	553	Off	Off
Bordetella_pertussis_137	8	8	68	68	Off	Off
Bordetella_pertussis_18323	8	8	49	49	Off	Off
Bordetella_petrii	115	115	116	116	Off	Off
Bordetella_pseudohinzii	97	97	101	101	Off	Off
Bordetella_sp._H567	132	132	133	133	Off	Off
Bordetella_sp._HZ20	0	0	0	0	na	na
Bordetella_sp._N	116	116	116	116	Off	Off
Bordetella_trematum	88	88	146	146	Off	Off
Borrelia	2	2	2	2	Off	Off
Borrelia_anserina_BA2	1	1	1	1	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_hermsii	1	1	3	3	Off	Off
Borrelia_miyamotoi	2	2	4	4	Off	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borrelia_sp._HM	1	1	2	2	Off	Off
Borrelia_venezuelensis	1	1	1	1	Off	Off
Borreliaceae	12	12	120	120	Off	Off
Borreliella	4	4	26	26	Off	Off
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	1	1	1	1	Off	Off
Borreliella_garinii	0	0	0	0	na	na
Borreliella_valaisiana	1	1	2	2	Off	Off
Borreliella_valaisiana_VS116	3	3	3	3	Off	Off
Brucella	361	361	1369	1369	Off	Off
Brucella_abortus	5	5	8	8	Off	Off
Brucella_abortus_bv._6_str._870	3	3	7	7	Off	Off
Brucella_canis	1	1	1	1	Off	Off
Brucella_inopinata	8	8	9	9	Off	Off
Brucella_melitensis	1	1	1	1	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	9	9	9	9	Off	Off
Brucella_pinnipedialis	0	0	0	0	na	na
Brucella_sp._09RB8471	7	7	9	9	Off	Off
Brucella_sp._09RB8910	14	14	17	17	Off	Off
Brucella_sp._10RB9215	8	8	10	10	Off	Off
Brucella_sp._141012304	0	0	0	0	na	na
Brucella_sp._2280	3	3	5	5	Off	Off
Brucella_sp._BO2	11	11	15	15	Off	Off
Brucella_suis	2	2	2	2	Off	Off
Brucella_vulpis	0	0	0	0	na	na
Brucellaceae	1	1	2	2	Off	Off
Burkholderia_cepacia	349	349	546	546	Off	Off
Burkholderia_cepacia_ATCC_25416	102	102	420	420	Off	Off
Burkholderia_cepacia_JBK9	135	135	144	144	Off	Off
Burkholderia_gladioli	624	624	2334	2334	Off	Off
Burkholderia_gladioli_BSR3	132	132	234	234	Off	Off
Burkholderia_gladioli_pv._gladioli	500	500	1483	1483	Off	Off
Burkholderia_mallei	13	13	47	47	Off	Off
Burkholderia_mallei_NCTC_10229	2	2	4	4	Off	Off
Burkholderia_mallei_NCTC_10247	1	1	3	3	Off	Off
Burkholderia_multivorans	591	591	1692	1692	Off	Off
Burkholderia_multivorans_ATCC_17616	144	144	512	512	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	174	174	499	499	Off	Off
Burkholderia_pseudomallei	239	239	1157	1157	Off	Off
Burkholderia_pseudomallei_1106b	3	3	6	6	Off	Off
Burkholderia_pseudomallei_1710b	7	7	14	14	Off	Off
Burkholderia_pseudomallei_7894	17	17	77	77	Off	Off
Burkholderia_pseudomallei_B03	17	17	28	28	Off	Off
Burkholderia_pseudomallei_MSHR1153	12	12	21	21	Off	Off
Burkholderia_pseudomallei_MSHR2543	4	4	5	5	Off	Off
Burkholderia_pseudomallei_MSHR346	7	7	18	18	Off	Off
Burkholderia_pseudomallei_MSHR435	4	4	4	4	Off	Off
Burkholderia_pseudomallei_NCTC_13179	4	4	9	9	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	4	4	12	12	Off	Off
Burkholderia_sp._OLGA172	0	0	0	0	na	na
Campylobacter_coli	1	1	1	1	Off	Off
Campylobacter_gracilis	4	4	6	6	Off	Off
Campylobacter_showae	0	0	0	0	na	na
Candidatus_Borrelia_tachyglossi	1	1	1	1	Off	Off
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	2	2	2	2	Off	Off
Chlamydia_trachomatis	0	0	0	0	na	na
Clostridium	147	147	727	727	Off	Off
Clostridium_aceticum	4	4	4	4	Off	Off
Clostridium_argentinense	7	7	8	8	Off	Off
Clostridium_baratii	7	7	7	7	Off	Off
Clostridium_baratii_str._Sullivan	4	4	8	8	Off	Off
Clostridium_beijerinckii	2	2	2	2	Off	Off
Clostridium_beijerinckii_NRRL_B-598	2	2	3	3	Off	Off
Clostridium_bornimense	6	6	6	6	Off	Off
Clostridium_botulinum	10	10	43	43	Off	Off
Clostridium_botulinum_202F	8	8	13	13	Off	Off
Clostridium_botulinum_A	1	1	1	1	Off	Off
Clostridium_botulinum_BKT015925	1	1	2	2	Off	Off
Clostridium_botulinum_B_str._Eklund_17B_(NRP)	1	1	1	1	Off	Off
Clostridium_botulinum_E3_str._Alaska_E43	0	0	0	0	na	na
Clostridium_butyricum	17	17	62	62	Off	Off
Clostridium_cadaveris	6	6	6	6	Off	Off
Clostridium_cellulovorans_743B	1	1	1	1	Off	Off
Clostridium_chauvoei	20	20	31	31	Off	Off
Clostridium_cochlearium	8	8	8	8	Off	Off
Clostridium_drakei	2	2	2	2	Off	Off
Clostridium_estertheticum	0	0	0	0	na	na
Clostridium_estertheticum_subsp._estertheticum	8	8	8	8	Off	Off
Clostridium_formicaceticum	2	2	2	2	Off	Off
Clostridium_gasigenes	12	12	12	12	Off	Off
Clostridium_intestinale	5	5	5	5	Off	Off
Clostridium_isatidis	8	8	10	10	Off	Off
Clostridium_novyi	0	0	0	0	na	na
Clostridium_novyi_NT	1	1	1	1	Off	Off
Clostridium_pasteurianum_BC1	4	4	4	4	Off	Off
Clostridium_perfringens	35	35	178	178	Off	Off
Clostridium_perfringens_ATCC_13124	2	2	21	21	Off	Off
Clostridium_perfringens_str._13	1	1	1	1	Off	Off
Clostridium_saccharobutylicum	7	7	10	10	Off	Off
Clostridium_saccharoperbutylacetonicum	11	11	11	11	Off	Off
Clostridium_scatologenes	2	2	2	2	Off	Off
Clostridium_septicum	27	27	45	45	Off	Off
Clostridium_sp._AWRP	2	2	2	2	Off	Off
Clostridium_sp._BNL1100	0	0	0	0	na	na
Clostridium_sp._C1	5	5	5	5	Off	Off
Clostridium_sp._C5S11	8	8	8	8	Off	Off
Clostridium_sp._DL-VIII	3	3	3	3	Off	Off
Clostridium_sp._JN-1	2	2	3	3	Off	Off
Clostridium_sp._JN-9	7	7	7	7	Off	Off
Clostridium_sp._M62/1	5	5	6	6	Off	Off
Clostridium_sp._SY8519	7	7	7	7	Off	Off
Clostridium_sporogenes	1	1	1	1	Off	Off
Clostridium_taeniosporum	6	6	6	6	Off	Off
Clostridium_tetani	5	5	5	5	Off	Off
Clostridium_tetani_12124569	1	1	1	1	Off	Off
Clostridium_tetani_E88	2	2	4	4	Off	Off
Clostridium_tyrobutyricum	3	3	3	3	Off	Off
Coccidioides_immitis	0	0	0	0	na	na
Coccidioides_posadasii	0	0	0	0	na	na
Corynebacterium_ammoniagenes	4	4	4	4	Off	Off
Corynebacterium_crudilactis	1	1	1	1	Off	Off
Corynebacterium_diphtheriae	11	11	11	11	Off	Off
Corynebacterium_diphtheriae_NCTC_13129	3	3	16	16	Off	Off
Corynebacterium_glutamicum	20	20	154	154	Off	Off
Corynebacterium_glutamicum_MB001	1	1	2	2	Off	Off
Corynebacterium_glutamicum_R	1	1	1	1	Off	Off
Corynebacterium_glutamicum_SCgG2	1	1	4	4	Off	Off
Corynebacterium_glutamicum_ZL-6	1	1	1	1	Off	Off
Corynebacterium_glyciniphilum	0	0	0	0	na	na
Corynebacterium_glyciniphilum_AJ_3170	67	67	69	69	Off	Off
Corynebacterium_jeikeium	38	38	39	39	Off	Off
Corynebacterium_jeikeium_K411	43	43	66	66	Off	Off
Corynebacterium_kroppenstedtii	91	91	98	98	Off	Off
Corynebacterium_kroppenstedtii_DSM_44385	122	122	287	287	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
