Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	1	1	1	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	1	1	1	1	Off	Off
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	86	86	87	87	Off	Off
Bordetella_bronchiseptica	62	62	81	81	Off	Off
Bordetella_genomosp._13	139	139	142	142	Off	Off
Bordetella_pertussis	15	15	213	213	Off	Off
Bordetella_pertussis_137	3	3	44	44	Off	Off
Bordetella_pertussis_18323	3	3	38	38	Off	Off
Bordetella_petrii	86	86	86	86	Off	Off
Bordetella_trematum	63	63	94	94	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_abortus_bv._6_str._870	1	1	1	1	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	206	206	362	362	Off	Off
Burkholderia_cepacia_ATCC_25416	83	83	382	382	Off	Off
Burkholderia_cepacia_JBK9	91	91	99	99	Off	Off
Burkholderia_gladioli	198	198	624	624	Off	Off
Burkholderia_gladioli_BSR3	66	66	103	103	Off	Off
Burkholderia_gladioli_pv._gladioli	218	218	584	584	Off	Off
Burkholderia_mallei	4	4	7	7	Off	Off
Burkholderia_mallei_NCTC_10229	2	2	6	6	Off	Off
Burkholderia_multivorans	445	445	1601	1601	Off	Off
Burkholderia_multivorans_ATCC_17616	127	127	404	404	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	123	123	357	357	Off	Off
Burkholderia_pseudomallei	172	172	827	827	Off	Off
Burkholderia_pseudomallei_1106b	4	4	12	12	Off	Off
Burkholderia_pseudomallei_1710a	4	4	20	20	Off	Off
Burkholderia_pseudomallei_1710b	2	2	3	3	Off	Off
Burkholderia_pseudomallei_7894	8	8	23	23	Off	Off
Burkholderia_pseudomallei_B03	4	4	12	12	Off	Off
Burkholderia_pseudomallei_MSHR1153	3	3	7	7	Off	Off
