Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
African_swine_fever_virus	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
BK_virus_strain_AS	0	0	0	0	na	na
BK_virus_strain_GS	0	0	0	0	na	na
BK_virus_variant_RF	0	0	0	0	na	na
Bacillus_albus	1	1	2	2	Off	Off
Bacillus_anthracis	0	0	0	0	na	na
Bacillus_bombysepticus_str._Wang	2	2	2	2	Off	Off
Bacillus_cereus	3	3	3	3	Off	Off
Bacillus_cereus_AH676	2	2	6	6	Off	Off
Bacillus_cereus_ATCC_4342	1	1	2	2	Off	Off
Bacillus_cereus_Rock3-44	1	1	1	1	Off	Off
Bacillus_cereus_group	6	6	22	22	Off	Off
Bacillus_cytotoxicus	1	1	3	3	Off	Off
Bacillus_mycoides	3	3	21	21	Off	Off
Bacillus_pseudomycoides	7	7	7	7	Off	Off
Bacillus_pseudomycoides_DSM_12442	2	2	2	2	Off	Off
Bacillus_sp._JAS24-2	1	1	1	1	Off	Off
Bacillus_thuringiensis	1	1	2	2	Off	Off
Bacillus_wiedmannii	5	5	7	7	Off	Off
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella	411	411	5718	5718	Off	Off
Bordetella_avium_197N	6	6	6	6	Off	Off
Bordetella_bronchialis	77	77	80	80	Off	Off
Bordetella_bronchiseptica	83	83	101	101	Off	Off
Bordetella_flabilis	95	95	99	99	Off	Off
Bordetella_genomosp._13	154	154	158	158	Off	Off
Bordetella_genomosp._6	58	58	59	59	Off	Off
Bordetella_genomosp._8	85	85	85	85	Off	Off
Bordetella_genomosp._9	76	76	79	79	Off	Off
Bordetella_hinzii	97	97	142	142	Off	Off
Bordetella_holmesii	24	24	45	45	Off	Off
Bordetella_parapertussis	21	21	33	33	Off	Off
Bordetella_pertussis	38	38	332	332	Off	Off
Bordetella_pertussis_137	7	7	87	87	Off	Off
Bordetella_pertussis_18323	9	9	68	68	Off	Off
Bordetella_petrii	73	73	74	74	Off	Off
Bordetella_pseudohinzii	103	103	104	104	Off	Off
Bordetella_sp._H567	79	79	80	80	Off	Off
Bordetella_sp._HZ20	0	0	0	0	na	na
Bordetella_sp._N	73	73	73	73	Off	Off
Bordetella_trematum	87	87	116	116	Off	Off
Borrelia	1	1	4	4	Off	Off
Borrelia_coriaceae_ATCC_43381	1	1	2	2	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_hermsii	1	1	1	1	Off	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borreliaceae	2	2	24	24	Off	Off
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Brucella	147	147	559	559	Off	Off
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_inopinata	2	2	3	3	Off	Off
Brucella_melitensis	2	2	2	2	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	4	4	6	6	Off	Off
Brucella_pinnipedialis	0	0	0	0	na	na
Brucella_sp._09RB8471	3	3	3	3	Off	Off
Brucella_sp._09RB8910	3	3	4	4	Off	Off
Brucella_sp._10RB9215	5	5	6	6	Off	Off
Brucella_sp._141012304	0	0	0	0	na	na
Brucella_sp._2280	1	1	1	1	Off	Off
Brucella_sp._BO2	7	7	11	11	Off	Off
Brucella_suis	0	0	0	0	na	na
Brucella_vulpis	0	0	0	0	na	na
Brucellaceae	3	3	7	7	Off	Off
Burkholderia_cepacia	121	121	188	188	Off	Off
Burkholderia_cepacia_ATCC_25416	57	57	224	224	Off	Off
Burkholderia_cepacia_JBK9	50	50	66	66	Off	Off
Burkholderia_gladioli	386	386	1147	1147	Off	Off
Burkholderia_gladioli_BSR3	90	90	144	144	Off	Off
Burkholderia_gladioli_pv._gladioli	313	313	866	866	Off	Off
Burkholderia_mallei	7	7	29	29	Off	Off
Burkholderia_mallei_NCTC_10229	1	1	1	1	Off	Off
Burkholderia_mallei_NCTC_10247	2	2	5	5	Off	Off
Burkholderia_multivorans	240	240	560	560	Off	Off
Burkholderia_multivorans_ATCC_17616	68	68	259	259	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	64	64	149	149	Off	Off
Burkholderia_pseudomallei	104	104	581	581	Off	Off
Burkholderia_pseudomallei_1106b	5	5	8	8	Off	Off
Burkholderia_pseudomallei_1710a	16	16	18	18	Off	Off
Burkholderia_pseudomallei_1710b	6	6	32	32	Off	Off
Burkholderia_pseudomallei_7894	4	4	20	20	Off	Off
Burkholderia_pseudomallei_B03	8	8	18	18	Off	Off
Burkholderia_pseudomallei_MSHR1153	4	4	6	6	Off	Off
Burkholderia_pseudomallei_MSHR2543	5	5	11	11	Off	Off
Burkholderia_pseudomallei_MSHR346	2	2	6	6	Off	Off
Burkholderia_pseudomallei_MSHR435	9	9	36	36	Off	Off
Burkholderia_pseudomallei_NCTC_13179	6	6	14	14	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	2	2	12	12	Off	Off
Burkholderia_sp._OLGA172	0	0	0	0	na	na
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_gracilis	2	2	4	4	Off	Off
Campylobacter_showae	8	8	8	8	Off	Off
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	3	3	3	3	Off	Off
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pecorum_P787	2	2	2	2	Off	Off
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_trachomatis	0	0	0	0	na	na
Clostridium	49	49	133	133	Off	Off
Clostridium_aceticum	1	1	1	1	Off	Off
Clostridium_acetobutylicum	1	1	1	1	Off	Off
Clostridium_argentinense	1	1	1	1	Off	Off
Clostridium_baratii_str._Sullivan	2	2	4	4	Off	Off
Clostridium_beijerinckii	4	4	4	4	Off	Off
Clostridium_beijerinckii_NRRL_B-598	1	1	1	1	Off	Off
Clostridium_botulinum	0	0	0	0	na	na
Clostridium_botulinum_BKT015925	0	0	0	0	na	na
Clostridium_botulinum_E3_str._Alaska_E43	0	0	0	0	na	na
Clostridium_butyricum	7	7	24	24	Off	Off
Clostridium_cellulovorans_743B	3	3	3	3	Off	Off
Clostridium_chauvoei	3	3	3	3	Off	Off
Clostridium_cochlearium	10	10	10	10	Off	Off
Clostridium_estertheticum	0	0	0	0	na	na
Clostridium_intestinale	1	1	1	1	Off	Off
Clostridium_isatidis	1	1	1	1	Off	Off
Clostridium_kluyveri	3	3	3	3	Off	Off
Clostridium_novyi	0	0	0	0	na	na
Clostridium_novyi_NT	1	1	1	1	Off	Off
Clostridium_perfringens	15	15	115	115	Off	Off
Clostridium_perfringens_F262	1	1	10	10	Off	Off
Clostridium_saccharobutylicum	3	3	3	3	Off	Off
Clostridium_saccharoperbutylacetonicum	1	1	1	1	Off	Off
Clostridium_septicum	3	3	4	4	Off	Off
Clostridium_sp._AWRP	1	1	1	1	Off	Off
Clostridium_sp._BNL1100	0	0	0	0	na	na
Clostridium_sp._C5S11	2	2	2	2	Off	Off
Clostridium_sp._DL-VIII	1	1	1	1	Off	Off
Clostridium_sp._JN-1	3	3	5	5	Off	Off
Clostridium_sp._JN-9	2	2	2	2	Off	Off
Clostridium_sp._M62/1	3	3	3	3	Off	Off
Clostridium_sp._SY8519	5	5	5	5	Off	Off
Clostridium_sporogenes	0	0	0	0	na	na
Clostridium_tetani	0	0	0	0	na	na
Clostridium_tetani_E88	0	0	0	0	na	na
Clostridium_tyrobutyricum	4	4	5	5	Off	Off
Coccidioides_immitis	0	0	0	0	na	na
Coccidioides_posadasii	0	0	0	0	na	na
Corynebacterium_ammoniagenes	1	1	1	1	Off	Off
Corynebacterium_crudilactis	0	0	0	0	na	na
Corynebacterium_diphtheriae	2	2	14	14	Off	Off
Corynebacterium_diphtheriae_HC04	3	3	7	7	Off	Off
Corynebacterium_diphtheriae_NCTC_13129	1	1	2	2	Off	Off
Corynebacterium_glutamicum	25	25	178	178	Off	Off
Corynebacterium_glutamicum_R	1	1	1	1	Off	Off
Corynebacterium_glutamicum_SCgG1	1	1	1	1	Off	Off
Corynebacterium_glyciniphilum	0	0	0	0	na	na
Corynebacterium_glyciniphilum_AJ_3170	24	24	24	24	Off	Off
Corynebacterium_jeikeium	21	21	21	21	Off	Off
Corynebacterium_jeikeium_K411	5	5	8	8	Off	Off
Corynebacterium_kroppenstedtii	14	14	18	18	Off	Off
Corynebacterium_kroppenstedtii_DSM_44385	18	18	38	38	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	82	82	83	83	Off	Off
Corynebacterium_matruchotii	22	22	26	26	Off	Off
Corynebacterium_segmentosum	5	5	5	5	Off	Off
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	164	164	170	170	Off	Off
Corynebacterium_stationis	14	14	14	14	Off	Off
Corynebacterium_urealyticum	16	16	18	18	Off	Off
Corynebacterium_ureicelerivorans	18	18	19	19	Off	Off
Corynebacterium_variabile	0	0	0	0	na	na
Corynebacterium_variabile_DSM_44702	56	56	56	56	Off	Off
Corynebacterium_xerosis	73	73	73	73	Off	Off
Cowpox-Vaccinia_virus	0	0	0	0	na	na
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	26	26	124	124	Off	Off
Coxiella_burnetii_str._Schperling	3	3	3	3	Off	Off
Cryptococcus_gattii_species_complex	0	0	0	0	na	na
Cryptococcus_neoformans	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_A4	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0	0	0	0	na	na
Ehrlichia_canis	0	0	0	0	na	na
Enterobius_vermicularis	46	46	111	111	Off	Off
Enterococcus_avium	1	1	1	1	Off	Off
Enterococcus_casseliflavus	0	0	0	0	na	na
Enterococcus_cecorum	2	2	2	2	Off	Off
