Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
African_swine_fever_virus	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
BK_virus_strain_AS	0	0	0	0	na	na
BK_virus_strain_GS	0	0	0	0	na	na
BK_virus_variant_RF	0	0	0	0	na	na
Bacillus_anthracis	2	2	2	2	Off	Off
Bacillus_bombysepticus_str._Wang	2	2	2	2	Off	Off
Bacillus_cereus_Rock3-44	1	1	1	1	Off	Off
Bacillus_cereus_group	2	2	6	6	Off	Off
Bacillus_mycoides	1	1	1	1	Off	Off
Bacillus_nitratireducens	1	1	1	1	Off	Off
Bacillus_thuringiensis_serovar_galleriae	1	1	1	1	Off	Off
Bartonella_bacilliformis	2	2	2	2	Off	Off
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella	152	152	1508	1508	Off	Off
Bordetella_avium_197N	6	6	6	6	Off	Off
Bordetella_bronchialis	49	49	50	50	Off	Off
Bordetella_bronchiseptica	32	32	47	47	Off	Off
Bordetella_flabilis	33	33	34	34	Off	Off
Bordetella_genomosp._13	38	38	38	38	Off	Off
Bordetella_genomosp._6	17	17	17	17	Off	Off
Bordetella_genomosp._8	38	38	38	38	Off	Off
Bordetella_genomosp._9	35	35	35	35	Off	Off
Bordetella_hinzii	59	59	89	89	Off	Off
Bordetella_holmesii	14	14	33	33	Off	Off
Bordetella_parapertussis	4	4	6	6	Off	Off
Bordetella_pertussis	12	12	154	154	Off	Off
Bordetella_pertussis_137	4	4	46	46	Off	Off
Bordetella_pertussis_18323	2	2	34	34	Off	Off
Bordetella_petrii	32	32	32	32	Off	Off
Bordetella_pseudohinzii	31	31	31	31	Off	Off
Bordetella_sp._H567	35	35	36	36	Off	Off
Bordetella_sp._HZ20	0	0	0	0	na	na
Bordetella_sp._N	48	48	48	48	Off	Off
Bordetella_trematum	25	25	34	34	Off	Off
Borrelia	0	0	0	0	na	na
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_miyamotoi	1	1	1	1	Off	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borreliaceae	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Brucella	79	79	291	291	Off	Off
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_inopinata	1	1	1	1	Off	Off
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	1	1	1	1	Off	Off
Brucella_pinnipedialis	0	0	0	0	na	na
Brucella_sp._09RB8471	1	1	3	3	Off	Off
Brucella_sp._09RB8910	3	3	3	3	Off	Off
Brucella_sp._10RB9215	4	4	4	4	Off	Off
Brucella_sp._141012304	0	0	0	0	na	na
Brucella_sp._2280	2	2	5	5	Off	Off
Brucella_sp._BO2	3	3	8	8	Off	Off
Brucella_suis	0	0	0	0	na	na
Brucella_vulpis	0	0	0	0	na	na
Brucellaceae	0	0	0	0	na	na
Burkholderia_cepacia	59	59	85	85	Off	Off
Burkholderia_cepacia_ATCC_25416	28	28	87	87	Off	Off
Burkholderia_cepacia_JBK9	26	26	26	26	Off	Off
Burkholderia_gladioli	79	79	214	214	Off	Off
Burkholderia_gladioli_BSR3	24	24	41	41	Off	Off
Burkholderia_gladioli_pv._gladioli	53	53	145	145	Off	Off
Burkholderia_mallei	4	4	4	4	Off	Off
Burkholderia_mallei_NCTC_10229	3	3	13	13	Off	Off
Burkholderia_mallei_NCTC_10247	1	1	1	1	Off	Off
Burkholderia_multivorans	112	112	253	253	Off	Off
Burkholderia_multivorans_ATCC_17616	33	33	106	106	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	29	29	79	79	Off	Off
Burkholderia_pseudomallei	52	52	218	218	Off	Off
Burkholderia_pseudomallei_1106b	1	1	4	4	Off	Off
Burkholderia_pseudomallei_1710a	3	3	3	3	Off	Off
Burkholderia_pseudomallei_1710b	2	2	4	4	Off	Off
Burkholderia_pseudomallei_7894	6	6	30	30	Off	Off
Burkholderia_pseudomallei_B03	2	2	2	2	Off	Off
Burkholderia_pseudomallei_MSHR1153	1	1	2	2	Off	Off
Burkholderia_pseudomallei_MSHR346	2	2	4	4	Off	Off
Burkholderia_pseudomallei_MSHR435	2	2	2	2	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	2	2	12	12	Off	Off
Burkholderia_sp._OLGA172	0	0	0	0	na	na
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_coli_RM1875	1	1	18	18	Off	Off
Campylobacter_gracilis	5	5	7	7	Off	Off
Campylobacter_showae	14	14	14	14	Off	Off
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_caviae_GPIC	1	1	1	1	Off	Off
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	1	1	1	1	Off	Off
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_trachomatis	0	0	0	0	na	na
Clostridium	56	56	193	193	Off	Off
Clostridium_aceticum	2	2	2	2	Off	Off
Clostridium_acetobutylicum_EA_2018	2	2	3	3	Off	Off
Clostridium_argentinense	2	2	2	2	Off	Off
Clostridium_baratii_str._Sullivan	1	1	1	1	Off	Off
Clostridium_beijerinckii	4	4	7	7	Off	Off
Clostridium_bornimense	3	3	3	3	Off	Off
Clostridium_botulinum	13	13	81	81	Off	Off
Clostridium_botulinum_202F	2	2	2	2	Off	Off
Clostridium_botulinum_A	1	1	4	4	Off	Off
Clostridium_botulinum_A2_str._Kyoto	1	1	7	7	Off	Off
Clostridium_botulinum_A3_str._Loch_Maree	2	2	2	2	Off	Off
Clostridium_botulinum_A_str._ATCC_3502	1	1	8	8	Off	Off
Clostridium_botulinum_B1_str._Okra	2	2	8	8	Off	Off
Clostridium_botulinum_BKT015925	5	5	7	7	Off	Off
Clostridium_botulinum_E3_str._Alaska_E43	0	0	0	0	na	na
Clostridium_botulinum_Prevot_594	2	2	2	2	Off	Off
Clostridium_butyricum	4	4	10	10	Off	Off
Clostridium_cadaveris	1	1	1	1	Off	Off
Clostridium_carboxidivorans_P7	1	1	1	1	Off	Off
Clostridium_cellulovorans_743B	4	4	4	4	Off	Off
Clostridium_chauvoei	2	2	3	3	Off	Off
Clostridium_cochlearium	0	0	0	0	na	na
Clostridium_diolis	2	2	2	2	Off	Off
Clostridium_drakei	1	1	1	1	Off	Off
Clostridium_estertheticum	0	0	0	0	na	na
Clostridium_estertheticum_subsp._estertheticum	10	10	10	10	Off	Off
Clostridium_formicaceticum	5	5	8	8	Off	Off
Clostridium_gasigenes	3	3	3	3	Off	Off
Clostridium_intestinale	1	1	1	1	Off	Off
Clostridium_ljungdahlii_DSM_13528	1	1	1	1	Off	Off
Clostridium_novyi	0	0	0	0	na	na
Clostridium_novyi_NT	2	2	2	2	Off	Off
Clostridium_pasteurianum	2	2	2	2	Off	Off
Clostridium_pasteurianum_BC1	1	1	1	1	Off	Off
Clostridium_perfringens	4	4	10	10	Off	Off
Clostridium_perfringens_ATCC_13124	1	1	7	7	Off	Off
Clostridium_perfringens_str._13	1	1	2	2	Off	Off
Clostridium_saccharobutylicum	1	1	1	1	Off	Off
Clostridium_septicum	4	4	4	4	Off	Off
Clostridium_sp._BNL1100	0	0	0	0	na	na
Clostridium_sp._DL-VIII	1	1	1	1	Off	Off
Clostridium_sp._JN-9	2	2	2	2	Off	Off
Clostridium_sp._M62/1	3	3	3	3	Off	Off
Clostridium_sp._MF28	1	1	1	1	Off	Off
Clostridium_sp._SY8519	4	4	4	4	Off	Off
Clostridium_sporogenes	3	3	3	3	Off	Off
Clostridium_tetani	2	2	4	4	Off	Off
Clostridium_tetani_12124569	6	6	9	9	Off	Off
Clostridium_tetani_E88	2	2	4	4	Off	Off
Clostridium_tyrobutyricum	2	2	2	2	Off	Off
Coccidioides_immitis	0	0	0	0	na	na
Coccidioides_posadasii	0	0	0	0	na	na
Corynebacterium_ammoniagenes	1	1	1	1	Off	Off
Corynebacterium_crudilactis	0	0	0	0	na	na
Corynebacterium_diphtheriae	2	2	6	6	Off	Off
Corynebacterium_diphtheriae_HC03	2	2	2	2	Off	Off
Corynebacterium_diphtheriae_HC04	2	2	2	2	Off	Off
Corynebacterium_glutamicum	3	3	18	18	Off	Off
Corynebacterium_glyciniphilum	0	0	0	0	na	na
Corynebacterium_glyciniphilum_AJ_3170	8	8	8	8	Off	Off
Corynebacterium_jeikeium	6	6	6	6	Off	Off
Corynebacterium_jeikeium_K411	6	6	10	10	Off	Off
Corynebacterium_kroppenstedtii	1	1	1	1	Off	Off
Corynebacterium_kroppenstedtii_DSM_44385	2	2	6	6	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	21	21	22	22	Off	Off
Corynebacterium_matruchotii	5	5	5	5	Off	Off
Corynebacterium_segmentosum	0	0	0	0	na	na
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	48	48	48	48	Off	Off
Corynebacterium_stationis	2	2	2	2	Off	Off
Corynebacterium_urealyticum	11	11	16	16	Off	Off
Corynebacterium_ureicelerivorans	6	6	6	6	Off	Off
Corynebacterium_variabile	0	0	0	0	na	na
Corynebacterium_variabile_DSM_44702	15	15	15	15	Off	Off
Corynebacterium_xerosis	24	24	24	24	Off	Off
Cowpox-Vaccinia_virus	0	0	0	0	na	na
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	0	0	0	0	na	na
Coxiella_burnetii_Dugway_5J108-111	1	1	3	3	Off	Off
Cryptococcus_gattii_species_complex	0	0	0	0	na	na
Cryptococcus_neoformans	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_A4	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0	0	0	0	na	na
Ehrlichia_canis	0	0	0	0	na	na
Enterobius_vermicularis	8	8	8	8	Off	Off
