Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	1	1	1	1	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	1	1	1	1	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	6	6	6	6	Off	Off
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	1	1	2	2	Off	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	23	23	23	23	Off	Off
Bordetella_bronchiseptica	10	10	10	10	Off	Off
Bordetella_genomosp._13	49	49	49	49	Off	Off
Bordetella_pertussis	3	3	83	83	Off	Off
Bordetella_pertussis_137	3	3	18	18	Off	Off
Bordetella_pertussis_18323	1	1	8	8	Off	Off
Bordetella_petrii	25	25	25	25	Off	Off
Bordetella_trematum	10	10	19	19	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	1146	1146	1914	1914	Off	Off
Burkholderia_cepacia_ATCC_25416	507	507	2461	2461	Off	Off
Burkholderia_cepacia_JBK9	515	515	573	573	Off	Off
Burkholderia_gladioli	2007	2007	9105	9105	Off	Off
Burkholderia_gladioli_BSR3	392	392	663	663	Off	Off
Burkholderia_gladioli_pv._gladioli	1393	1393	4415	4415	Off	Off
Burkholderia_mallei	20	20	143	143	Off	Off
Burkholderia_mallei_NCTC_10229	2	2	6	6	Off	Off
