Node	NumberOfAssignedReads
Actinobacillus_equuli	11
Actinobacillus_pleuropneumoniae	17
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	5
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	4
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	6
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	20
Aspergillus_fumigatus	0
Bartonella_bacilliformis	2
Bartonella_henselae	1
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella_bronchialis	155
Bordetella_bronchiseptica	117
Bordetella_genomosp._13	185
Bordetella_pertussis	48
Bordetella_pertussis_137	15
Bordetella_pertussis_18323	8
Bordetella_petrii	124
Bordetella_trematum	118
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_burgdorferi_B31	1
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	2
Brucella_abortus_bv._6_str._870	2
Brucella_canis	0
Brucella_melitensis	1
Brucella_melitensis_bv._2_str._63/9	1
Brucella_microti	0
Brucella_microti_CCM_4915	1
Brucella_ovis	0
Brucella_ovis_ATCC_25840	12
Brucella_suis	2
Burkholderia_cepacia	264
Burkholderia_cepacia_ATCC_25416	117
Burkholderia_cepacia_JBK9	117
Burkholderia_gladioli	637
Burkholderia_gladioli_BSR3	125
Burkholderia_gladioli_pv._gladioli	384
Burkholderia_mallei	24
Burkholderia_mallei_NCTC_10229	3
Burkholderia_mallei_NCTC_10247	2
Burkholderia_multivorans	536
Burkholderia_multivorans_ATCC_17616	163
Burkholderia_multivorans_ATCC_BAA-247	195
Burkholderia_pseudomallei	254
Burkholderia_pseudomallei_1106b	14
Burkholderia_pseudomallei_1710a	5
Burkholderia_pseudomallei_1710b	4
Burkholderia_pseudomallei_7894	8
Burkholderia_pseudomallei_B03	8
Burkholderia_pseudomallei_MSHR1153	6
Burkholderia_pseudomallei_MSHR2543	7
Burkholderia_pseudomallei_MSHR346	8
Burkholderia_pseudomallei_MSHR435	2
Burkholderia_pseudomallei_NCTC_13179	11
Burkholderia_pseudomallei_Pasteur_52237	2
Campylobacter_coli	7
Campylobacter_coli_76339	3
Campylobacter_coli_RM1875	2
Campylobacter_fetus	1
Campylobacter_gracilis	5
Campylobacter_showae	4
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_abortus_LLG	1
Chlamydia_caviae	0
Chlamydia_caviae_GPIC	1
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pecorum_P787	2
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	11
Corynebacterium_amycolatum	14
Corynebacterium_bovis	189
Corynebacterium_crudilactis	10
Corynebacterium_diphtheriae	14
Corynebacterium_diphtheriae_HC04	2
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_jeikeium	38
Corynebacterium_jeikeium_K411	21
Corynebacterium_kroppenstedtii	71
Corynebacterium_kroppenstedtii_DSM_44385	76
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	108
Corynebacterium_matruchotii	67
Corynebacterium_minutissimum	29
Corynebacterium_pseudotuberculosis	10
Corynebacterium_pseudotuberculosis_Cp162	1
Corynebacterium_renale	6
Corynebacterium_segmentosum	19
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	257
Corynebacterium_stationis	438
Corynebacterium_striatum	54
Corynebacterium_urealyticum	34
Corynebacterium_ureicelerivorans	91
Corynebacterium_xerosis	114
Cowpox_virus	0
Coxiella_burnetii	10
Coxiella_burnetii_Dugway_5J108-111	2
Coxiella_burnetii_str._Schperling	7
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	11
Enterococcus_casseliflavus	4
Enterococcus_casseliflavus_EC20	1
Enterococcus_cecorum	17
Enterococcus_durans	625
Enterococcus_faecalis	37
Enterococcus_faecalis_ATCC_29212	2
Enterococcus_faecium	91
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	79
Enterococcus_hirae	7
Enterococcus_hirae_ATCC_9790	1
Enterococcus_mundtii	10
Enterovirus_B	0
