Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	1	1	1	1	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	1	1	1	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Bartonella_quintana_RM-11	2	2	8	8	Off	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	11	11	11	11	Off	Off
Bordetella_bronchiseptica	10	10	10	10	Off	Off
Bordetella_genomosp._13	20	20	21	21	Off	Off
Bordetella_pertussis	4	4	55	55	Off	Off
Bordetella_petrii	13	13	14	14	Off	Off
Bordetella_trematum	8	8	12	12	Off	Off
Borrelia_crocidurae	1	1	2	2	Off	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	3192	3192	5591	5591	Off	Off
Burkholderia_cepacia_ATCC_25416	1615	1615	8019	8019	Off	Off
Burkholderia_cepacia_JBK9	1587	1587	1801	1801	Off	Off
Burkholderia_gladioli	1252	1252	5616	5616	Off	Off
Burkholderia_gladioli_BSR3	312	312	493	493	Off	Off
Burkholderia_gladioli_pv._gladioli	800	800	2453	2453	Off	Off
Burkholderia_mallei	27	27	140	140	Off	Off
Burkholderia_mallei_NCTC_10229	4	4	17	17	Off	Off
Burkholderia_mallei_NCTC_10247	13	13	76	76	Off	Off
Burkholderia_multivorans	7416	7416	25631	25631	Off	Off
