Node	NumberOfAssignedReads
African_swine_fever_virus	0
Aspergillus_fumigatus	0
BK_virus_strain_AS	0
BK_virus_strain_GS	0
BK_virus_variant_RF	0
Bacillus_anthracis	0
Bacillus_cereus	2
Bacillus_cereus_Rock3-44	1
Bacillus_cereus_group	0
Bacillus_mycoides	3
Bacillus_pseudomycoides_DSM_12442	1
Bacillus_thuringiensis	3
Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	1
Bartonella_bacilliformis	6
Bartonella_henselae	0
Bartonella_quintana	1
Blastomyces_dermatitidis	0
Bordetella	54
Bordetella_avium_197N	17
Bordetella_bronchialis	23
Bordetella_bronchiseptica	10
Bordetella_flabilis	69
Bordetella_genomosp._13	49
Bordetella_genomosp._6	7
Bordetella_genomosp._8	11
Bordetella_genomosp._9	12
Bordetella_hinzii	19
Bordetella_holmesii	8
Bordetella_parapertussis	1
Bordetella_pertussis	3
Bordetella_pertussis_137	3
Bordetella_pertussis_18323	1
Bordetella_petrii	25
Bordetella_pseudohinzii	17
Bordetella_sp._H567	15
Bordetella_sp._HZ20	0
Bordetella_sp._N	18
Bordetella_trematum	10
Borrelia	0
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliaceae	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Brucella	41
Brucella_abortus	0
Brucella_canis	0
Brucella_melitensis	0
Brucella_microti	0
Brucella_ovis	0
Brucella_pinnipedialis	0
Brucella_sp._09RB8471	0
Brucella_sp._09RB8910	0
Brucella_sp._10RB9215	0
Brucella_sp._141012304	0
Brucella_suis	0
Brucella_vulpis	0
Brucellaceae	0
Burkholderia_cepacia	1147
Burkholderia_cepacia_ATCC_25416	507
Burkholderia_cepacia_JBK9	515
Burkholderia_gladioli	2008
Burkholderia_gladioli_BSR3	392
Burkholderia_gladioli_pv._gladioli	1394
Burkholderia_mallei	20
Burkholderia_mallei_NCTC_10229	2
Burkholderia_mallei_NCTC_10247	8
Burkholderia_multivorans	2577
Burkholderia_multivorans_ATCC_17616	828
Burkholderia_multivorans_ATCC_BAA-247	823
Burkholderia_pseudomallei	814
Burkholderia_pseudomallei_1106b	18
Burkholderia_pseudomallei_1710a	6
Burkholderia_pseudomallei_1710b	7
Burkholderia_pseudomallei_7894	35
Burkholderia_pseudomallei_B03	28
Burkholderia_pseudomallei_MSHR1153	35
Burkholderia_pseudomallei_MSHR2543	18
Burkholderia_pseudomallei_MSHR346	32
Burkholderia_pseudomallei_MSHR435	21
Burkholderia_pseudomallei_NCTC_13179	26
Burkholderia_pseudomallei_Pasteur_52237	4
Burkholderia_sp._OLGA172	0
Campylobacter_coli	0
Campylobacter_gracilis	0
Campylobacter_showae	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_trachomatis	0
Clostridium	10
Clostridium_aceticum	1
Clostridium_acetobutylicum	1
Clostridium_argentinense	1
Clostridium_beijerinckii_NRRL_B-598	1
Clostridium_botulinum	1
Clostridium_botulinum_A2_str._Kyoto	1
Clostridium_botulinum_BKT015925	0
Clostridium_botulinum_E3_str._Alaska_E43	0
Clostridium_butyricum	2
Clostridium_cadaveris	1
Clostridium_cellulovorans_743B	1
Clostridium_chauvoei	1
Clostridium_cochlearium	1
Clostridium_estertheticum	0
Clostridium_estertheticum_subsp._estertheticum	1
Clostridium_gasigenes	1
Clostridium_intestinale	1
Clostridium_novyi	0
Clostridium_perfringens	0
Clostridium_scatologenes	2
Clostridium_septicum	2
Clostridium_sp._AWRP	1
Clostridium_sp._BNL1100	1
Clostridium_sp._C5S11	25
Clostridium_sp._DL-VIII	4
Clostridium_sp._M62/1	2
Clostridium_sp._SY8519	1
Clostridium_sporogenes	0
Clostridium_taeniosporum	1
Clostridium_tetani	0
Clostridium_tetani_E88	0
Coccidioides_immitis	0
Coccidioides_posadasii	0
Corynebacterium_ammoniagenes	1
Corynebacterium_crudilactis	1
Corynebacterium_diphtheriae	4
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_glutamicum	6
Corynebacterium_glyciniphilum	0
Corynebacterium_glyciniphilum_AJ_3170	2
Corynebacterium_jeikeium	10
Corynebacterium_jeikeium_K411	6
Corynebacterium_kroppenstedtii	2
Corynebacterium_kroppenstedtii_DSM_44385	7
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	8
Corynebacterium_matruchotii	0
Corynebacterium_segmentosum	11
Corynebacterium_sphenisci	0
Corynebacterium_stationis	0
Corynebacterium_urealyticum	4
Corynebacterium_ureicelerivorans	30
Corynebacterium_variabile	0
Corynebacterium_variabile_DSM_44702	3
Corynebacterium_xerosis	0
Cowpox-Vaccinia_virus	0
Cowpox_virus	0
Coxiella_burnetii	4
Cryptococcus_gattii_species_complex	0
Cryptococcus_neoformans	0
Cynomolgus_Epstein-Barr_Virus_A4	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0
Ehrlichia_canis	0
Enterobius_vermicularis	60
Enterococcus_avium	1
Enterococcus_casseliflavus	0
Enterococcus_cecorum	6
Enterococcus_durans	0
Enterococcus_faecalis	4
Enterococcus_faecium	3
Enterococcus_hirae	0
Enterococcus_hirae_ATCC_9790	1
Enterococcus_mundtii	0
Epstein-barr_virus_strain_ag876	0
Epstein-barr_virus_strain_p3hr-1	0
Erysipelothrix_rhusiopathiae	0
Erysipelothrix_rhusiopathiae_str._Fujisawa	1
Escherichia_coli	13
Escherichia_coli_042	1
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Francisella_tularensis	0
Fusobacterium	0
Fusobacterium_hwasookii_ChDC_F206	1
Fusobacterium_necrophorum_subsp._funduliforme	2
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._animalis	1
Fusobacterium_nucleatum_subsp._nucleatum_ATCC_23726	1
Fusobacterium_pseudoperiodonticum	2
Haemophilus_influenzae	2
Haemophilus_influenzae_Rd_KW20	0
Haemophilus_parainfluenzae	8
Helicobacter_cinaedi	1
Helicobacter_pylori	2
Helicobacter_pylori_J166	2
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Herpes_simplex_virus_unknown_type	0
Histoplasma_capsulatum	0
Human_adenovirus_1	0
Human_adenovirus_11	0
Human_adenovirus_11+34	0
Human_adenovirus_11a	0
Human_adenovirus_11p	0
Human_adenovirus_12	0
Human_adenovirus_14	0
Human_adenovirus_14a	0
Human_adenovirus_14p	0
Human_adenovirus_14p1	0
Human_adenovirus_15	0
Human_adenovirus_15/H9	0
Human_adenovirus_16	0
Human_adenovirus_16p	0
Human_adenovirus_17	0
Human_adenovirus_18	0
Human_adenovirus_19	0
Human_adenovirus_19C	0
Human_adenovirus_19a	0
Human_adenovirus_19p	0
Human_adenovirus_1_strain_Adenoid_71	0
Human_adenovirus_2	0
Human_adenovirus_20	0
Human_adenovirus_21	0
Human_adenovirus_21a	0
Human_adenovirus_22	0
Human_adenovirus_22H8	0
Human_adenovirus_23	0
Human_adenovirus_24	0
Human_adenovirus_25	0
Human_adenovirus_26	0
Human_adenovirus_27	0
Human_adenovirus_28	0
Human_adenovirus_29	0
Human_adenovirus_3+11p	0
Human_adenovirus_3+7	0
Human_adenovirus_30	0
Human_adenovirus_31	0
Human_adenovirus_32	0
Human_adenovirus_33	0
Human_adenovirus_34	0
Human_adenovirus_34a	0
Human_adenovirus_35	0
Human_adenovirus_35+11	0
Human_adenovirus_36	0
Human_adenovirus_38	0
Human_adenovirus_38H44	0
Human_adenovirus_39	0
Human_adenovirus_3p	0
Human_adenovirus_40	0
Human_adenovirus_41	0
Human_adenovirus_41_Wisconsin	0
Human_adenovirus_42	0
Human_adenovirus_43	0
Human_adenovirus_44	0
Human_adenovirus_45	0
Human_adenovirus_46	0
Human_adenovirus_47	0
Human_adenovirus_48	0
Human_adenovirus_49	0
Human_adenovirus_4a	0
Human_adenovirus_4p	0
Human_adenovirus_5	0
Human_adenovirus_50	0
Human_adenovirus_50_prototype_strain_Wan	0
Human_adenovirus_51	0
Human_adenovirus_52	0
Human_adenovirus_53	0
Human_adenovirus_54	0
Human_adenovirus_55	0
Human_adenovirus_56	0
Human_adenovirus_57	0
Human_adenovirus_58	0
Human_adenovirus_59_MSJ-2011	0
Human_adenovirus_6	0
Human_adenovirus_60	0
Human_adenovirus_60a	0
