#Coverage (X)	Coverage
1.0	11.076637006887097
2.0	3.2348420790426644
3.0	2.187966523027711
4.0	1.7816766841146006
5.0	1.5281197416871066
6.0	1.3343229340531764
7.0	1.2166101543652985
8.0	1.135160140780883
9.0	1.0704294087644257
10.0	1.0110081783269749
11.0	0.9678543569826701
12.0	0.9262256052408446
13.0	0.8881553492381471
14.0	0.8585577021381283
15.0	0.8302027043438329
16.0	0.8095295386212911
17.0	0.7902119903231863
18.0	0.7708379579657247
19.0	0.7507861168960517
20.0	0.7345187078029056
21.0	0.7185337190065155
22.0	0.7027746664475387
23.0	0.688032326956872
24.0	0.6748150570686988
25.0	0.6620496596553238
26.0	0.6464035752150465
27.0	0.6317177197837367
28.0	0.6165799918776145
29.0	0.6027413973365725
30.0	0.5870953128962952
31.0	0.5700371269722382
32.0	0.554108622235205
33.0	0.5368245000737346
34.0	0.5239461345416601
35.0	0.5115196414843979
36.0	0.5010700905044274
37.0	0.4883611771504093
38.0	0.4769513971614714
39.0	0.4657110693505899
40.0	0.45588284302348825
41.0	0.4451508717467618
42.0	0.4340235120545799
43.0	0.42216185959082964
44.0	0.4116558245515023
45.0	0.4006414329780199
46.0	0.39115211100701686
47.0	0.38234059774822526
48.0	0.37302072795527863
49.0	0.36437866687454346
50.0	0.35539770143770966
51.0	0.34703806065373044
