Node	NumberOfAssignedReads
Actinobacillus_equuli	2
Actinobacillus_pleuropneumoniae	3
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	1
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	2
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	2
Aspergillus_fumigatus	0
Bartonella_bacilliformis	5
Bartonella_henselae	5
Bartonella_quintana	3
Bartonella_quintana_RM-11	1
Blastomyces_dermatitidis	0
Bordetella_bronchialis	43
Bordetella_bronchiseptica	25
Bordetella_genomosp._13	38
Bordetella_pertussis	8
Bordetella_pertussis_137	2
Bordetella_pertussis_18323	1
Bordetella_petrii	36
Bordetella_trematum	29
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Borreliella_garinii_BgVir	1
Bovine_rhinitis_A_virus	0
Brucella_abortus	1
Brucella_canis	1
Brucella_melitensis	0
Brucella_melitensis_bv._2_str._63/9	1
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	0
Burkholderia_cepacia	29
Burkholderia_cepacia_ATCC_25416	7
Burkholderia_cepacia_JBK9	14
Burkholderia_gladioli	53
Burkholderia_gladioli_BSR3	19
Burkholderia_gladioli_pv._gladioli	39
Burkholderia_mallei	11
Burkholderia_mallei_NCTC_10247	1
Burkholderia_multivorans	38
Burkholderia_multivorans_ATCC_17616	7
Burkholderia_multivorans_ATCC_BAA-247	19
Burkholderia_pseudomallei	48
Burkholderia_pseudomallei_1106b	2
Burkholderia_pseudomallei_1710a	2
Burkholderia_pseudomallei_1710b	1
Burkholderia_pseudomallei_7894	1
Burkholderia_pseudomallei_B03	3
Burkholderia_pseudomallei_MSHR1153	2
Burkholderia_pseudomallei_MSHR2543	2
Burkholderia_pseudomallei_MSHR346	1
Burkholderia_pseudomallei_NCTC_13179	3
Burkholderia_pseudomallei_Pasteur_52237	1
Campylobacter_coli	0
Campylobacter_fetus	0
Campylobacter_gracilis	0
Campylobacter_showae	9
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	1
Corynebacterium_amycolatum	0
Corynebacterium_bovis	14
Corynebacterium_crudilactis	1
Corynebacterium_diphtheriae	1
Corynebacterium_jeikeium	2
Corynebacterium_kroppenstedtii	0
Corynebacterium_kroppenstedtii_DSM_44385	3
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	5
Corynebacterium_matruchotii	4
Corynebacterium_minutissimum	2
Corynebacterium_pseudotuberculosis	0
Corynebacterium_pseudotuberculosis_Cp162	1
Corynebacterium_renale	0
Corynebacterium_segmentosum	1
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	13
Corynebacterium_stationis	2
Corynebacterium_striatum	2
Corynebacterium_urealyticum	1
Corynebacterium_ureicelerivorans	3
Corynebacterium_xerosis	14
Cowpox_virus	0
Coxiella_burnetii	39
Coxiella_burnetii_Dugway_5J108-111	12
Coxiella_burnetii_str._Schperling	5
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	4
Enterococcus_casseliflavus	2
Enterococcus_casseliflavus_EC20	1
Enterococcus_cecorum	3
Enterococcus_durans	1
Enterococcus_faecalis	1
Enterococcus_faecalis_D32	1
Enterococcus_faecium	0
Enterococcus_faecium_Com15	1
Enterococcus_hirae	0
Enterococcus_mundtii	1
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	0
Erysipelothrix_rhusiopathiae_str._Fujisawa	1
Erythroparvovirus	0
Escherichia_coli	26
Escherichia_coli_ATCC_25922	1
Escherichia_coli_NCCP15648	1
Escherichia_coli_O111	0
Escherichia_coli_O139	6
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Escherichia_coli_O6:H16	1
Escherichia_coli_UMNF18	1
Francisella_tularensis	4
Francisella_tularensis_subsp._novicida	1
Fusobacterium	2
Fusobacterium_gastrosuis	1
Fusobacterium_gonidiaformans_ATCC_25563	1
Fusobacterium_hwasookii	1
Fusobacterium_hwasookii_ChDC_F174	1
Fusobacterium_mortiferum_ATCC_9817	1
Fusobacterium_necrophorum	26
Fusobacterium_necrophorum_subsp._funduliforme	16
Fusobacterium_necrophorum_subsp._necrophorum	10
Fusobacterium_nucleatum	3
Fusobacterium_nucleatum_subsp._animalis	2
Fusobacterium_nucleatum_subsp._animalis_4_8	2
Fusobacterium_nucleatum_subsp._nucleatum_ATCC_23726	1
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953	1
Fusobacterium_nucleatum_subsp._vincentii	1
Fusobacterium_pseudoperiodonticum	3
Fusobacterium_sp._oral_taxon_203	1
Fusobacterium_ulcerans_ATCC_49185	1
Fusobacterium_varium_ATCC_27725	3
Goatpox_virus	0
Haemophilus_influenzae	11
Haemophilus_influenzae_2019	3
Haemophilus_influenzae_F3031	1
Haemophilus_influenzae_biotype_aegyptius	2
Helicobacter_cinaedi	3
Helicobacter_pylori	8
Helicobacter_pylori_Aklavik86	1
Helicobacter_pylori_OK113	1
Helicobacter_pylori_Shi112	1
Helicobacter_pylori_oki128	1
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Human_adenovirus_1	0
Human_adenovirus_2	0
Human_adenovirus_35	0
Human_adenovirus_5	0
Human_adenovirus_54	0
Human_adenovirus_7	0
Human_alphaherpesvirus_1	0
Human_alphaherpesvirus_2	0
Human_alphaherpesvirus_3	0
Human_gammaherpesvirus_4	0
Human_herpesvirus_4_type_2	0
Human_mastadenovirus_C	0
JC_polyomavirus	0
Klebsiella_aerogenes	8
Klebsiella_aerogenes_EA1509E	4
Klebsiella_michiganensis	6
Klebsiella_michiganensis_KCTC_1686	2
Klebsiella_oxytoca	15
Klebsiella_pneumoniae	11
Klebsiella_pneumoniae_subsp._pneumoniae	3
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0
Legionella_anisa	19
Legionella_lansingensis	22
Legionella_pneumophila	37
Legionella_pneumophila_str._Corby	1
Legionella_pneumophila_subsp._fraseri	15
Legionella_pneumophila_subsp._pascullei	11
Legionella_pneumophila_subsp._pneumophila	38
Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	8
Leptospira_alexanderi	0
Leptospira_alstonii	0
Leptospira_biflexa	0
Leptospira_biflexa_serovar_Patoc	4
Leptospira_borgpetersenii	0
Leptospira_borgpetersenii_serovar_Ceylonica	1
Leptospira_broomii	0
Leptospira_fainei	0
Leptospira_inadai	0
Leptospira_interrogans	11
Leptospira_interrogans_serovar_Icterohaemorrhagiae	1
Leptospira_interrogans_serovar_Linhai_str._56609	1
Leptospira_kirschneri	0
Leptospira_kmetyi	1
Leptospira_licerasiae	0
Leptospira_noguchii	1
Leptospira_santarosai	3
Leptospira_santarosai_serovar_Shermani_str._LT_821	3
Leptospira_weilii	5
Leptospira_wolffii	0
Listeria_monocytogenes	2
Listeria_monocytogenes_HCC23	1
Listeria_monocytogenes_J1816	1
Lumpy_skin_disease_virus	0
Lymphocryptovirus	0
Mannheimia_haemolytica	10
Mannheimia_haemolytica_D153	1
Measles_morbillivirus	0
Methanobrevibacter_oralis	0
Moraxella_catarrhalis	12
Moraxella_catarrhalis_BBH18	4
Morbillivirus	0
Mycobacterium_avium	31
Mycobacterium_avium_subsp._avium	3
Mycobacterium_avium_subsp._hominissuis	12
Mycobacterium_avium_subsp._paratuberculosis	5
Mycobacterium_canettii	6
Mycobacterium_colombiense	0
Mycobacterium_colombiense_CECT_3035	9
Mycobacterium_intracellulare	10
Mycobacterium_intracellulare_subsp._yongonense	9
Mycobacterium_kansasii	27
Mycobacterium_leprae	0
Mycobacterium_marseillense	9
Mycobacterium_sp._JS623	109
Mycobacterium_sp._YC-RL4	19
Mycobacterium_tuberculosis	6
Mycobacterium_tuberculosis_KZN_1435	8
Mycobacterium_tuberculosis_complex	9
Mycobacterium_tuberculosis_variant_africanum	0
Mycobacterium_tuberculosis_variant_bovis	0
Mycobacteroides_abscessus	19
Mycobacteroides_abscessus_subsp._abscessus	3
Mycobacteroides_abscessus_subsp._bolletii	2
Mycobacteroides_abscessus_subsp._massiliense	1
Mycoplasma_haemocanis	0
Mycoplasma_haemofelis	0
Mycoplasma_haemofelis_str._Langford_1	1
Mycoplasma_mycoides	0
Mycoplasma_ovipneumoniae	0
Mycoplasma_pneumoniae	0
Neisseria_elongata	0
Neisseria_elongata_subsp._glycolytica	5
Neisseria_gonorrhoeae	5
Neisseria_meningitidis	21
Neisseria_meningitidis_8013	2
Neisseria_meningitidis_M0579	2
Neisseria_mucosa	0
Neisseria_sicca	3
Neisseria_subflava	1
Neisseria_weaveri	19
Orthohepadnavirus	0
Orthopoxvirus	0
Paraavulavirus	0
Parvimonas_micra	52
Pasteurella_multocida	23
Pasteurella_multocida_subsp._multocida	6
Pasteurella_multocida_subsp._multocida_P1062	1
Pasteurella_multocida_subsp._multocida_str._Pm70	3
Peptostreptococcus_anaerobius	0
Polyomaviridae	0
Porphyromonas_gingivalis	5
Porphyromonas_gingivalis_A7A1-28	1
Porphyromonas_gingivalis_TDC60	1
Porphyromonas_gingivalis_W83	0
Rickettsia_africae	0
Rickettsia_akari	0
Rickettsia_conorii	0
Rickettsia_conorii_str._Malish_7	1
Rickettsia_felis	0
Rickettsia_japonica	0
Rickettsia_prowazekii	1
Rickettsia_prowazekii_str._Breinl	3
Rickettsia_rickettsii	0
Rickettsia_sibirica	0
Rickettsia_typhi	4
Salmonella_enterica	25
Salmonella_enterica_subsp._arizonae	7
Salmonella_enterica_subsp._enterica	17
Salmonella_enterica_subsp._enterica_serovar_Choleraesuis	2
Salmonella_enterica_subsp._enterica_serovar_Cubana_str._CFSAN002050	7
Salmonella_enterica_subsp._enterica_serovar_Derby	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis	2
Salmonella_enterica_subsp._enterica_serovar_Heidelberg	1
Salmonella_enterica_subsp._enterica_serovar_Infantis	1
Salmonella_enterica_subsp._enterica_serovar_Macclesfield_str._S-1643	1
Salmonella_enterica_subsp._enterica_serovar_Muenchen	6
Salmonella_enterica_subsp._enterica_serovar_Ouakam_str._SA20034636	2
Salmonella_enterica_subsp._enterica_serovar_Rubislaw	1
Salmonella_enterica_subsp._enterica_serovar_Senftenberg	1
Salmonella_enterica_subsp._enterica_serovar_Typhimurium	0
Salmonella_enterica_subsp._enterica_serovar_Weltevreden	1
Salmonella_enterica_subsp._houtenae_str._ATCC_BAA-1581	1
Salmonella_enterica_subsp._salamae	1
