Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	1	0	0	0	On	Off
Bartonella_henselae	1	0	0	0	On	Off
Bartonella_quintana	0	0	0	0	na	na
Bartonella_quintana_RM-11	1	0	0	0	On	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	12	1	1	1	Off	Off
Bordetella_bronchiseptica	15	1	1	1	Off	Off
Bordetella_genomosp._13	24	5	5	5	Off	Off
Bordetella_pertussis	7	1	1	1	Off	Off
Bordetella_pertussis_137	4	0	0	0	On	Off
Bordetella_petrii	13	1	1	1	Off	Off
Bordetella_trematum	6	1	2	2	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	1	0	0	0	On	Off
Burkholderia_cepacia	20	6	6	6	Off	Off
Burkholderia_cepacia_ATCC_25416	5	1	5	5	Off	Off
Burkholderia_cepacia_JBK9	9	3	3	3	Off	Off
Burkholderia_gladioli	34	6	27	27	Off	Off
Burkholderia_gladioli_BSR3	4	1	1	1	Off	Off
Burkholderia_gladioli_pv._gladioli	26	5	19	19	Off	Off
Burkholderia_mallei	1	0	0	0	On	Off
Burkholderia_mallei_NCTC_10229	1	1	1	1	Off	Off
Burkholderia_multivorans	34	4	12	12	Off	Off
Burkholderia_multivorans_ATCC_17616	6	1	1	1	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	4	0	0	0	On	Off
Burkholderia_pseudomallei	18	3	7	7	Off	Off
Burkholderia_pseudomallei_1106b	3	0	0	0	On	Off
Burkholderia_pseudomallei_1710b	1	0	0	0	On	Off
Burkholderia_pseudomallei_7894	1	1	5	5	Off	Off
Burkholderia_pseudomallei_B03	2	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR1153	2	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR2543	3	2	2	2	Off	Off
Burkholderia_pseudomallei_MSHR435	1	0	0	0	On	Off
