Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	0	0	0	On	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Bartonella_quintana_RM-11	1	0	0	0	On	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	31	4	4	4	Off	Off
Bordetella_bronchiseptica	7	2	2	2	Off	Off
Bordetella_genomosp._13	27	4	4	4	Off	Off
Bordetella_pertussis	10	4	15	15	Off	Off
Bordetella_pertussis_137	1	0	0	0	On	Off
Bordetella_pertussis_18323	1	1	10	10	Off	Off
Bordetella_petrii	33	8	8	8	Off	Off
Bordetella_trematum	20	5	8	8	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	2	1	1	1	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	21	2	2	2	Off	Off
Burkholderia_cepacia_ATCC_25416	5	3	8	8	Off	Off
Burkholderia_cepacia_JBK9	13	3	7	7	Off	Off
Burkholderia_gladioli	57	10	29	29	Off	Off
Burkholderia_gladioli_BSR3	15	5	8	8	Off	Off
Burkholderia_gladioli_pv._gladioli	58	11	30	30	Off	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_multivorans	42	7	16	16	Off	Off
Burkholderia_multivorans_ATCC_17616	16	4	7	7	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	14	4	6	6	Off	Off
Burkholderia_pseudomallei	48	9	25	25	Off	Off
Burkholderia_pseudomallei_1710a	1	0	0	0	On	Off
Burkholderia_pseudomallei_7894	1	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR1153	2	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR2543	1	1	3	3	Off	Off
Burkholderia_pseudomallei_MSHR435	1	1	1	1	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	0	0	0	0	na	na
