Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	0	0	3	0	6	1	3	1	5	1	1
Actinobacillus_pleuropneumoniae	0	0	1	0	2	1	5	0	1	4	1	5
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	0	0	0	0	0	1	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0	0	0	0	0	0	1	1	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0	1	2	0	0	0	1	0	1	3	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	0	1	0	0	0	0	0	0	0	2	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	0	0	1	1	2	1	6	1	1
Bartonella_henselae	0	0	0	0	1	0	0	1	0	1	0	1
Bartonella_quintana	0	0	0	1	1	3	3	1	1	1	0	0
Bartonella_quintana_RM-11	0	1	0	1	0	0	0	0	0	2	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	5	15	18	35	52	33	54	57	38	69	8	9
Bordetella_bronchiseptica	6	8	20	21	18	38	42	43	42	31	12	29
Bordetella_genomosp._13	14	35	46	57	71	61	49	67	69	71	20	26
Bordetella_pertussis	3	2	6	8	10	11	11	16	22	27	5	5
Bordetella_pertussis_137	0	0	2	0	0	0	2	0	0	2	1	1
Bordetella_pertussis_18323	0	1	0	3	0	1	1	2	5	8	1	3
Bordetella_petrii	9	22	33	50	50	58	60	50	46	52	5	27
Bordetella_trematum	6	17	25	35	31	64	40	53	29	49	9	19
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_crocidurae_DOU	0	1	0	0	0	0	1	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	2	0	2	0	0	0	0
Borreliella_afzelii_K78	0	0	1	0	0	0	0	0	0	0	0	0
Borreliella_afzelii_Tom3107	0	0	0	0	0	0	0	0	0	1	0	0
Borreliella_burgdorferi	0	0	1	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi_N40	0	0	0	0	0	0	0	0	0	1	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	1	0	1
Borreliella_garinii_BgVir	0	0	0	0	0	0	1	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	1	0	0	2	0	2
Brucella_abortus_bv._6_str._870	0	0	0	0	0	1	0	0	0	2	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	1	1	0	0	0	0	0	0
Brucella_melitensis_bv._2_str._63/9	0	0	0	0	0	2	4	0	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	1	0	0	0	1	0	1	3	0	0
Brucella_suis	0	3	0	0	1	0	2	2	0	0	0	0
Brucella_suis_019	0	0	0	0	1	0	0	0	0	0	0	0
Brucella_suis_bv._2	0	0	0	0	0	2	4	0	0	0	0	0
Burkholderia_cepacia	5	24	15	31	32	40	35	55	47	59	8	22
Burkholderia_cepacia_ATCC_25416	6	13	10	18	13	17	13	9	20	7	2	2
Burkholderia_cepacia_JBK9	8	8	14	20	8	14	8	15	8	10	2	8
Burkholderia_gladioli	15	45	64	68	69	78	92	82	95	68	18	34
Burkholderia_gladioli_BSR3	7	1	4	9	7	12	28	14	19	22	1	12
Burkholderia_gladioli_pv._gladioli	90	120	90	102	90	72	79	83	74	59	17	32
Burkholderia_mallei	2	0	0	1	2	1	4	3	0	2	0	0
Burkholderia_mallei_NCTC_10229	0	0	0	0	0	0	0	0	0	1	0	0
Burkholderia_mallei_NCTC_10247	1	0	0	0	0	0	0	1	4	0	0	0
Burkholderia_multivorans	26	40	59	39	57	55	61	52	65	57	16	30
Burkholderia_multivorans_ATCC_17616	4	10	11	12	14	19	6	9	13	12	1	11
Burkholderia_multivorans_ATCC_BAA-247	5	10	23	15	16	16	20	17	20	14	7	9
Burkholderia_pseudomallei	5	10	15	21	29	17	30	21	30	30	11	5
Burkholderia_pseudomallei_1106b	0	1	1	1	0	6	3	3	5	0	0	1
Burkholderia_pseudomallei_1710a	0	0	0	0	0	0	0	1	0	0	0	0
Burkholderia_pseudomallei_1710b	0	0	0	0	0	0	0	3	1	4	0	0
Burkholderia_pseudomallei_7894	1	1	1	0	1	1	0	0	0	2	0	0
Burkholderia_pseudomallei_B03	1	0	0	0	1	3	2	0	0	2	2	0
Burkholderia_pseudomallei_MSHR1153	0	0	0	0	2	0	1	3	0	0	0	0
Burkholderia_pseudomallei_MSHR2543	0	0	0	2	0	1	0	1	0	0	0	2
Burkholderia_pseudomallei_MSHR346	0	0	0	1	2	4	6	1	0	2	0	2
Burkholderia_pseudomallei_MSHR435	0	0	0	1	0	0	0	2	6	2	0	0
Burkholderia_pseudomallei_NCTC_13179	0	0	0	4	0	2	2	2	2	0	1	1
Burkholderia_pseudomallei_Pasteur_52237	0	0	0	0	0	0	1	0	0	2	0	0
Campylobacter_coli	0	0	0	1	0	0	1	6	2	1	0	0
Campylobacter_coli_76339	0	0	0	0	0	0	1	0	0	1	1	0
Campylobacter_coli_RM4661	0	0	1	0	1	0	0	1	1	0	0	1
Campylobacter_fetus	0	0	0	0	0	0	0	0	2	0	0	0
Campylobacter_fetus_subsp._testudinum_Sp3	0	0	0	0	0	0	0	1	0	2	0	0
Campylobacter_gracilis	0	0	1	0	1	2	2	2	5	8	0	0
Campylobacter_showae	0	2	0	0	2	1	0	1	0	0	0	0
Canine_morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus_LLG	0	0	0	0	1	1	2	0	0	1	0	0
Chlamydia_caviae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae_GPIC	0	0	0	1	0	3	1	0	1	2	1	0
Chlamydia_felis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_felis_Fe/C-56	0	0	0	1	0	2	0	0	0	2	0	0
Chlamydia_muridarum	0	0	0	0	1	0	0	0	2	0	0	0
Chlamydia_pecorum	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pecorum_P787	0	0	2	0	0	3	0	0	0	0	0	0
Chlamydia_pneumoniae	0	0	0	0	0	0	1	1	0	3	0	0
Chlamydia_pneumoniae_AR39	0	0	0	2	0	1	1	3	1	3	0	0
Chlamydia_psittaci	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_suis	0	0	0	0	0	2	0	4	0	0	0	0
Chlamydia_trachomatis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_trachomatis_6276	0	0	0	0	0	0	0	1	0	0	0	0
Corynebacterium_ammoniagenes	1	0	1	1	0	3	2	3	0	1	1	0
Corynebacterium_amycolatum	0	0	0	2	0	5	7	2	2	2	1	3
Corynebacterium_bovis	2	6	8	9	29	27	30	14	15	23	6	10
Corynebacterium_crudilactis	1	24	8	2	1	0	0	1	1	1	0	0
Corynebacterium_diphtheriae	0	0	3	0	0	2	0	4	2	0	0	0
Corynebacterium_diphtheriae_HC03	0	0	0	0	0	1	0	3	0	1	0	0
Corynebacterium_diphtheriae_NCTC_13129	0	0	0	0	0	0	0	1	0	0	0	0
Corynebacterium_jeikeium	3	3	5	2	2	4	13	4	5	5	0	0
Corynebacterium_jeikeium_K411	0	0	2	0	1	1	7	2	6	2	1	1
Corynebacterium_kroppenstedtii	0	1	2	5	6	12	5	9	3	4	0	4
Corynebacterium_kroppenstedtii_DSM_44385	1	1	1	0	1	0	0	1	1	4	0	0
Corynebacterium_maris	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_maris_DSM_45190	13	8	19	20	26	21	19	39	34	17	3	2
Corynebacterium_matruchotii	3	4	3	1	14	6	5	3	9	3	2	2
Corynebacterium_minutissimum	0	1	1	7	1	9	3	5	6	0	1	0
Corynebacterium_pseudotuberculosis	0	0	0	4	0	2	1	3	0	0	1	0
Corynebacterium_pseudotuberculosis_Cp162	0	0	0	0	1	0	2	0	1	0	0	0
Corynebacterium_renale	2	0	0	1	0	0	0	1	5	3	0	0
Corynebacterium_segmentosum	2	0	2	2	3	2	0	3	5	1	0	0
Corynebacterium_sphenisci	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_sphenisci_DSM_44792	6	8	17	23	14	8	23	15	28	24	12	4
Corynebacterium_stationis	3	3	1	1	2	1	0	2	2	0	0	3
Corynebacterium_striatum	0	3	3	5	2	6	6	3	5	3	2	0
Corynebacterium_urealyticum	1	3	5	2	3	2	6	1	2	4	1	1
Corynebacterium_ureicelerivorans	1	2	5	0	0	6	9	4	1	12	4	0
Corynebacterium_xerosis	2	3	12	6	10	6	5	23	21	24	1	10
Cowpox_virus	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii	0	0	0	2	0	3	1	3	10	8	0	4
Coxiella_burnetii_Dugway_5J108-111	0	0	0	2	0	0	0	1	1	3	0	0
Coxiella_burnetii_str._Schperling	0	0	0	0	0	3	0	0	6	3	1	2
Cryptosporidium	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium_parvum	0	0	0	0	0	0	0	0	0	0	0	0
Deltaretrovirus	0	0	0	0	0	0	0	0	0	0	0	0
Ectromelia_virus	0	0	0	0	2	0	0	0	0	0	0	0
Ehrlichia_canis	0	0	0	0	0	0	0	0	0	0	0	0
Ehrlichia_canis_str._Jake	0	0	0	0	0	0	0	1	0	2	0	0
Enterococcus_avium	5	0	0	0	2	0	4	4	3	1	1	0
Enterococcus_casseliflavus	2	0	0	1	0	4	1	11	1	7	0	0
Enterococcus_casseliflavus_EC20	1	0	0	0	0	0	0	0	1	0	1	0
Enterococcus_cecorum	0	1	6	7	1	2	2	2	0	1	1	0
Enterococcus_durans	3	0	0	0	1	1	0	0	1	2	0	0
Enterococcus_faecalis	7	1	0	1	0	1	1	3	3	7	0	1
Enterococcus_faecalis_62	0	0	0	0	1	0	0	0	0	0	0	0
Enterococcus_faecalis_ATCC_29212	1	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecium	1	3	1	0	0	0	3	1	2	2	0	0
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	1	0	0	0	0	2	2	0	0	0	0	0
Enterococcus_hirae	0	0	0	0	2	2	0	1	0	0	1	0
Enterococcus_hirae_ATCC_9790	0	0	0	0	0	3	0	1	0	0	0	0
Enterococcus_mundtii	0	1	0	0	2	1	1	2	2	5	0	0
Enterovirus_B	0	0	0	0	0	0	0	0	0	0	0	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0	0	0	0	0	0	0	0	0	0	0	0
Equine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelothrix_rhusiopathiae	3	1	0	0	1	0	0	3	2	1	0	0
Erysipelothrix_rhusiopathiae_str._Fujisawa	0	1	0	0	0	0	0	1	0	0	0	0
Erythroparvovirus	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli	44	40	36	19	31	35	25	33	31	23	3	7
Escherichia_coli_042	0	0	0	0	0	0	1	0	0	0	0	0
Escherichia_coli_ED1a	2	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_ETEC_H10407	0	0	0	0	0	1	0	0	0	0	0	0
Escherichia_coli_Nissle_1917	0	0	0	0	0	0	1	0	1	0	1	0
Escherichia_coli_O104:H4	0	0	0	0	0	2	0	0	0	0	0	0
Escherichia_coli_O111	0	0	0	0	0	0	0	1	0	0	0	0
Escherichia_coli_O111:NM	0	0	0	0	0	0	0	1	0	0	0	0
Escherichia_coli_O139	0	0	1	2	1	0	0	0	0	0	0	0
Escherichia_coli_O145_str._RM9872	0	0	0	0	0	0	0	0	0	1	0	0
Escherichia_coli_O150	0	0	0	1	0	0	0	0	0	0	0	0
