Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	1	4	4	1	0	2	2	5	4	2	2
Actinobacillus_pleuropneumoniae	1	0	3	12	1	10	8	3	6	8	1	10
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	0	1	0	0	1	1	1	6	2	1	1	0
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0	0	0	2	2	2	2	3	0	1	1	0
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0	0	0	4	3	0	0	2	0	0	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	1	0	3	2	2	3	1	1	1	0	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	0	0	0	0	0	2	0	0	0
Bartonella_henselae	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	0	0	0	1	5	5	6	10	10	11	0	1
Bordetella_bronchiseptica	0	1	1	2	0	1	7	4	7	5	1	3
Bordetella_genomosp._13	0	1	3	5	5	2	4	6	7	2	1	2
Bordetella_pertussis	0	0	0	2	1	1	0	5	0	1	1	1
Bordetella_pertussis_137	0	0	0	0	0	0	2	0	2	0	0	0
Bordetella_pertussis_18323	0	0	0	0	0	0	0	0	0	2	0	0
Bordetella_petrii	0	0	2	3	8	1	5	4	5	1	2	1
Bordetella_trematum	0	0	3	0	0	3	8	3	2	3	0	3
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	0	0	0	0	0	1	0	0	0	0
Brucella_suis	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cepacia	1	1	6	3	5	1	12	10	5	8	0	7
Burkholderia_cepacia_ATCC_25416	3	0	2	0	1	4	11	1	5	0	1	0
Burkholderia_cepacia_JBK9	5	0	2	0	2	4	1	6	4	2	0	0
Burkholderia_gladioli	2	1	4	7	7	9	2	12	13	15	0	7
Burkholderia_gladioli_BSR3	0	2	3	1	3	1	3	2	5	4	0	0
Burkholderia_gladioli_pv._gladioli	1	1	3	6	7	1	3	8	14	6	2	1
Burkholderia_mallei	0	0	0	3	0	1	0	0	0	0	0	0
Burkholderia_mallei_NCTC_10229	0	0	0	0	2	0	0	0	0	0	0	0
Burkholderia_mallei_NCTC_10247	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_multivorans	2	7	10	9	15	19	12	20	4	7	4	3
Burkholderia_multivorans_ATCC_17616	1	3	2	5	1	8	3	5	2	3	0	0
Burkholderia_multivorans_ATCC_BAA-247	3	1	4	1	2	1	0	3	6	5	1	2
Burkholderia_pseudomallei	3	7	3	2	7	7	2	5	7	5	2	1
Burkholderia_pseudomallei_1106b	0	0	0	0	0	1	0	1	0	0	0	0
Burkholderia_pseudomallei_1710a	0	0	0	0	0	0	0	3	0	0	0	0
Burkholderia_pseudomallei_1710b	0	0	0	0	0	0	0	2	0	0	0	0
Burkholderia_pseudomallei_7894	0	0	0	0	0	2	1	0	3	0	0	0
Burkholderia_pseudomallei_B03	0	0	0	0	0	0	1	1	0	0	0	0
Burkholderia_pseudomallei_MSHR1153	0	0	0	0	0	0	1	0	0	0	0	0
Burkholderia_pseudomallei_MSHR2543	0	0	0	0	0	0	1	0	0	0	0	0
Burkholderia_pseudomallei_MSHR346	0	0	0	0	0	0	0	0	0	0	0	2
Burkholderia_pseudomallei_MSHR435	0	0	0	0	0	0	0	1	0	0	1	0
Burkholderia_pseudomallei_Pasteur_52237	0	0	0	0	0	0	2	0	0	0	0	0
Campylobacter_coli	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_RM1875	1	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp._venerealis_str._84-112	0	0	0	0	1	0	0	0	0	0	0	0
Campylobacter_gracilis	0	1	0	0	0	0	2	1	1	0	0	0
Campylobacter_showae	0	0	0	1	3	0	3	1	3	2	1	0
Canine_morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae_GPIC	0	1	0	0	0	0	0	0	0	0	0	0
Chlamydia_felis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_muridarum	0	0	1	0	0	0	0	0	0	0	0	0
Chlamydia_pecorum	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_psittaci	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_suis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_trachomatis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_ammoniagenes	0	0	0	0	0	0	1	0	0	0	0	0
Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_bovis	0	2	2	4	0	0	0	6	4	3	1	0
Corynebacterium_crudilactis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_diphtheriae	0	0	0	0	0	1	0	1	0	0	0	0
Corynebacterium_diphtheriae_HC03	0	0	0	0	0	1	0	0	0	1	0	0
Corynebacterium_diphtheriae_HC04	0	0	0	0	0	0	2	0	0	0	0	0
Corynebacterium_jeikeium	0	0	0	2	0	1	0	1	0	1	1	0
Corynebacterium_jeikeium_K411	0	2	0	1	1	0	0	0	0	2	0	0
Corynebacterium_kroppenstedtii	0	0	1	0	0	0	0	0	0	0	0	0
Corynebacterium_kroppenstedtii_DSM_44385	0	0	1	0	0	1	0	0	0	0	0	0
Corynebacterium_maris	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_maris_DSM_45190	0	0	0	0	2	3	0	6	4	5	0	1
Corynebacterium_matruchotii	1	0	0	0	1	0	0	3	0	0	0	0
Corynebacterium_minutissimum	0	0	1	0	2	0	0	0	0	1	0	0
Corynebacterium_pseudotuberculosis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_renale	0	0	1	1	0	2	0	0	0	0	0	0
Corynebacterium_segmentosum	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_sphenisci	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_sphenisci_DSM_44792	0	1	1	5	9	5	7	3	14	2	0	1
Corynebacterium_stationis	0	0	0	0	0	0	2	0	0	0	0	0
Corynebacterium_striatum	0	0	0	0	0	3	0	0	0	0	0	0
Corynebacterium_urealyticum	0	2	1	0	0	0	0	3	4	1	0	0
Corynebacterium_ureicelerivorans	0	1	0	1	2	0	0	2	0	0	0	0
Corynebacterium_xerosis	0	0	5	2	5	1	0	1	4	5	1	0
Cowpox_virus	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii_Dugway_5J108-111	0	0	0	0	0	0	0	0	0	0	0	1
Cryptosporidium	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium_parvum	0	0	0	0	0	0	0	0	0	0	0	0
Deltaretrovirus	0	0	0	0	0	0	0	0	0	0	0	0
Ehrlichia_canis	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_avium	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_casseliflavus	0	1	0	0	0	1	0	0	0	0	0	0
Enterococcus_cecorum	0	2	0	0	0	1	1	0	0	1	0	0
Enterococcus_durans	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	0	0	0	0	0	0	1	0	0	0	0	0
Enterococcus_faecium	0	1	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	0	1	0	0	0	0	0	0	0	0	0	0
Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_mundtii	0	0	0	0	0	0	0	0	0	0	0	0
Enterovirus_B	0	0	0	0	0	0	0	0	0	0	0	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0	0	0	0	0	0	0	0	0	0	0	0
Equine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelothrix_rhusiopathiae	0	0	0	0	0	0	0	0	0	0	0	0
Erythroparvovirus	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli	2	0	1	0	0	0	0	0	0	0	0	0
Escherichia_coli_ETEC_H10407	0	0	0	0	0	0	0	1	0	0	0	0
Escherichia_coli_O111	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O157:H7	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O26	0	0	0	0	0	0	0	0	0	0	0	0
Francisella_tularensis	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	64	151	183	167	147	99	75	55	31	17	4	11
Fusobacterium_canifelinum	19	35	50	45	33	13	23	6	6	4	4	4
Fusobacterium_gastrosuis	2	3	2	0	6	6	3	5	2	0	2	2
Fusobacterium_gonidiaformans_ATCC_25563	1	3	0	4	1	0	0	1	2	0	0	0
Fusobacterium_hwasookii	3	8	15	11	19	7	7	5	5	8	2	2
Fusobacterium_hwasookii_ChDC_F174	2	1	11	11	6	7	6	13	1	2	0	3
Fusobacterium_hwasookii_ChDC_F206	0	4	9	3	5	12	2	0	0	0	0	1
Fusobacterium_mortiferum_ATCC_9817	0	0	0	0	1	0	0	1	0	0	0	0
Fusobacterium_necrophorum	10	16	13	14	4	11	7	2	8	0	0	0
Fusobacterium_necrophorum_subsp._funduliforme	26	16	33	23	11	12	8	4	6	0	3	1
Fusobacterium_necrophorum_subsp._necrophorum	6	17	23	12	7	12	5	4	4	0	3	2
