#Position (bp)	mapping quality
2242.5	37.0
6726.5	0.0
11210.5	37.0
15694.5	0.5456394609712687
20178.5	0.12938374214473952
24662.5	0.0
29146.5	14.154170176916596
33630.5	37.0
38114.5	37.0
42598.5	37.0
47082.5	37.0
51566.5	37.0
56050.5	33.10025706940874
60534.5	36.45985401459854
65018.5	34.67300380228137
69502.5	37.0
73986.5	36.8587786259542
78470.5	0.0
82954.5	0.35961503975133
87438.5	0.0
91922.5	37.0
96406.5	37.0
100890.5	36.3125
105374.5	37.0
109858.5	37.0
114342.5	37.0
118826.5	37.0
123310.5	37.0
127794.5	37.0
132278.5	0.0
136762.5	36.03076923076923
141246.5	37.0
145730.5	33.78
150214.5	37.0
154698.5	37.0
159182.5	37.0
163666.5	37.0
168150.5	0.0
172634.5	37.0
177118.5	37.0
181602.5	37.0
186086.5	37.0
190570.5	37.0
195054.5	37.0
199538.5	35.8
204022.5	37.0
208506.5	37.0
212990.5	37.0
217474.5	37.0
221958.5	37.0
226442.5	37.0
230926.5	37.0
235410.5	33.835087719298244
239894.5	0.06616136249486325
244378.5	0.6912487708947886
248862.5	35.36363636363637
253346.5	37.0
257830.5	37.0
262314.5	34.889763779527556
266798.5	34.096774193548384
271282.5	37.0
275766.5	37.0
280250.5	37.0
284734.5	36.92008639308855
289218.5	37.0
293702.5	37.0
298186.5	25.0
302670.5	0.0
307154.5	0.0
311638.5	37.0
316122.5	37.0
320606.5	37.0
325090.5	37.0
329574.5	37.0
334058.5	37.0
338542.5	37.0
343026.5	37.0
347510.5	37.0
351994.5	37.0
356478.5	37.0
360962.5	37.0
365446.5	36.26802218114602
369930.5	37.0
374414.5	37.0
378898.5	37.0
383382.5	37.0
387866.5	37.0
392350.5	37.0
396834.5	34.757009345794394
401318.5	37.0
405802.5	37.0
410286.5	37.0
414770.5	37.0
419254.5	0.0
423738.5	1.0669699534490056
428222.5	37.0
432706.5	37.0
437190.5	0.0
441674.5	0.0
446158.5	33.48780487804878
450642.5	37.0
455126.5	37.0
459610.5	35.77018633540373
464094.5	37.0
468578.5	37.0
473062.5	37.0
477546.5	37.0
482030.5	37.0
486514.5	32.95505617977528
490998.5	37.0
495482.5	37.0
499966.5	37.0
504450.5	37.0
508934.5	37.0
513418.5	37.0
517902.5	0.0
522386.5	37.0
526870.5	37.0
531354.5	35.643478260869564
535838.5	37.0
540322.5	37.0
544806.5	37.0
549290.5	36.3033381712627
553774.5	37.0
558258.5	32.62352941176471
562742.5	0.0
567226.5	37.0
571710.5	37.0
576194.5	37.0
580678.5	37.0
585162.5	37.0
589646.5	37.0
594130.5	37.0
598614.5	37.0
603098.5	37.0
607582.5	37.0
612066.5	35.995215311004785
616550.5	37.0
621034.5	37.0
625518.5	37.0
630002.5	36.15909090909091
634486.5	37.0
638970.5	37.0
643454.5	37.0
647938.5	0.0
652422.5	37.0
656906.5	37.0
661390.5	37.0
665874.5	37.0
670358.5	37.0
674842.5	0.0
679326.5	37.0
683810.5	37.0
688294.5	37.0
692778.5	37.0
697262.5	37.0
701746.5	0.0
706230.5	30.300613496932517
710714.5	0.0
715198.5	0.0
719682.5	0.0
724166.5	0.0
728650.5	35.278514588859416
733134.5	37.0
737618.5	37.0
742102.5	37.0
746586.5	29.5
751070.5	37.0
755554.5	37.0
760038.5	37.0
764522.5	37.0
769006.5	37.0
773490.5	37.0
777974.5	37.0
782458.5	37.0
786942.5	37.0
791426.5	37.0
795910.5	37.0
800394.5	37.0
804878.5	32.12871287128713
809362.5	37.0
813846.5	37.0
818330.5	37.0
822814.5	37.0
827298.5	37.0
831782.5	37.0
836266.5	37.0
840750.5	37.0
845234.5	37.0
849718.5	37.0
854202.5	37.0
858686.5	0.0
863170.5	37.0
867654.5	37.0
872138.5	37.0
876622.5	37.0
881106.5	37.0
885590.5	37.0
890074.5	37.0
894558.5	0.0
899042.5	0.0
903526.5	37.0
908010.5	37.0
912494.5	37.0
916978.5	37.0
921462.5	37.0
925946.5	37.0
930430.5	0.0
934914.5	37.0
939398.5	37.0
943882.5	37.0
948366.5	37.0
952850.5	37.0
957334.5	37.0
961818.5	37.0
966302.5	37.0
970786.5	33.78048780487805
975270.5	37.0
979754.5	37.0
984238.5	37.0
988722.5	37.0
993206.5	37.0
997690.5	37.0
1002174.5	0.0
1006658.5	37.0
1011142.5	37.0
1015626.5	28.902439024390244
1020110.5	37.0
1024594.5	37.0
1029078.5	37.0
1033562.5	25.0
1038046.5	37.0
1042530.5	0.0
1047014.5	35.32
1051498.5	37.0
1055982.5	37.0
1060466.5	36.907960199004975
1064950.5	37.0
1069434.5	0.0
1073918.5	37.0
1078402.5	37.0
1082886.5	35.18705035971223
1087370.5	37.0
1091854.5	37.0
1096338.5	37.0
1100822.5	37.0
1105306.5	37.0
1109790.5	37.0
1114274.5	37.0
1118758.5	37.0
1123242.5	37.0
1127726.5	37.0
1132210.5	37.0
1136694.5	37.0
1141178.5	37.0
1145662.5	37.0
1150146.5	34.8698224852071
1154630.5	0.0
1159114.5	37.0
1163598.5	37.0
1168082.5	37.0
1172566.5	37.0
1177050.5	37.0
1181534.5	37.0
1186018.5	37.0
1190502.5	37.0
1194986.5	37.0
1199470.5	37.0
1203954.5	18.293413173652695
1208438.5	0.0
1212922.5	37.0
1217406.5	37.0
1221890.5	37.0
1226374.5	37.0
1230858.5	25.777251184834125
1235342.5	37.0
1239826.5	31.916666666666668
1244310.5	34.91058823529412
1248794.5	18.3954802259887
