Node	NumberOfAssignedReads
Actinobacillus_equuli	1
Actinobacillus_pleuropneumoniae	0
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	1
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	1
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella_bronchialis	23
Bordetella_bronchiseptica	13
Bordetella_genomosp._13	18
Bordetella_pertussis	3
Bordetella_pertussis_137	2
Bordetella_pertussis_18323	1
Bordetella_petrii	29
Bordetella_trematum	14
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	0
Brucella_canis	0
Brucella_melitensis	0
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	0
Brucella_suis_019	1
Burkholderia_cepacia	20
Burkholderia_cepacia_ATCC_25416	3
Burkholderia_cepacia_JBK9	3
Burkholderia_gladioli	33
Burkholderia_gladioli_BSR3	10
Burkholderia_gladioli_pv._gladioli	32
Burkholderia_mallei	0
Burkholderia_multivorans	32
Burkholderia_multivorans_ATCC_17616	8
Burkholderia_multivorans_ATCC_BAA-247	4
Burkholderia_pseudomallei	13
Burkholderia_pseudomallei_1106b	2
Burkholderia_pseudomallei_1710a	1
Burkholderia_pseudomallei_1710b	1
Burkholderia_pseudomallei_7894	1
Burkholderia_pseudomallei_MSHR2543	1
Burkholderia_pseudomallei_MSHR346	1
Burkholderia_pseudomallei_MSHR435	2
Burkholderia_pseudomallei_NCTC_13179	1
Burkholderia_pseudomallei_Pasteur_52237	1
Campylobacter_coli	0
Campylobacter_fetus	0
Campylobacter_fetus_subsp._testudinum	1
Campylobacter_gracilis	1
Campylobacter_showae	0
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_caviae_GPIC	1
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	4
Corynebacterium_amycolatum	1
Corynebacterium_bovis	4
Corynebacterium_crudilactis	0
Corynebacterium_diphtheriae	3
Corynebacterium_jeikeium	0
Corynebacterium_jeikeium_K411	1
Corynebacterium_kroppenstedtii	2
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	7
Corynebacterium_matruchotii	1
Corynebacterium_minutissimum	6
Corynebacterium_pseudotuberculosis	0
Corynebacterium_renale	1
Corynebacterium_segmentosum	1
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	16
Corynebacterium_stationis	1
Corynebacterium_striatum	3
Corynebacterium_urealyticum	6
Corynebacterium_ureicelerivorans	1
Corynebacterium_xerosis	3
Cowpox_virus	0
Coxiella_burnetii	0
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	1
Enterococcus_casseliflavus	1
Enterococcus_cecorum	0
Enterococcus_durans	0
Enterococcus_faecalis	2
Enterococcus_faecium	0
Enterococcus_hirae	0
Enterococcus_mundtii	1
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	0
Erythroparvovirus	0
Escherichia_coli	14
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	1
Escherichia_coli_O26	0
Francisella_tularensis	0
Fusobacterium	1
Fusobacterium_gastrosuis	1
Fusobacterium_nucleatum	1
Fusobacterium_nucleatum_subsp._polymorphum	1
Fusobacterium_nucleatum_subsp._vincentii	1
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	1
Fusobacterium_pseudoperiodonticum	2
Fusobacterium_ulcerans_ATCC_49185	1
Fusobacterium_varium_ATCC_27725	1
Goatpox_virus	0
Haemophilus_influenzae	1
Haemophilus_influenzae_2019	1
Haemophilus_influenzae_KR494	1
Helicobacter_cinaedi	2
Helicobacter_pylori	2
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Human_adenovirus_1	0
Human_adenovirus_2	0
Human_adenovirus_35	0
Human_adenovirus_5	0
Human_adenovirus_54	0
Human_adenovirus_7	0
Human_alphaherpesvirus_1	0
Human_alphaherpesvirus_2	0
Human_alphaherpesvirus_3	0
Human_gammaherpesvirus_4	0
Human_herpesvirus_4_type_2	0
Human_mastadenovirus_C	0
JC_polyomavirus	0
Klebsiella_aerogenes	2
Klebsiella_aerogenes_EA1509E	1
Klebsiella_michiganensis	5
Klebsiella_oxytoca	1
Klebsiella_pneumoniae	3
