Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	30	5	5	5	Off	Off
Bordetella_bronchiseptica	25	3	6	6	Off	Off
Bordetella_genomosp._13	40	7	8	8	Off	Off
Bordetella_pertussis	7	0	0	0	On	Off
Bordetella_pertussis_18323	1	1	2	2	Off	Off
Bordetella_petrii	44	9	9	9	Off	Off
Bordetella_trematum	12	0	0	0	On	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	20	6	8	8	Off	Off
Burkholderia_cepacia_ATCC_25416	9	1	5	5	Off	Off
Burkholderia_cepacia_JBK9	7	1	1	1	Off	Off
Burkholderia_gladioli	45	9	32	32	Off	Off
Burkholderia_gladioli_BSR3	11	0	0	0	On	Off
Burkholderia_gladioli_pv._gladioli	45	8	33	33	Off	Off
Burkholderia_mallei	1	0	0	0	On	Off
Burkholderia_multivorans	40	4	15	15	Off	Off
Burkholderia_multivorans_ATCC_17616	8	1	3	3	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	12	2	7	7	Off	Off
Burkholderia_pseudomallei	13	2	9	9	Off	Off
Burkholderia_pseudomallei_B03	4	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR2543	1	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR346	2	0	0	0	On	Off
Burkholderia_pseudomallei_NCTC_13179	1	0	0	0	On	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	1	0	0	0	On	Off
Campylobacter_gracilis	1	0	0	0	On	Off
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
