Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	0	0	0	0	na	na
Bordetella_bronchiseptica	2	0	0	0	On	Off
Bordetella_genomosp._13	7	2	2	2	Off	Off
Bordetella_pertussis	1	0	0	0	On	Off
Bordetella_petrii	5	2	2	2	Off	Off
Bordetella_trematum	3	0	0	0	On	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	1	0	0	0	On	Off
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_abortus_bv._6_str._870	1	0	0	0	On	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	4	0	0	0	On	Off
Burkholderia_cepacia_ATCC_25416	1	0	0	0	On	Off
Burkholderia_cepacia_JBK9	3	0	0	0	On	Off
Burkholderia_gladioli	8	0	0	0	On	Off
Burkholderia_gladioli_BSR3	1	0	0	0	On	Off
Burkholderia_gladioli_pv._gladioli	5	0	0	0	On	Off
Burkholderia_mallei	0	0	0	0	na	na
Burkholderia_mallei_NCTC_10247	1	0	0	0	On	Off
Burkholderia_multivorans	10	1	1	1	Off	Off
Burkholderia_multivorans_ATCC_17616	1	0	0	0	On	Off
Burkholderia_multivorans_ATCC_BAA-247	1	1	2	2	Off	Off
Burkholderia_pseudomallei	3	2	20	20	Off	Off
Burkholderia_pseudomallei_MSHR435	1	0	0	0	On	Off
Burkholderia_pseudomallei_NCTC_13179	5	2	2	2	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	0	0	0	0	na	na
Campylobacter_showae	0	0	0	0	na	na
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
