Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	10	1	1	1	Off	Off
Bordetella_bronchiseptica	7	1	2	2	Off	Off
Bordetella_genomosp._13	14	3	3	3	Off	Off
Bordetella_pertussis	3	0	0	0	On	Off
Bordetella_pertussis_137	2	1	7	7	Off	Off
Bordetella_pertussis_18323	1	0	0	0	On	Off
Bordetella_petrii	8	0	0	0	On	Off
Bordetella_trematum	5	2	3	3	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	7	2	3	3	Off	Off
Burkholderia_cepacia_ATCC_25416	3	1	3	3	Off	Off
Burkholderia_gladioli	17	1	6	6	Off	Off
Burkholderia_gladioli_BSR3	5	0	0	0	On	Off
Burkholderia_gladioli_pv._gladioli	25	5	19	19	Off	Off
Burkholderia_mallei	1	0	0	0	On	Off
Burkholderia_multivorans	18	2	2	2	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	7	0	0	0	On	Off
Burkholderia_pseudomallei	8	1	3	3	Off	Off
Burkholderia_pseudomallei_7894	1	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR1153	1	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR435	1	0	0	0	On	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	0	0	0	0	na	na
Campylobacter_showae	1	0	0	0	On	Off
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_felis_Fe/C-56	1	0	0	0	On	Off
Chlamydia_muridarum	0	0	0	0	na	na
