Taxon	Reference	AverageCoverage	Coverge_StandardDeviation	percCoveredHigher1	percCoveredHigher2	percCoveredHigher3	percCoveredHigher4	percCoveredHigher5
Actinobacillus_equuli	Actinobacillus_equuli	0.002	0.004	0.002	0	0	0	0
Actinobacillus_pleuropneumoniae	Actinobacillus_pleuropneumoniae	0.002	0.003	0.002	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	Actinobacillus_pleuropneumoniae_serovar_4_str._M62	0.001	0.002	0.001	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0.001	0.002	0.001	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0.001	0.002	0.001	0	0	0	0
African_swine_fever_virus	NA	0	0	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	0	0	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0	0	0
Bartonella_quintana_RM-11	Bartonella_quintana	0	0	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0	0	0	0	0	0	0
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0	0	0	0	0	0	0
Bordetella_genomosp._13	Bordetella_genomosp._13	0	0.001	0	0	0	0	0
Bordetella_pertussis	Bordetella_pertussis	0	0	0	0	0	0	0
Bordetella_pertussis_137	Bordetella_pertussis_137	0	0	0	0	0	0	0
Bordetella_pertussis_18323	Bordetella_pertussis	0	0	0	0	0	0	0
Bordetella_petrii	Bordetella_petrii	0	0.001	0	0	0	0	0
Bordetella_trematum	Bordetella_trematum	0	0	0	0	0	0	0
Borrelia_crocidurae	Borrelia_crocidurae_DOU	0	0	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0	0	0
Borreliella_burgdorferi	Borreliella_burgdorferi	0	0	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0	0	0
Brucella_abortus	NA	0	0	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0	0	0
Brucella_melitensis	NA	0	0	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0	0	0
Brucella_suis	NA	0	0	0	0	0	0	0
Burkholderia_cepacia	Burkholderia_cepacia	0	0	0	0	0	0	0
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0	0	0	0	0	0	0
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0	0	0	0	0	0	0
Burkholderia_gladioli	Burkholderia_gladioli	0	0	0	0	0	0	0
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0	0	0	0	0	0	0
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0	0	0	0	0	0	0
Burkholderia_mallei	Burkholderia_mallei	0	0	0	0	0	0	0
Burkholderia_mallei_NCTC_10247	Burkholderia_mallei_NCTC_10247	0	0	0	0	0	0	0
Burkholderia_multivorans	Burkholderia_multivorans	0	0	0	0	0	0	0
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0	0	0	0	0	0	0
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0	0	0	0	0	0	0
Burkholderia_pseudomallei	Burkholderia_pseudomallei_1710b	0	0	0	0	0	0	0
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei	0	0	0	0	0	0	0
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei	0	0	0	0	0	0	0
Burkholderia_pseudomallei_MSHR346	Burkholderia_pseudomallei	0	0	0	0	0	0	0
Burkholderia_pseudomallei_NCTC_13179	Burkholderia_pseudomallei_NCTC_13179	0	0	0	0	0	0	0
Burkholderia_pseudomallei_Pasteur_52237	Burkholderia_pseudomallei_Pasteur_52237	0	0	0	0	0	0	0
Campylobacter_coli	NA	0	0	0	0	0	0	0
Campylobacter_fetus	Campylobacter_fetus_subsp._testudinum_Sp3	0	0	0	0	0	0	0
Campylobacter_fetus_subsp._venerealis_str._84-112	Campylobacter_fetus	0	0	0	0	0	0	0
Campylobacter_gracilis	NA	0	0	0	0	0	0	0
Campylobacter_showae	Campylobacter_showae	0	0	0	0	0	0	0
Canine_morbillivirus	NA	0	0	0	0	0	0	0
Chlamydia_abortus	NA	0	0	0	0	0	0	0
Chlamydia_caviae	NA	0	0	0	0	0	0	0
Chlamydia_felis	NA	0	0	0	0	0	0	0
Chlamydia_muridarum	NA	0	0	0	0	0	0	0
Chlamydia_pecorum	NA	0	0	0	0	0	0	0
Chlamydia_pneumoniae	NA	0	0	0	0	0	0	0
Chlamydia_psittaci	NA	0	0	0	0	0	0	0
Chlamydia_suis	NA	0	0	0	0	0	0	0
Chlamydia_trachomatis	NA	0	0	0	0	0	0	0
Corynebacterium_ammoniagenes	NA	0	0	0	0	0	0	0
Corynebacterium_amycolatum	Corynebacterium_amycolatum	0	0	0	0	0	0	0
Corynebacterium_bovis	Corynebacterium_bovis	0	0	0	0	0	0	0
Corynebacterium_crudilactis	Corynebacterium_crudilactis	0	0	0	0	0	0	0
Corynebacterium_diphtheriae	Corynebacterium_diphtheriae	0	0	0	0	0	0	0
Corynebacterium_jeikeium	Corynebacterium_jeikeium	0	0	0	0	0	0	0
Corynebacterium_jeikeium_K411	Corynebacterium_jeikeium_K411	0	0	0	0	0	0	0
Corynebacterium_kroppenstedtii	Corynebacterium_kroppenstedtii	0	0	0	0	0	0	0
Corynebacterium_kroppenstedtii_DSM_44385	Corynebacterium_kroppenstedtii_DSM_44385	0	0	0	0	0	0	0
Corynebacterium_maris	NA	0	0	0	0	0	0	0
Corynebacterium_maris_DSM_45190	Corynebacterium_maris_DSM_45190	0	0	0	0	0	0	0
Corynebacterium_matruchotii	Corynebacterium_matruchotii	0	0	0	0	0	0	0
Corynebacterium_minutissimum	Corynebacterium_minutissimum	0	0	0	0	0	0	0
Corynebacterium_pseudotuberculosis	NA	0	0	0	0	0	0	0
Corynebacterium_renale	Corynebacterium_renale	0	0	0	0	0	0	0
Corynebacterium_segmentosum	Corynebacterium_segmentosum	0	0	0	0	0	0	0
Corynebacterium_sphenisci	NA	0	0	0	0	0	0	0
Corynebacterium_sphenisci_DSM_44792	Corynebacterium_sphenisci_DSM_44792	0	0.001	0	0	0	0	0
Corynebacterium_stationis	NA	0	0	0	0	0	0	0
Corynebacterium_striatum	Corynebacterium_striatum	0	0	0	0	0	0	0
Corynebacterium_urealyticum	Corynebacterium_urealyticum	0	0	0	0	0	0	0
Corynebacterium_ureicelerivorans	Corynebacterium_ureicelerivorans	0	0	0	0	0	0	0
Corynebacterium_xerosis	Corynebacterium_xerosis	0	0	0	0	0	0	0
Cowpox_virus	NA	0	0	0	0	0	0	0
Coxiella_burnetii	Coxiella_burnetii_str._Schperling	0	0	0	0	0	0	0
Coxiella_burnetii_str._Schperling	Coxiella_burnetii_str._Schperling	0	0	0	0	0	0	0
Cryptosporidium	NA	0	0	0	0	0	0	0
Cryptosporidium_parvum	NA	0	0	0	0	0	0	0
Deltaretrovirus	NA	0	0	0	0	0	0	0
Ehrlichia_canis	NA	0	0	0	0	0	0	0
Enterococcus_avium	Enterococcus_avium	0	0	0	0	0	0	0
Enterococcus_casseliflavus	Enterococcus_casseliflavus	0	0	0	0	0	0	0
Enterococcus_casseliflavus_EC20	Enterococcus_casseliflavus_EC20	0	0	0	0	0	0	0
Enterococcus_cecorum	Enterococcus_cecorum	0	0	0	0	0	0	0
Enterococcus_durans	Enterococcus_durans	0	0	0	0	0	0	0
Enterococcus_faecalis	Enterococcus_faecalis	0	0	0	0	0	0	0
Enterococcus_faecalis_R712	Enterococcus_faecalis	0	0	0	0	0	0	0
Enterococcus_faecium	Enterococcus_faecium	0	0	0	0	0	0	0
Enterococcus_hirae	NA	0	0	0	0	0	0	0
Enterococcus_mundtii	Enterococcus_mundtii	0	0	0	0	0	0	0
Enterovirus_B	NA	0	0	0	0	0	0	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	NA	0	0	0	0	0	0	0
Equine_rhinitis_A_virus	NA	0	0	0	0	0	0	0
Erysipelothrix_rhusiopathiae	Erysipelothrix_rhusiopathiae	0	0	0	0	0	0	0
Erysipelothrix_rhusiopathiae_str._Fujisawa	Erysipelothrix_rhusiopathiae	0	0	0	0	0	0	0
Erythroparvovirus	NA	0	0	0	0	0	0	0
Escherichia_coli	Escherichia_coli	0	0	0	0	0	0	0
Escherichia_coli_Nissle_1917	Escherichia_coli	0	0	0	0	0	0	0
Escherichia_coli_O111	NA	0	0	0	0	0	0	0
Escherichia_coli_O139	Escherichia_coli	0	0	0	0	0	0	0
Escherichia_coli_O150	Escherichia_coli_O150	0	0	0	0	0	0	0
Escherichia_coli_O157:H7	NA	0	0	0	0	0	0	0
Escherichia_coli_O158	Escherichia_coli_O158	0	0	0	0	0	0	0
Escherichia_coli_O25:NM	Escherichia_coli	0	0.001	0	0	0	0	0
Escherichia_coli_O26	NA	0	0	0	0	0	0	0
Escherichia_coli_O78	Escherichia_coli_O78	0	0	0	0	0	0	0
Escherichia_coli_O7:K1_str._CE10	Escherichia_coli_O7:K1_str._CE10	0	0	0	0	0	0	0
Escherichia_coli_PMV-1	Escherichia_coli	0	0	0	0	0	0	0
Escherichia_coli_UMNF18	Escherichia_coli_UMNF18	0	0	0	0	0	0	0
Francisella_tularensis	NA	0	0	0	0	0	0	0
Fusobacterium	Fusobacterium_canifelinum	0.002	0.003	0.002	0	0	0	0
Fusobacterium_canifelinum	Fusobacterium_canifelinum	0.001	0.002	0.001	0	0	0	0
Fusobacterium_gastrosuis	Fusobacterium_gastrosuis	0.001	0.001	0.001	0	0	0	0
Fusobacterium_gonidiaformans_ATCC_25563	Fusobacterium_gonidiaformans_ATCC_25563	0	0	0	0	0	0	0
Fusobacterium_hwasookii	Fusobacterium_hwasookii	0	0.001	0	0	0	0	0
Fusobacterium_hwasookii_ChDC_F174	Fusobacterium_hwasookii_ChDC_F174	0	0	0	0	0	0	0
Fusobacterium_hwasookii_ChDC_F206	Fusobacterium_hwasookii_ChDC_F206	0	0.001	0	0	0	0	0
Fusobacterium_mortiferum_ATCC_9817	Fusobacterium_mortiferum_ATCC_9817	0	0	0	0	0	0	0
Fusobacterium_necrophorum	Fusobacterium_necrophorum	0.001	0.003	0.001	0	0	0	0
Fusobacterium_necrophorum_subsp._funduliforme	Fusobacterium_necrophorum_subsp._funduliforme	0.002	0.004	0.002	0	0	0	0
Fusobacterium_necrophorum_subsp._necrophorum	Fusobacterium_necrophorum_subsp._necrophorum	0.001	0.002	0.001	0	0	0	0
Fusobacterium_nucleatum	Fusobacterium_nucleatum	0.001	0.002	0.001	0	0	0	0
Fusobacterium_nucleatum_subsp._animalis	Fusobacterium_nucleatum_subsp._animalis	0.001	0.003	0.001	0	0	0	0
Fusobacterium_nucleatum_subsp._animalis_21_1A	Fusobacterium_nucleatum_subsp._animalis_21_1A	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._animalis_4_8	Fusobacterium_nucleatum_subsp._animalis_4_8	0	0.001	0	0	0	0	0
Fusobacterium_nucleatum_subsp._animalis_7_1	Fusobacterium_nucleatum_subsp._animalis_7_1	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._nucleatum	Fusobacterium_nucleatum_subsp._nucleatum_ChDC_F316	0	0.001	0	0	0	0	0
Fusobacterium_nucleatum_subsp._nucleatum_ATCC_23726	Fusobacterium_nucleatum_subsp._nucleatum_ATCC_23726	0	0.001	0	0	0	0	0
Fusobacterium_nucleatum_subsp._nucleatum_ChDC_F316	Fusobacterium_nucleatum_subsp._nucleatum_ChDC_F316	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._polymorphum	Fusobacterium_nucleatum_subsp._polymorphum	0	0.001	0	0	0	0	0
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953	Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953	0	0.001	0	0	0	0	0
Fusobacterium_nucleatum_subsp._vincentii	Fusobacterium_nucleatum_subsp._vincentii	0	0.001	0	0	0	0	0
Fusobacterium_nucleatum_subsp._vincentii_3_1_27	Fusobacterium_nucleatum_subsp._vincentii_3_1_27	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	0	0.001	0	0	0	0	0
Fusobacterium_periodonticum	Fusobacterium_periodonticum	0	0	0	0	0	0	0
Fusobacterium_pseudoperiodonticum	Fusobacterium_pseudoperiodonticum	0	0	0	0	0	0	0
Fusobacterium_sp._oral_taxon_203	Fusobacterium_sp._oral_taxon_203	0	0.001	0	0	0	0	0
Fusobacterium_ulcerans	Fusobacterium_ulcerans	0	0	0	0	0	0	0
Fusobacterium_ulcerans_ATCC_49185	Fusobacterium_ulcerans_ATCC_49185	0	0	0	0	0	0	0
Fusobacterium_varium_ATCC_27725	Fusobacterium_varium_ATCC_27725	0	0	0	0	0	0	0
Goatpox_virus	NA	0	0	0	0	0	0	0
Haemophilus_influenzae	Haemophilus_influenzae_biotype_aegyptius	0	0.001	0	0	0	0	0
Haemophilus_influenzae_10810	Haemophilus_influenzae	0	0	0	0	0	0	0
Haemophilus_influenzae_2019	Haemophilus_influenzae_2019	0	0	0	0	0	0	0
