#Position (bp)	mapping quality
2214.0	0.4896712572190138
6641.0	0.0
11068.0	2.6385174759559
15495.0	36.59599123081741
19922.0	36.87250509164969
24349.0	36.83223111729899
28776.0	36.8497461928934
33203.0	36.37827380952381
37630.0	36.52905421833212
42057.0	36.64719387755102
46484.0	36.715014577259474
50911.0	36.462204270051934
55338.0	36.7583747568619
59765.0	36.85762597226919
64192.0	36.58980667838313
68619.0	37.0
73046.0	36.766536964980546
77473.0	36.61783060921248
81900.0	36.71844951923077
86327.0	36.82197273456295
90754.0	36.87163695299838
95181.0	37.0
99608.0	36.71753578732106
104035.0	37.0
108462.0	36.87511478420569
112889.0	36.698136645962734
117316.0	36.862678062678064
121743.0	36.63147792706334
126170.0	36.57875579086698
130597.0	36.7938864628821
135024.0	36.19156660150796
139451.0	36.30423701815865
143878.0	36.73064085447263
148305.0	36.38403781979978
152732.0	36.34866141732284
157159.0	36.684298908480265
161586.0	36.4528743315508
166013.0	36.727763659466326
170440.0	36.8851228389445
174867.0	36.82228804146612
179294.0	36.30677195501316
183721.0	36.164709172259506
188148.0	36.86721208307112
192575.0	36.98655523255814
197002.0	36.37871033776868
201429.0	36.248678720445064
205856.0	36.491348448687354
210283.0	36.80551724137931
214710.0	36.945
219137.0	36.62567567567567
223564.0	36.61914672216441
227991.0	36.92258522727273
232418.0	36.50589711417817
236845.0	36.85817465528562
241272.0	36.080640289942615
245699.0	36.6654504630929
250126.0	36.1307409675444
254553.0	36.8990440662159
258980.0	36.983968804159446
263407.0	36.42377049180328
267834.0	36.57357165655921
272261.0	36.98957158962796
276688.0	36.196503918022906
281115.0	35.597571809298195
285542.0	36.06784354447906
289969.0	36.630615065653075
294396.0	35.84890426758939
298823.0	33.55094869992973
303250.0	36.483881799865685
307677.0	36.47004219409283
312104.0	36.49644500209118
316531.0	36.822934232715006
320958.0	36.70375128468654
325385.0	22.735508637236084
329812.0	36.103282399547254
334239.0	36.73663624511082
338666.0	36.638644918444164
343093.0	36.68667642752562
347520.0	36.85450136404971
351947.0	36.912009512485135
356374.0	37.0
360801.0	36.851590106007066
365228.0	36.21112076455256
369655.0	36.73125357756153
374082.0	35.439419795221845
378509.0	36.79754601226994
382936.0	36.129833474456674
387363.0	35.39308728763913
391790.0	36.91124421453853
396217.0	35.95064540622627
400644.0	36.6751477769211
405071.0	36.07452508524111
409498.0	19.48140200286123
413925.0	36.34193386773547
418352.0	36.730442176870746
422779.0	32.14543889845095
427206.0	31.13177874186551
431633.0	36.977737665463295
436060.0	36.20109381573412
440487.0	36.01539828249926
444914.0	35.113997555012226
449341.0	36.16951788491446
453768.0	35.497837578087456
458195.0	35.37963743676222
462622.0	36.3717277486911
467049.0	35.73415132924335
471476.0	36.038283420808895
475903.0	36.57810340060824
480330.0	36.68330341113106
484757.0	36.78348504551366
489184.0	36.70987098709871
493611.0	36.517664023071376
498038.0	35.98198482932996
502465.0	36.72787217854425
506892.0	36.84743202416919
511319.0	35.79223619464188
515746.0	36.366526904262756
520173.0	36.31420474672334
524600.0	36.30681436723733
529027.0	35.90127718329306
533454.0	36.88765359859567
537881.0	22.76923076923077
542308.0	0.0
546735.0	35.52153432032301
551162.0	35.41881533101045
555589.0	36.914200074934435
560016.0	36.801304565980935
564443.0	36.51605839416058
568870.0	36.985511620887415
573297.0	36.33682634730539
577724.0	36.819326580892415
582151.0	36.8737944337283
586578.0	36.54660074165636
591005.0	36.73962900505902
595432.0	36.708914637030034
599859.0	36.418317635595976
604286.0	35.95920968769917
608713.0	35.912626995645866
613140.0	36.16138888888889
617567.0	35.88594164456234
621994.0	36.36826867400116
