Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	1	1	0	0	0	1	0	0	0	0	0
Actinobacillus_pleuropneumoniae	0	1	1	1	4	1	3	0	2	1	0	1
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	0	0	0	0	0	0	0	1	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0	0	0	0	1	1	0	1	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0	2	0	0	0	0	1	0	0	0	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	0	0	0	0	0	0	0	0	1	0	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	0	4	0	2	0	2	1	1	0	0	0	0
Bordetella_bronchiseptica	0	2	0	0	2	2	0	1	0	0	0	0
Bordetella_genomosp._13	0	2	0	2	4	0	0	0	0	0	1	0
Bordetella_pertussis	0	0	1	0	1	2	2	1	0	0	0	0
Bordetella_pertussis_18323	0	2	0	0	0	0	0	2	0	0	0	0
Bordetella_petrii	0	1	1	2	0	1	2	3	0	0	0	0
Bordetella_trematum	1	1	2	2	2	1	0	4	0	0	0	0
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	0	0	0	0	0	0	0	1	0	0
Brucella_suis	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cepacia	0	3	1	1	0	4	0	2	1	0	0	0
Burkholderia_cepacia_ATCC_25416	0	0	1	0	0	0	0	0	1	0	0	0
Burkholderia_cepacia_JBK9	0	1	1	0	1	1	0	0	1	0	0	0
Burkholderia_gladioli	0	2	1	4	4	3	3	3	2	3	0	0
Burkholderia_gladioli_BSR3	0	0	1	1	1	1	0	0	0	1	0	0
Burkholderia_gladioli_pv._gladioli	0	2	3	3	3	4	2	4	2	2	0	1
Burkholderia_mallei	0	0	0	1	0	0	0	0	0	0	0	1
Burkholderia_multivorans	0	1	4	1	2	2	4	1	2	0	0	0
