Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	1	0	0	1	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae	0	0	0	2	0	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	0	0	0	1	0	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0	0	0	0	0	0	0	1	0	0	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	0	0	0	0	0	0	0	1	0	0	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	0	0	1	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_quintana	0	0	0	0	1	0	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	12	21	34	53	49	35	29	34	30	39	24	49
Bordetella_bronchiseptica	6	17	14	28	31	36	39	42	33	33	19	60
Bordetella_genomosp._13	12	65	74	58	73	71	65	73	57	57	46	101
Bordetella_pertussis	1	3	6	14	18	14	18	37	17	21	12	33
Bordetella_pertussis_137	0	0	3	6	6	3	5	3	5	4	1	6
Bordetella_pertussis_18323	0	0	1	1	3	5	3	2	7	5	3	4
Bordetella_petrii	219	492	637	665	680	655	607	595	466	399	310	797
Bordetella_trematum	21	67	42	67	73	69	58	77	60	58	45	92
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	1	0	3	0	2	0	0	0	0	4
Brucella_canis	0	0	0	0	1	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	0	1	0	0	0
Brucella_melitensis_bv._2_str._63/9	0	0	1	0	1	0	0	0	0	0	0	1
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti_CCM_4915	0	0	0	0	0	0	0	0	0	1	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	0	0	0	1	1	0	0	0	0	1
Brucella_suis	0	0	0	1	0	0	0	0	0	0	0	0
Brucella_suis_bv._2	0	0	1	0	0	1	0	0	2	0	0	0
Burkholderia_cepacia	1	2	4	2	6	7	3	3	3	2	3	1
Burkholderia_cepacia_ATCC_25416	0	0	1	0	0	1	1	1	0	1	0	2
Burkholderia_cepacia_JBK9	0	1	0	0	3	3	2	1	0	2	0	0
Burkholderia_gladioli	6	2	9	5	3	7	4	9	10	5	0	8
Burkholderia_gladioli_BSR3	0	0	2	1	2	2	3	1	0	0	3	3
Burkholderia_gladioli_pv._gladioli	1	6	5	1	8	12	6	5	3	4	2	1
