Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	Actinobacillus_equuli	1	2	2	2	2451991
Actinobacillus_pleuropneumoniae	Actinobacillus_pleuropneumoniae	1	5	5	6	2361730
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	3	3	3	2335268
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	1	1	1	1	2409565
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	1	1	1	1	2324821
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	1	4	4	5	1988850
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	Bartonella_henselae	1	2	2	2	1963796
Bartonella_quintana	Bartonella_quintana	1	1	1	1	1650124
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.936	31	33	41	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.803	15	19	23	5081368
Bordetella_genomosp._13	Bordetella_genomosp._13	0.612	31	56	65	5380929
Bordetella_pertussis	Bordetella_pertussis	0.49	4	8	8	4129756
Bordetella_pertussis_137	Bordetella_pertussis_137	0.703	3	5	5	4134593
Bordetella_pertussis_18323	Bordetella_pertussis_18323	1	3	3	3	4043846
Bordetella_petrii	Bordetella_petrii	0.76	23	28	36	5287950
Bordetella_trematum	Bordetella_trematum	0.596	17	28	29	4480141
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	Borreliella_afzelii	1	1	1	1	905394
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	NA	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	Brucella_melitensis	0	0	2	2	2125701
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_ovis_ATCC_25840	Brucella_ovis_ATCC_25840	1	1	1	1	2111370
Brucella_suis	Brucella_suis	1	1	1	1	1902870
Brucella_suis_019	Brucella_suis_019	1	1	1	1	2098391
Burkholderia_cepacia	Burkholderia_cepacia	0.366	3	10	11	3779906
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	1	6	6	6	3781435
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.853	8	10	12	3400736
Burkholderia_gladioli	Burkholderia_gladioli	0.706	23	33	41	4668573
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.596	2	4	5	4413616
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.815	26	32	36	4668533
Burkholderia_mallei	Burkholderia_mallei	0.069	0	3	7	1726745
Burkholderia_mallei_NCTC_10229	Burkholderia_mallei_NCTC_10229	1	2	2	2	2284095
Burkholderia_multivorans	Burkholderia_multivorans	0.492	12	26	33	2279123
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0.294	2	9	11	919805
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0.476	7	14	16	2344193
Burkholderia_pseudomallei	Burkholderia_pseudomallei_MSHR435	0.146	3	25	27	3837469
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei_1106b	0	0	7	7	1005
Burkholderia_pseudomallei_1710b	Burkholderia_pseudomallei_1710b	0.091	0	2	2	4126292
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei_7894	1	2	2	3	3260260
Burkholderia_pseudomallei_B03	Burkholderia_pseudomallei_B03	0.391	2	7	8	4008750
Burkholderia_pseudomallei_MSHR1153	Burkholderia_pseudomallei_MSHR1153	0.083	0	4	6	4032226
Burkholderia_pseudomallei_MSHR2543	Burkholderia_pseudomallei_MSHR2543	0.432	1	3	3	3205965
Burkholderia_pseudomallei_MSHR346	Burkholderia_pseudomallei	1	1	1	1	3267160
Burkholderia_pseudomallei_MSHR435	Burkholderia_pseudomallei_MSHR435	0.206	1	6	9	3295773
Burkholderia_pseudomallei_NCTC_13179	Burkholderia_pseudomallei_NCTC_13179	1	3	3	4	3997089
Burkholderia_pseudomallei_Pasteur_52237	Burkholderia_pseudomallei_Pasteur_52237	0.709	0	2	3	4140573
Campylobacter_coli	Campylobacter_coli	1	1	1	1	1684122
Campylobacter_fetus	NA	0	0	0	0	0
Campylobacter_gracilis	Campylobacter_gracilis	0.387	1	3	3	2281730
Campylobacter_showae	Campylobacter_showae	1	1	1	1	2160580
Canine_morbillivirus	NA	0	0	0	0	0
Chlamydia_abortus	NA	0	0	0	0	0
Chlamydia_caviae	NA	0	0	0	0	0
Chlamydia_felis	NA	0	0	0	0	0
Chlamydia_muridarum	NA	0	0	0	0	0
Chlamydia_pecorum	NA	0	0	0	0	0
Chlamydia_pneumoniae	NA	0	0	0	0	0
Chlamydia_psittaci	NA	0	0	0	0	0
Chlamydia_suis	NA	0	0	0	0	0
Chlamydia_trachomatis	NA	0	0	0	0	0
Corynebacterium_ammoniagenes	Corynebacterium_ammoniagenes	1	2	2	2	2808265
Corynebacterium_amycolatum	Corynebacterium_amycolatum	1	2	2	2	2802624
Corynebacterium_bovis	Corynebacterium_bovis	0.712	28	42	51	2600540
Corynebacterium_crudilactis	NA	0	0	0	0	0
Corynebacterium_diphtheriae	Corynebacterium_diphtheriae	1	2	2	2	2463666
Corynebacterium_diphtheriae_HC03	Corynebacterium_diphtheriae_HC03	1	2	2	2	2478364
Corynebacterium_diphtheriae_HC04	Corynebacterium_diphtheriae_HC04	1	1	1	1	2484332
Corynebacterium_diphtheriae_NCTC_13129	Corynebacterium_diphtheriae	1	1	1	1	2489049
Corynebacterium_jeikeium	Corynebacterium_jeikeium	0.713	7	11	12	2414649
Corynebacterium_jeikeium_K411	Corynebacterium_jeikeium_K411	1	6	6	6	2462499
Corynebacterium_kroppenstedtii	Corynebacterium_kroppenstedtii	1	1	1	3	2483714
Corynebacterium_kroppenstedtii_DSM_44385	Corynebacterium_kroppenstedtii_DSM_44385	1	2	2	3	2446804
Corynebacterium_maris	NA	0	0	0	0	0
Corynebacterium_maris_DSM_45190	Corynebacterium_maris_DSM_45190	0.668	18	27	32	2787574
Corynebacterium_matruchotii	Corynebacterium_matruchotii	0.616	3	5	5	2866540
Corynebacterium_minutissimum	Corynebacterium_minutissimum	1	6	6	8	2725312
Corynebacterium_pseudotuberculosis	NA	0	0	0	0	0
Corynebacterium_renale	Corynebacterium_renale	1	3	3	3	2335089
Corynebacterium_segmentosum	Corynebacterium_segmentosum	1	3	3	4	2373440
Corynebacterium_sphenisci	NA	0	0	0	0	0
Corynebacterium_sphenisci_DSM_44792	Corynebacterium_sphenisci_DSM_44792	0.603	44	74	86	2594799
Corynebacterium_stationis	Corynebacterium_stationis	0.564	4	8	9	2853666
Corynebacterium_striatum	Corynebacterium_striatum	0.757	6	8	8	2993983
Corynebacterium_urealyticum	Corynebacterium_urealyticum	0.617	7	12	14	2377532
Corynebacterium_ureicelerivorans	Corynebacterium_ureicelerivorans	0.889	9	11	12	2279990
Corynebacterium_xerosis	Corynebacterium_xerosis	0.43	11	29	37	2738835
Cowpox_virus	NA	0	0	0	0	0
Coxiella_burnetii	Coxiella_burnetii	0.584	2	6	8	1999669
Coxiella_burnetii_Dugway_5J108-111	Coxiella_burnetii	0.388	2	6	9	1999669
Coxiella_burnetii_str._Schperling	Coxiella_burnetii_str._Schperling	1	5	5	7	2010932
Cryptosporidium	NA	0	0	0	0	0
Cryptosporidium_parvum	NA	0	0	0	0	0
Deltaretrovirus	NA	0	0	0	0	0
Ehrlichia_canis	NA	0	0	0	0	0
Enterococcus_avium	NA	0	0	0	0	0
Enterococcus_casseliflavus	NA	0	0	0	0	0
Enterococcus_cecorum	Enterococcus_cecorum	1	2	2	2	2421598
Enterococcus_durans	NA	0	0	0	0	0
Enterococcus_faecalis	Enterococcus_faecalis	1	1	1	1	2890148
Enterococcus_faecium	Enterococcus_faecium	0.008	0	2	2	2776457
Enterococcus_hirae	NA	0	0	0	0	0
Enterococcus_mundtii	Enterococcus_mundtii	0.061	0	3	3	3014434
Enterovirus_B	NA	0	0	0	0	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	NA	0	0	0	0	0
Equine_rhinitis_A_virus	NA	0	0	0	0	0
Erysipelothrix_rhusiopathiae	Erysipelothrix_rhusiopathiae	1	1	1	1	1771674
Erysipelothrix_rhusiopathiae_str._Fujisawa	Erysipelothrix_rhusiopathiae	1	1	1	1	1778058
Erythroparvovirus	NA	0	0	0	0	0
Escherichia_coli	Escherichia_coli	0.041	0	5	5	5572079
Escherichia_coli_O111	NA	0	0	0	0	0
Escherichia_coli_O157:H7	Escherichia_coli_O157:H7	1	1	1	1	5590682
Escherichia_coli_O25:H4	Escherichia_coli	1	1	1	1	5123002
Escherichia_coli_O26	NA	0	0	0	0	0
Escherichia_coli_UMNK88	Escherichia_coli	1	1	1	1	100605
Francisella_tularensis	Francisella_tularensis_subsp._holarctica	1	1	1	1	1907706
Francisella_tularensis_subsp._novicida	Francisella_tularensis_subsp._novicida	0.002	0	9	10	1916455
Francisella_tularensis_subsp._novicida_PA10-7858	Francisella_tularensis_subsp._novicida_PA10-7858	0.048	0	2	2	1978958
Fusobacterium	Fusobacterium	1	1	1	1	2072767
Fusobacterium_hwasookii	Fusobacterium_hwasookii	1	1	1	1	2351755
Fusobacterium_mortiferum_ATCC_9817	Fusobacterium_mortiferum_ATCC_9817	1	2	2	2	2716766
Fusobacterium_necrophorum	Fusobacterium_necrophorum_subsp._funduliforme	1	1	1	1	2135983
Fusobacterium_necrophorum_subsp._funduliforme	Fusobacterium_necrophorum_subsp._funduliforme	1	1	1	1	2135983
Fusobacterium_nucleatum	NA	0	0	0	0	0
Fusobacterium_nucleatum_subsp._animalis	Fusobacterium_nucleatum_subsp._animalis	1	1	1	1	2549353
Fusobacterium_pseudoperiodonticum	Fusobacterium_pseudoperiodonticum	1	1	1	1	2291059
Goatpox_virus	NA	0	0	0	0	0
Haemophilus_influenzae	Haemophilus_influenzae_biotype_aegyptius	1	1	1	1	1987687
Haemophilus_influenzae_CGSHiCZ412602	Haemophilus_influenzae	1	1	1	1	1819364
Haemophilus_influenzae_F3031	Haemophilus_influenzae	1	1	1	1	1816076
Haemophilus_influenzae_KR494	Haemophilus_influenzae	1	1	1	1	1876886
Helicobacter_cinaedi	NA	0	0	0	0	0
Helicobacter_pylori	NA	0.017	0	2	2	3917761
Helicobacter_pylori_ELS37	Helicobacter_pylori_ELS37	0	0	2	2	1664587
Helicobacter_pylori_Shi112	NA	1	1	1	1	3917761
Hepatitis_B_virus	NA	0	0	0	0	0
Hepatitis_E_virus	NA	0	0	0	0	0
Hepatitis_delta_virus	NA	0	0	0	0	0
Human_adenovirus_1	NA	0	0	0	0	0
Human_adenovirus_2	NA	0	0	0	0	0
Human_adenovirus_35	NA	0	0	0	0	0
Human_adenovirus_5	NA	0	0	0	0	0
Human_adenovirus_54	NA	0	0	0	0	0
Human_adenovirus_7	NA	0	0	0	0	0
Human_alphaherpesvirus_1	NA	0	0	0	0	0
Human_alphaherpesvirus_2	NA	0	0	0	0	0
Human_alphaherpesvirus_3	NA	0	0	0	0	0
Human_gammaherpesvirus_4	NA	0	0	0	0	0
Human_herpesvirus_4_type_2	NA	0	0	0	0	0
Human_mastadenovirus_C	NA	0	0	0	0	0
JC_polyomavirus	NA	0	0	0	0	0
Klebsiella_aerogenes	Klebsiella_aerogenes	0.284	1	4	6	5241093
Klebsiella_aerogenes_EA1509E	Klebsiella_aerogenes	1	4	4	5	5259024
Klebsiella_michiganensis	Klebsiella	1	1	1	1	5995415
Klebsiella_michiganensis_KCTC_1686	Klebsiella_michiganensis_KCTC_1686	1	2	2	2	5974109
Klebsiella_oxytoca	Klebsiella_oxytoca	1	3	3	4	6155924
Klebsiella_pneumoniae	Klebsiella_pneumoniae	1	3	3	3	5204685
Klebsiella_pneumoniae_subsp._pneumoniae	Klebsiella_pneumoniae_subsp._pneumoniae	0.05	0	2	3	5480728
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH24	Klebsiella_pneumoniae_subsp._pneumoniae	1	1	1	1	5363628
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH27	Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH27	1	1	1	1	5241638
Klebsiella_pneumoniae_subsp._rhinoscleromatis	NA	0	0	0	0	0
Legionella_anisa	NA	0	0	0	0	0
Legionella_lansingensis	NA	0	0	0	0	0
Legionella_pneumophila	Legionella_pneumophila	0.073	0	5	5	3486107
Legionella_pneumophila_subsp._fraseri	Legionella_pneumophila_subsp._fraseri	1	1	1	1	3611000
Legionella_pneumophila_subsp._pneumophila	Legionella_pneumophila_subsp._pneumophila	1	2	2	2	3362463
Leptospira_alexanderi	NA	0	0	0	0	0
Leptospira_alstonii	NA	0	0	0	0	0
Leptospira_biflexa	NA	0	0	0	0	0
Leptospira_biflexa_serovar_Patoc	Leptospira_biflexa_serovar_Patoc	1	1	1	1	3603977
Leptospira_borgpetersenii	Leptospira_borgpetersenii	0.272	3	11	13	3595582
Leptospira_borgpetersenii_serovar_Ceylonica	Leptospira_borgpetersenii_serovar_Ceylonica	0.078	1	25	29	3670231
Leptospira_broomii	NA	0	0	0	0	0
Leptospira_fainei	NA	0	0	0	0	0
Leptospira_inadai	NA	0	0	0	0	0
Leptospira_interrogans	Leptospira_interrogans_serovar_Icterohaemorrhagiae	0.14	1	20	23	4367462
Leptospira_kirschneri	NA	0	0	0	0	0
Leptospira_kmetyi	NA	0	0	0	0	0
Leptospira_licerasiae	NA	0	0	0	0	0
Leptospira_noguchii	NA	0	0	0	0	0
Leptospira_santarosai	Leptospira_santarosai	1	1	1	1	3605957
Leptospira_weilii	Leptospira_weilii	0.036	1	43	52	4222777
Leptospira_wolffii	NA	0	0	0	0	0
Listeria_monocytogenes	NA	0.237	0	2	2	3034884
Listeria_monocytogenes_FSL_J1-208	Listeria_monocytogenes_FSL_J1-208	0	0	2	2	2776529
Lumpy_skin_disease_virus	NA	0	0	0	0	0
Lymphocryptovirus	NA	0	0	0	0	0
Mannheimia_haemolytica	Mannheimia_haemolytica	1	3	3	3	2590341
Mannheimia_haemolytica_D174	Mannheimia_haemolytica	0	0	2	2	2737524
Measles_morbillivirus	NA	0	0	0	0	0
Methanobrevibacter_oralis	NA	0	0	0	0	0
Moraxella_catarrhalis	NA	0	0	0	0	0
Morbillivirus	NA	0	0	0	0	0
Mycobacterium_avium	Mycobacterium_avium_subsp._paratuberculosis	0.749	47	64	75	4907428
Mycobacterium_avium_subsp._avium	Mycobacterium_avium_subsp._avium	0.653	5	9	10	4956930
Mycobacterium_avium_subsp._hominissuis	Mycobacterium_avium_subsp._hominissuis	1	12	12	14	5188883
Mycobacterium_avium_subsp._paratuberculosis	Mycobacterium_avium_subsp._paratuberculosis	0.702	7	10	12	4786065
Mycobacterium_canettii	Mycobacterium_canettii	1	7	7	8	4413237
Mycobacterium_colombiense	NA	0	0	0	0	0
Mycobacterium_colombiense_CECT_3035	Mycobacterium_colombiense_CECT_3035	0.737	40	55	63	5581643
Mycobacterium_intracellulare	Mycobacterium_intracellulare	0.139	13	101	129	6078402
Mycobacterium_intracellulare_subsp._yongonense	Mycobacterium_intracellulare_subsp._yongonense	1	11	11	13	5445538
Mycobacterium_kansasii	Mycobacterium_kansasii	0.775	41	53	56	6462452
Mycobacterium_leprae	NA	0	0	0	0	0
Mycobacterium_leprae_Kyoto-2	Mycobacterium_leprae_Kyoto-2	1	1	1	1	3268122
Mycobacterium_marseillense	Mycobacterium_marseillense	0.838	25	30	36	5487849
Mycobacterium_sp._JS623	Mycobacterium_sp._JS623	0.632	37	64	83	6464916
Mycobacterium_sp._YC-RL4	Mycobacterium_sp._YC-RL4	0.657	25	40	51	5801417
Mycobacterium_tuberculosis	Mycobacterium_tuberculosis	0.883	12	14	17	4539435
