Node	NumberOfAssignedReads
Actinobacillus_equuli	2133
Actinobacillus_pleuropneumoniae	5402
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	992
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	1115
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	1212
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	5
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	4
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella_bronchialis	129
Bordetella_bronchiseptica	66
Bordetella_genomosp._13	119
Bordetella_pertussis	55
Bordetella_pertussis_137	17
Bordetella_pertussis_18323	15
Bordetella_petrii	89
Bordetella_trematum	81
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borrelia_recurrentis_A1	3
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	0
Brucella_canis	0
Brucella_melitensis	1
Brucella_microti	0
Brucella_ovis	0
Brucella_ovis_ATCC_25840	8
Brucella_suis	0
Burkholderia_cepacia	287
Burkholderia_cepacia_ATCC_25416	101
Burkholderia_cepacia_JBK9	122
Burkholderia_gladioli	610
Burkholderia_gladioli_BSR3	81
Burkholderia_gladioli_pv._gladioli	359
Burkholderia_mallei	6
Burkholderia_mallei_NCTC_10229	1
Burkholderia_mallei_NCTC_10247	2
Burkholderia_multivorans	476
Burkholderia_multivorans_ATCC_17616	162
Burkholderia_multivorans_ATCC_BAA-247	159
Burkholderia_pseudomallei	235
Burkholderia_pseudomallei_1106b	8
Burkholderia_pseudomallei_1710a	1
Burkholderia_pseudomallei_1710b	6
Burkholderia_pseudomallei_7894	11
Burkholderia_pseudomallei_B03	4
Burkholderia_pseudomallei_MSHR1153	6
Burkholderia_pseudomallei_MSHR2543	8
Burkholderia_pseudomallei_MSHR346	12
Burkholderia_pseudomallei_MSHR435	5
Burkholderia_pseudomallei_NCTC_13179	9
Burkholderia_pseudomallei_Pasteur_52237	2
Campylobacter_coli	0
Campylobacter_coli_RM4661	1
Campylobacter_fetus	0
Campylobacter_fetus_subsp._testudinum_Sp3	1
Campylobacter_fetus_subsp._venerealis	7
Campylobacter_fetus_subsp._venerealis_NCTC_10354	3
Campylobacter_fetus_subsp._venerealis_str._84-112	3
Campylobacter_gracilis	9
Campylobacter_showae	17
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	1
Chlamydia_trachomatis	0
Chlamydia_trachomatis_6276	1
Corynebacterium_ammoniagenes	3
Corynebacterium_amycolatum	4
Corynebacterium_bovis	100
Corynebacterium_crudilactis	1
Corynebacterium_diphtheriae	30
Corynebacterium_diphtheriae_HC03	12
Corynebacterium_diphtheriae_HC04	5
Corynebacterium_jeikeium	17
Corynebacterium_jeikeium_K411	28
Corynebacterium_kroppenstedtii	43
Corynebacterium_kroppenstedtii_DSM_44385	42
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	72
Corynebacterium_matruchotii	40
Corynebacterium_minutissimum	28
Corynebacterium_pseudotuberculosis	2
Corynebacterium_pseudotuberculosis_Cp162	4
Corynebacterium_renale	4
Corynebacterium_segmentosum	40
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	154
Corynebacterium_stationis	53
Corynebacterium_striatum	39
Corynebacterium_urealyticum	23
Corynebacterium_ureicelerivorans	60
Corynebacterium_xerosis	132
Cowpox_virus	0
Coxiella_burnetii	49
Coxiella_burnetii_Dugway_5J108-111	4
Coxiella_burnetii_str._Schperling	12
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	41
Enterococcus_casseliflavus	28
Enterococcus_casseliflavus_EC20	4
Enterococcus_cecorum	53
Enterococcus_durans	10
Enterococcus_faecalis	58
Enterococcus_faecalis_62	1
Enterococcus_faecalis_ATCC_29212	1
Enterococcus_faecalis_R712	8
Enterococcus_faecium	31
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	2
Enterococcus_hirae	11
Enterococcus_hirae_ATCC_9790	15
Enterococcus_mundtii	23
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	4
Erysipelothrix_rhusiopathiae_str._Fujisawa	2
Erythroparvovirus	0
Escherichia_coli	194
Escherichia_coli_APEC_O2-211	3
