Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	2	2	2	2	Off	Off
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	5	5	8	8	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	3	3	5	5	Off	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	127	127	132	132	Off	Off
Bordetella_bronchiseptica	88	88	115	115	Off	Off
Bordetella_genomosp._13	159	159	161	161	Off	Off
Bordetella_pertussis	38	38	429	429	Off	Off
Bordetella_pertussis_137	7	7	70	70	Off	Off
Bordetella_pertussis_18323	7	7	88	88	Off	Off
Bordetella_petrii	166	166	167	167	Off	Off
Bordetella_trematum	88	88	135	135	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	2	2	2	2	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	122	122	198	198	Off	Off
Burkholderia_cepacia_ATCC_25416	42	42	188	188	Off	Off
Burkholderia_cepacia_JBK9	36	36	43	43	Off	Off
Burkholderia_gladioli	251	251	947	947	Off	Off
Burkholderia_gladioli_BSR3	49	49	92	92	Off	Off
Burkholderia_gladioli_pv._gladioli	176	176	483	483	Off	Off
Burkholderia_mallei	12	12	23	23	Off	Off
Burkholderia_multivorans	221	221	617	617	Off	Off
Burkholderia_multivorans_ATCC_17616	50	50	156	156	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	69	69	151	151	Off	Off
Burkholderia_pseudomallei	138	138	747	747	Off	Off
Burkholderia_pseudomallei_1106b	2	2	2	2	Off	Off
Burkholderia_pseudomallei_1710a	4	4	10	10	Off	Off
Burkholderia_pseudomallei_1710b	1	1	1	1	Off	Off
Burkholderia_pseudomallei_7894	4	4	11	11	Off	Off
Burkholderia_pseudomallei_B03	4	4	6	6	Off	Off
Burkholderia_pseudomallei_MSHR1153	2	2	4	4	Off	Off
Burkholderia_pseudomallei_MSHR2543	8	8	19	19	Off	Off
Burkholderia_pseudomallei_MSHR346	16	16	59	59	Off	Off
Burkholderia_pseudomallei_MSHR435	6	6	7	7	Off	Off
Burkholderia_pseudomallei_NCTC_13179	6	6	7	7	Off	Off
