Node	NumberOfAssignedReads
Actinobacillus_equuli	0
Actinobacillus_pleuropneumoniae	0
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	1
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	0
Bartonella_quintana	0
Bartonella_quintana_RM-11	1
Blastomyces_dermatitidis	0
Bordetella_bronchialis	116
Bordetella_bronchiseptica	67
Bordetella_genomosp._13	153
Bordetella_pertussis	49
Bordetella_pertussis_137	12
Bordetella_pertussis_18323	8
Bordetella_petrii	105
Bordetella_trematum	92
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borrelia_recurrentis_A1	1
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	2
Brucella_canis	0
Brucella_melitensis	0
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	2
Burkholderia_cepacia	146
Burkholderia_cepacia_ATCC_25416	45
Burkholderia_cepacia_JBK9	42
Burkholderia_gladioli	197
Burkholderia_gladioli_BSR3	50
Burkholderia_gladioli_pv._gladioli	177
Burkholderia_mallei	6
Burkholderia_mallei_NCTC_10247	2
Burkholderia_multivorans	185
Burkholderia_multivorans_ATCC_17616	57
Burkholderia_multivorans_ATCC_BAA-247	46
Burkholderia_pseudomallei	116
Burkholderia_pseudomallei_1106b	2
Burkholderia_pseudomallei_1710a	2
Burkholderia_pseudomallei_7894	2
Burkholderia_pseudomallei_B03	1
Burkholderia_pseudomallei_MSHR1153	5
Burkholderia_pseudomallei_MSHR2543	3
Burkholderia_pseudomallei_MSHR346	3
Burkholderia_pseudomallei_MSHR435	7
Burkholderia_pseudomallei_NCTC_13179	6
Burkholderia_pseudomallei_Pasteur_52237	3
Campylobacter_coli	0
Campylobacter_coli_76339	1
Campylobacter_fetus	0
Campylobacter_gracilis	2
Campylobacter_showae	0
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_caviae_GPIC	1
Chlamydia_felis	0
Chlamydia_muridarum	1
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_pneumoniae_AR39	1
Chlamydia_psittaci	2
Chlamydia_suis	4
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	1
Corynebacterium_amycolatum	3
Corynebacterium_bovis	30
Corynebacterium_crudilactis	0
Corynebacterium_diphtheriae	5
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_jeikeium	25
Corynebacterium_jeikeium_K411	11
Corynebacterium_kroppenstedtii	7
Corynebacterium_kroppenstedtii_DSM_44385	2
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	32
Corynebacterium_matruchotii	6
Corynebacterium_minutissimum	29
Corynebacterium_pseudotuberculosis	0
Corynebacterium_pseudotuberculosis_Cp162	1
Corynebacterium_renale	17
Corynebacterium_segmentosum	4
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	64
Corynebacterium_stationis	1
Corynebacterium_striatum	15
Corynebacterium_urealyticum	26
Corynebacterium_ureicelerivorans	18
Corynebacterium_xerosis	75
Cowpox_virus	0
Coxiella_burnetii	8
Coxiella_burnetii_str._Schperling	1
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Enterococcus_avium	1
Enterococcus_casseliflavus	1
Enterococcus_cecorum	2
Enterococcus_durans	2
Enterococcus_faecalis	5
Enterococcus_faecium	4
Enterococcus_hirae	0
Enterococcus_mundtii	4
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	1
Erythroparvovirus	0
Escherichia_coli	54
Escherichia_coli_042	3
Escherichia_coli_ER2796	1
Escherichia_coli_HS	1
Escherichia_coli_Nissle_1917	1
Escherichia_coli_O111	0
Escherichia_coli_O145	2
Escherichia_coli_O157:H7	0
Escherichia_coli_O158	2
Escherichia_coli_O25:H4	1
Escherichia_coli_O26	0
Escherichia_coli_O55:H7	1
Francisella_tularensis	1
Fusobacterium	1
Fusobacterium_gonidiaformans_ATCC_25563	1
Fusobacterium_nucleatum	2
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953	1
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	2
Fusobacterium_pseudoperiodonticum	9
Fusobacterium_sp._oral_taxon_203	1
Fusobacterium_ulcerans_ATCC_49185	2
Fusobacterium_varium_ATCC_27725	1
Goatpox_virus	0
Haemophilus_influenzae	10
