Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	1	1	1	1	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	1	2	2	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	1	1	1	1	Off	Off
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	214	214	222	222	Off	Off
Bordetella_bronchiseptica	96	96	120	120	Off	Off
Bordetella_genomosp._13	266	266	269	269	Off	Off
Bordetella_pertussis	44	44	537	537	Off	Off
Bordetella_pertussis_137	9	9	151	151	Off	Off
Bordetella_pertussis_18323	10	10	107	107	Off	Off
Bordetella_petrii	180	180	185	185	Off	Off
Bordetella_trematum	125	125	183	183	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	1	1	1	1	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_melitensis_bv._2_str._63/9	1	1	1	1	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	181	181	299	299	Off	Off
Burkholderia_cepacia_ATCC_25416	56	56	257	257	Off	Off
Burkholderia_cepacia_JBK9	67	67	76	76	Off	Off
Burkholderia_gladioli	356	356	1257	1257	Off	Off
Burkholderia_gladioli_BSR3	62	62	105	105	Off	Off
Burkholderia_gladioli_pv._gladioli	252	252	713	713	Off	Off
Burkholderia_mallei	7	7	19	19	Off	Off
Burkholderia_mallei_NCTC_10229	4	4	17	17	Off	Off
Burkholderia_mallei_NCTC_10247	3	3	6	6	Off	Off
