Node	NumberOfAssignedReads
African_swine_fever_virus	0
Aspergillus_fumigatus	0
BK_virus_strain_AS	0
BK_virus_strain_GS	0
BK_virus_variant_RF	0
Bacillus_anthracis	0
Bacillus_cereus	2
Bacillus_cereus_AH676	1
Bacillus_cereus_Rock3-44	5
Bacillus_cereus_group	3
Bacillus_luti	1
Bacillus_mycoides	5
Bacillus_pseudomycoides	11
Bacillus_pseudomycoides_DSM_12442	4
Bartonella_bacilliformis	0
Bartonella_henselae	0
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella	380
Bordetella_avium_197N	36
Bordetella_bronchialis	108
Bordetella_bronchiseptica	91
Bordetella_flabilis	99
Bordetella_genomosp._13	168
Bordetella_genomosp._6	34
Bordetella_genomosp._8	101
Bordetella_genomosp._9	62
Bordetella_hinzii	104
Bordetella_holmesii	43
Bordetella_parapertussis	21
Bordetella_pertussis	32
Bordetella_pertussis_137	7
Bordetella_pertussis_18323	6
Bordetella_petrii	80
Bordetella_pseudohinzii	61
Bordetella_sp._H567	89
Bordetella_sp._HZ20	0
Bordetella_sp._N	70
Bordetella_trematum	62
Borrelia	0
Borrelia_anserina	2
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliaceae	3
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Brucella	163
Brucella_abortus	2
Brucella_canis	0
Brucella_inopinata	3
Brucella_melitensis	1
Brucella_melitensis_bv._2_str._63/9	1
Brucella_microti	0
Brucella_ovis	0
Brucella_pinnipedialis	0
Brucella_sp._09RB8471	1
Brucella_sp._09RB8910	1
Brucella_sp._10RB9215	10
Brucella_sp._141012304	0
Brucella_sp._2280	3
Brucella_sp._BO2	3
Brucella_suis	0
Brucella_suis_bv._2	1
Brucella_vulpis	0
Brucellaceae	2
Burkholderia_cepacia	111
Burkholderia_cepacia_ATCC_25416	28
Burkholderia_cepacia_JBK9	44
Burkholderia_gladioli	284
Burkholderia_gladioli_BSR3	51
Burkholderia_gladioli_pv._gladioli	200
Burkholderia_mallei	15
Burkholderia_mallei_NCTC_10247	1
Burkholderia_multivorans	193
Burkholderia_multivorans_ATCC_17616	73
Burkholderia_multivorans_ATCC_BAA-247	43
Burkholderia_pseudomallei	93
Burkholderia_pseudomallei_1106b	3
Burkholderia_pseudomallei_1710a	2
Burkholderia_pseudomallei_7894	3
Burkholderia_pseudomallei_B03	30
Burkholderia_pseudomallei_MSHR1153	7
Burkholderia_pseudomallei_MSHR2543	3
Burkholderia_pseudomallei_MSHR346	2
Burkholderia_pseudomallei_MSHR435	2
Burkholderia_pseudomallei_NCTC_13179	8
Burkholderia_pseudomallei_Pasteur_52237	3
Burkholderia_sp._OLGA172	0
Campylobacter_coli	0
Campylobacter_gracilis	6
Campylobacter_showae	5
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_trachomatis	0
Clostridium	69
Clostridium_baratii	2
Clostridium_baratii_str._Sullivan	4
Clostridium_beijerinckii	2
Clostridium_beijerinckii_NRRL_B-598	2
Clostridium_bornimense	2
Clostridium_botulinum	3
Clostridium_botulinum_202F	2
Clostridium_botulinum_BKT015925	0
Clostridium_botulinum_E3_str._Alaska_E43	0
Clostridium_butyricum	8
Clostridium_cadaveris	4
Clostridium_cellulovorans_743B	6
Clostridium_chauvoei	8
Clostridium_cochlearium	5
Clostridium_drakei	1
Clostridium_estertheticum	0
Clostridium_estertheticum_subsp._estertheticum	8
Clostridium_formicaceticum	1
Clostridium_gasigenes	3
Clostridium_intestinale	4
Clostridium_isatidis	5
Clostridium_novyi	0
Clostridium_novyi_NT	1
Clostridium_perfringens	33
Clostridium_perfringens_ATCC_13124	1
Clostridium_perfringens_F262	3
Clostridium_saccharobutylicum	1
Clostridium_saccharoperbutylacetonicum	2
Clostridium_septicum	8
Clostridium_sp._AWRP	1
Clostridium_sp._BNL1100	1
Clostridium_sp._C1	2
Clostridium_sp._DL-VIII	1
Clostridium_sp._JN-9	1
Clostridium_sp._M62/1	4
Clostridium_sp._SY8519	5
Clostridium_sporogenes	0
Clostridium_tetani	0
Clostridium_tetani_12124569	2
Clostridium_tetani_E88	2
Clostridium_tyrobutyricum	1
Coccidioides_immitis	0
Coccidioides_posadasii	0
Corynebacterium_ammoniagenes	1
Corynebacterium_crudilactis	1
Corynebacterium_diphtheriae	13
Corynebacterium_diphtheriae_HC03	3
Corynebacterium_diphtheriae_HC04	5
Corynebacterium_diphtheriae_NCTC_13129	1
Corynebacterium_glutamicum	12
Corynebacterium_glutamicum_K051	2
Corynebacterium_glyciniphilum	0
Corynebacterium_glyciniphilum_AJ_3170	26
Corynebacterium_jeikeium	18
Corynebacterium_jeikeium_K411	9
Corynebacterium_kroppenstedtii	13
Corynebacterium_kroppenstedtii_DSM_44385	15
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	23
Corynebacterium_matruchotii	6
Corynebacterium_segmentosum	13
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	74
Corynebacterium_stationis	3
Corynebacterium_urealyticum	19
Corynebacterium_ureicelerivorans	16
Corynebacterium_variabile	0
Corynebacterium_variabile_DSM_44702	31
Corynebacterium_xerosis	55
Cowpox-Vaccinia_virus	0
Cowpox_virus	0
Coxiella_burnetii	43
Coxiella_burnetii_Dugway_5J108-111	7
Coxiella_burnetii_str._Schperling	3
Cryptococcus_gattii_species_complex	0
Cryptococcus_neoformans	0
Cynomolgus_Epstein-Barr_Virus_A4	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0
Ehrlichia_canis	0
Enterobius_vermicularis	24
Enterococcus_avium	6
Enterococcus_casseliflavus	0
Enterococcus_cecorum	1
Enterococcus_durans	1
Enterococcus_faecalis	4
Enterococcus_faecium	0
Enterococcus_hirae	1
Enterococcus_hirae_ATCC_9790	2
Enterococcus_mundtii	0
Epstein-barr_virus_strain_ag876	0
Epstein-barr_virus_strain_p3hr-1	0
Erysipelothrix_rhusiopathiae	0
Escherichia_coli	30
Escherichia_coli_APEC_O2-211	1
Escherichia_coli_NCCP15648	3
Escherichia_coli_O111	0
Escherichia_coli_O145_str._RM9872	1
Escherichia_coli_O157:H7	0
Escherichia_coli_O25:H4	1
Escherichia_coli_O26	0
Escherichia_coli_O78	1
Escherichia_coli_UMN026	2
Francisella_tularensis	6
Francisella_tularensis_subsp._novicida_PA10-7858	1
Fusobacterium	1
Fusobacterium_gastrosuis	1
Fusobacterium_mortiferum_ATCC_9817	4
Fusobacterium_necrophorum	1
Fusobacterium_necrophorum_subsp._necrophorum	3
Fusobacterium_nucleatum	4
Fusobacterium_nucleatum_subsp._animalis	2
Fusobacterium_nucleatum_subsp._nucleatum_ChDC_F316	2
Fusobacterium_nucleatum_subsp._polymorphum	1
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	1
Fusobacterium_varium_ATCC_27725	4
Haemophilus_influenzae	4
Haemophilus_influenzae_KR494	2
Haemophilus_influenzae_Rd_KW20	0
Haemophilus_parainfluenzae	2
Helicobacter_cinaedi	2
Helicobacter_pylori	22
Helicobacter_pylori_Shi112	2
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Herpes_simplex_virus_unknown_type	0
Histoplasma_capsulatum	0
Human_adenovirus_1	0
Human_adenovirus_11	0
Human_adenovirus_11+34	0
Human_adenovirus_11a	0
Human_adenovirus_11p	0
Human_adenovirus_12	0
Human_adenovirus_14	0
Human_adenovirus_14a	0
Human_adenovirus_14p	0
Human_adenovirus_14p1	0
Human_adenovirus_15	0
Human_adenovirus_15/H9	0
Human_adenovirus_16	0
Human_adenovirus_16p	0
Human_adenovirus_17	0
Human_adenovirus_18	0
Human_adenovirus_19	0
Human_adenovirus_19C	0
Human_adenovirus_19a	0
Human_adenovirus_19p	0
Human_adenovirus_1_strain_Adenoid_71	0
Human_adenovirus_2	0
Human_adenovirus_20	0
Human_adenovirus_21	0
Human_adenovirus_21a	0
Human_adenovirus_22	0
Human_adenovirus_22H8	0
Human_adenovirus_23	0
Human_adenovirus_24	0
Human_adenovirus_25	0
Human_adenovirus_26	0
Human_adenovirus_27	0
Human_adenovirus_28	0
Human_adenovirus_29	0
Human_adenovirus_3+11p	0
Human_adenovirus_3+7	0
Human_adenovirus_30	0
Human_adenovirus_31	0
Human_adenovirus_32	0
