Node	NumberOfAssignedReads
African_swine_fever_virus	0
Aspergillus_fumigatus	0
BK_virus_strain_AS	0
BK_virus_strain_GS	0
BK_virus_variant_RF	0
Bacillus_anthracis	0
Bacillus_bombysepticus_str._Wang	2
Bacillus_cereus_group	1
Bacillus_mobilis	1
Bacillus_mycoides	2
Bacillus_pseudomycoides	2
Bacillus_pseudomycoides_DSM_12442	1
Bacillus_thuringiensis	1
Bartonella_bacilliformis	2
Bartonella_henselae	0
Bartonella_quintana	2
Blastomyces_dermatitidis	0
Bordetella	347
Bordetella_avium_197N	16
Bordetella_bronchialis	100
Bordetella_bronchiseptica	76
Bordetella_flabilis	117
Bordetella_genomosp._13	142
Bordetella_genomosp._6	51
Bordetella_genomosp._8	92
Bordetella_genomosp._9	75
Bordetella_hinzii	114
Bordetella_holmesii	49
Bordetella_parapertussis	11
Bordetella_pertussis	27
Bordetella_pertussis_137	3
Bordetella_pertussis_18323	9
Bordetella_petrii	88
Bordetella_pseudohinzii	67
Bordetella_sp._H567	67
Bordetella_sp._HZ20	0
Bordetella_sp._N	88
Bordetella_trematum	70
Borrelia	0
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliaceae	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Brucella	510
Brucella_abortus	1
Brucella_abortus_bv._6_str._870	2
Brucella_canis	0
Brucella_inopinata	14
Brucella_melitensis	4
Brucella_melitensis_bv._2_str._63/9	8
Brucella_microti	0
Brucella_microti_CCM_4915	1
Brucella_ovis	0
Brucella_ovis_ATCC_25840	3
Brucella_pinnipedialis	0
Brucella_sp._09RB8471	8
Brucella_sp._09RB8910	21
Brucella_sp._10RB9215	13
Brucella_sp._141012304	0
Brucella_sp._2280	4
Brucella_sp._BO2	7
Brucella_suis	1
Brucella_suis_bv._2	1
Brucella_vulpis	0
Brucellaceae	3
Burkholderia_cepacia	149
Burkholderia_cepacia_ATCC_25416	32
Burkholderia_cepacia_JBK9	46
Burkholderia_gladioli	176
Burkholderia_gladioli_BSR3	47
Burkholderia_gladioli_pv._gladioli	159
Burkholderia_mallei	7
Burkholderia_mallei_NCTC_10247	3
Burkholderia_multivorans	241
Burkholderia_multivorans_ATCC_17616	53
Burkholderia_multivorans_ATCC_BAA-247	73
Burkholderia_pseudomallei	126
Burkholderia_pseudomallei_1106b	2
Burkholderia_pseudomallei_1710a	1
Burkholderia_pseudomallei_1710b	1
Burkholderia_pseudomallei_7894	7
Burkholderia_pseudomallei_B03	4
Burkholderia_pseudomallei_MSHR1153	3
Burkholderia_pseudomallei_MSHR2543	1
Burkholderia_pseudomallei_MSHR435	2
Burkholderia_pseudomallei_NCTC_13179	4
Burkholderia_pseudomallei_Pasteur_52237	4
Burkholderia_sp._OLGA172	0
Campylobacter_coli	0
Campylobacter_coli_76339	1
Campylobacter_gracilis	1
Campylobacter_showae	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_trachomatis	0
Clostridium	21
Clostridium_acetobutylicum	1
Clostridium_argentinense	1
Clostridium_baratii_str._Sullivan	4
Clostridium_beijerinckii	1
Clostridium_botulinum	6
Clostridium_botulinum_BKT015925	1
Clostridium_botulinum_E3_str._Alaska_E43	0
Clostridium_butyricum	0
Clostridium_cadaveris	1
Clostridium_carboxidivorans_P7	2
Clostridium_chauvoei	2
Clostridium_cochlearium	1
Clostridium_drakei	1
Clostridium_estertheticum	0
Clostridium_gasigenes	1
Clostridium_kluyveri	1
Clostridium_novyi	0
Clostridium_novyi_NT	1
Clostridium_pasteurianum_BC1	4
Clostridium_perfringens	34
Clostridium_perfringens_ATCC_13124	6
Clostridium_perfringens_F262	3
Clostridium_perfringens_str._13	1
Clostridium_septicum	0
Clostridium_sp._BNL1100	0
Clostridium_sp._C5S11	1
Clostridium_sp._JN-1	1
Clostridium_sp._M62/1	3
Clostridium_sp._SY8519	3
Clostridium_sporogenes	0
Clostridium_tetani	1
Clostridium_tetani_E88	0
Clostridium_tyrobutyricum	5
Coccidioides_immitis	0
Coccidioides_posadasii	0
Corynebacterium_ammoniagenes	0
Corynebacterium_crudilactis	0
Corynebacterium_diphtheriae	6
Corynebacterium_diphtheriae_HC03	4
Corynebacterium_diphtheriae_HC04	2
Corynebacterium_glutamicum	8
Corynebacterium_glutamicum_R	1
Corynebacterium_glutamicum_SCgG1	1
Corynebacterium_glutamicum_ZL-6	2
Corynebacterium_glyciniphilum	0
Corynebacterium_glyciniphilum_AJ_3170	12
Corynebacterium_jeikeium	10
Corynebacterium_jeikeium_K411	15
Corynebacterium_kroppenstedtii	2
Corynebacterium_kroppenstedtii_DSM_44385	20
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	44
Corynebacterium_matruchotii	19
Corynebacterium_segmentosum	8
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	160
Corynebacterium_stationis	8
Corynebacterium_urealyticum	15
Corynebacterium_ureicelerivorans	21
Corynebacterium_variabile	0
Corynebacterium_variabile_DSM_44702	51
Corynebacterium_xerosis	75
Cowpox-Vaccinia_virus	0
Cowpox_virus	0
Coxiella_burnetii	6
Coxiella_burnetii_Dugway_5J108-111	6
Coxiella_burnetii_str._Schperling	1
Cryptococcus_gattii_species_complex	0
Cryptococcus_neoformans	0
Cynomolgus_Epstein-Barr_Virus_A4	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0
Ehrlichia_canis	0
Ehrlichia_canis_str._Jake	2
Enterobius_vermicularis	39
Enterococcus_avium	0
Enterococcus_casseliflavus	3
Enterococcus_cecorum	0
Enterococcus_durans	0
Enterococcus_faecalis	0
Enterococcus_faecalis_D32	1
Enterococcus_faecium	1
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	5
Enterococcus_hirae	4
Enterococcus_hirae_ATCC_9790	13
Enterococcus_mundtii	0
Epstein-barr_virus_strain_ag876	0
Epstein-barr_virus_strain_p3hr-1	0
Erysipelothrix_rhusiopathiae	0
Erysipelothrix_rhusiopathiae_str._Fujisawa	1
Escherichia_coli	12
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Escherichia_coli_UMN026	1
Escherichia_coli_UTI89	1
Francisella_tularensis	3
Fusobacterium	5
Fusobacterium_mortiferum_ATCC_9817	1
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._polymorphum	1
Fusobacterium_nucleatum_subsp._vincentii	1
Fusobacterium_pseudoperiodonticum	1
Haemophilus_influenzae	6
Haemophilus_influenzae_10810	2
Haemophilus_influenzae_Rd_KW20	0
Haemophilus_parainfluenzae	0
Helicobacter_cinaedi	1
Helicobacter_pylori	1
Helicobacter_pylori_B38	1
Helicobacter_pylori_Shi112	1
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Herpes_simplex_virus_unknown_type	0
Histoplasma_capsulatum	0
Human_adenovirus_1	0
Human_adenovirus_11	0
Human_adenovirus_11+34	0
Human_adenovirus_11a	0
Human_adenovirus_11p	0
Human_adenovirus_12	0
Human_adenovirus_14	0
Human_adenovirus_14a	0
Human_adenovirus_14p	0
Human_adenovirus_14p1	0
Human_adenovirus_15	0
Human_adenovirus_15/H9	0
Human_adenovirus_16	0
Human_adenovirus_16p	0
Human_adenovirus_17	0
Human_adenovirus_18	0
Human_adenovirus_19	0
Human_adenovirus_19C	0
Human_adenovirus_19a	0
Human_adenovirus_19p	0
Human_adenovirus_1_strain_Adenoid_71	0
Human_adenovirus_2	0
Human_adenovirus_20	0
Human_adenovirus_21	0
Human_adenovirus_21a	0
Human_adenovirus_22	0
Human_adenovirus_22H8	0
Human_adenovirus_23	0
Human_adenovirus_24	0
Human_adenovirus_25	0
Human_adenovirus_26	0
Human_adenovirus_27	0
Human_adenovirus_28	0
Human_adenovirus_29	0
Human_adenovirus_3+11p	0
Human_adenovirus_3+7	0
Human_adenovirus_30	0
Human_adenovirus_31	0
Human_adenovirus_32	0
Human_adenovirus_33	0
Human_adenovirus_34	0
Human_adenovirus_34a	0
Human_adenovirus_35	0
Human_adenovirus_35+11	0
Human_adenovirus_36	0
Human_adenovirus_38	0
Human_adenovirus_38H44	0
Human_adenovirus_39	0
Human_adenovirus_3p	0
Human_adenovirus_40	0
Human_adenovirus_41	0
Human_adenovirus_41_Wisconsin	0
