Node	NumberOfAssignedReads
African_swine_fever_virus	0
Aspergillus_fumigatus	0
BK_virus_strain_AS	0
BK_virus_strain_GS	0
BK_virus_variant_RF	0
Bacillus_albus	5
Bacillus_anthracis	6
Bacillus_bombysepticus_str._Wang	3
Bacillus_cereus	25
Bacillus_cereus_AH1272	1
Bacillus_cereus_AH1273	5
Bacillus_cereus_AH676	2
Bacillus_cereus_ATCC_4342	4
Bacillus_cereus_BDRD-Cer4	4
Bacillus_cereus_BDRD-ST196	3
Bacillus_cereus_Rock3-28	1
Bacillus_cereus_Rock3-29	2
Bacillus_cereus_Rock3-44	47
Bacillus_cereus_Rock4-18	4
Bacillus_cereus_group	173
Bacillus_cytotoxicus	95
Bacillus_luti	26
Bacillus_mobilis	11
Bacillus_mycoides	98
Bacillus_nitratireducens	9
Bacillus_pacificus	9
Bacillus_paranthracis	1
Bacillus_pseudomycoides	83
Bacillus_pseudomycoides_DSM_12442	41
Bacillus_sp._ABP14	5
Bacillus_sp._FDAARGOS_235	1
Bacillus_sp._HBCD-sjtu	8
Bacillus_sp._JAS24-2	2
Bacillus_thuringiensis	19
Bacillus_thuringiensis_serovar_andalousiensis	3
Bacillus_thuringiensis_serovar_chinensis_CT-43	2
Bacillus_thuringiensis_serovar_indiana	1
Bacillus_thuringiensis_serovar_israelensis	1
Bacillus_thuringiensis_serovar_kurstaki_str._T03a001	5
Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	9
Bacillus_toyonensis_BCT-7112	2
Bacillus_tropicus	2
Bacillus_wiedmannii	31
Bartonella_bacilliformis	2
Bartonella_henselae	0
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella	506
Bordetella_avium_197N	46
Bordetella_bronchialis	130
Bordetella_bronchiseptica	76
Bordetella_flabilis	120
Bordetella_genomosp._13	194
Bordetella_genomosp._6	41
Bordetella_genomosp._8	161
Bordetella_genomosp._9	126
Bordetella_hinzii	149
Bordetella_holmesii	43
Bordetella_parapertussis	22
Bordetella_pertussis	47
Bordetella_pertussis_137	5
Bordetella_pertussis_18323	13
Bordetella_petrii	132
Bordetella_pseudohinzii	98
Bordetella_sp._H567	154
Bordetella_sp._HZ20	0
Bordetella_sp._N	108
Bordetella_trematum	111
Borrelia	10
Borrelia_coriaceae_ATCC_43381	2
Borrelia_crocidurae	0
Borrelia_crocidurae_str._Achema	1
Borrelia_recurrentis	0
Borrelia_turcica_IST7	1
Borreliaceae	1
Borreliella_afzelii	0
Borreliella_afzelii_PKo	1
Borreliella_burgdorferi	0
Borreliella_garinii	0
Borreliella_garinii_BgVir	1
Borreliella_valaisiana	1
Borreliella_valaisiana_VS116	1
Brucella	353
Brucella_abortus	5
Brucella_abortus_bv._6_str._870	1
Brucella_canis	0
Brucella_inopinata	6
Brucella_melitensis	1
Brucella_microti	0
Brucella_ovis	0
Brucella_pinnipedialis	0
Brucella_sp._09RB8471	3
Brucella_sp._09RB8910	9
Brucella_sp._10RB9215	5
Brucella_sp._141012304	0
Brucella_sp._2280	6
Brucella_sp._BO2	7
Brucella_suis	0
Brucella_vulpis	0
Brucellaceae	0
Burkholderia_cepacia	105
Burkholderia_cepacia_ATCC_25416	38
Burkholderia_cepacia_JBK9	33
Burkholderia_gladioli	238
Burkholderia_gladioli_BSR3	64
Burkholderia_gladioli_pv._gladioli	178
Burkholderia_mallei	9
Burkholderia_mallei_NCTC_10247	1
Burkholderia_multivorans	153
Burkholderia_multivorans_ATCC_17616	63
Burkholderia_multivorans_ATCC_BAA-247	50
Burkholderia_pseudomallei	85
Burkholderia_pseudomallei_1106b	5
Burkholderia_pseudomallei_1710a	3
Burkholderia_pseudomallei_1710b	2
Burkholderia_pseudomallei_7894	9
Burkholderia_pseudomallei_B03	3
Burkholderia_pseudomallei_MSHR1153	6
Burkholderia_pseudomallei_MSHR2543	1
Burkholderia_pseudomallei_MSHR346	4
Burkholderia_pseudomallei_MSHR435	8
Burkholderia_pseudomallei_NCTC_13179	8
Burkholderia_pseudomallei_Pasteur_52237	1
Burkholderia_sp._OLGA172	0
Campylobacter_coli	1
Campylobacter_coli_RM4661	2
Campylobacter_gracilis	4
Campylobacter_showae	2
Chlamydia_abortus	0
Chlamydia_abortus_LLG	2
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_felis_Fe/C-56	1
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pecorum_P787	1
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_trachomatis	0
Clostridium	141
Clostridium_aceticum	41
Clostridium_acetobutylicum	3
Clostridium_acetobutylicum_EA_2018	4
Clostridium_argentinense	11
Clostridium_baratii	2
Clostridium_baratii_str._Sullivan	4
Clostridium_beijerinckii	12
Clostridium_bornimense	7
Clostridium_botulinum	14
Clostridium_botulinum_202F	3
Clostridium_botulinum_A	1
Clostridium_botulinum_A2_str._Kyoto	1
Clostridium_botulinum_A3_str._Loch_Maree	1
Clostridium_botulinum_B1_str._Okra	1
Clostridium_botulinum_BKT015925	3
Clostridium_botulinum_B_str._Eklund_17B_(NRP)	1
Clostridium_botulinum_CDC_1436	2
Clostridium_botulinum_E3_str._Alaska_E43	0
Clostridium_botulinum_Prevot_594	4
Clostridium_butyricum	11
Clostridium_cadaveris	1
Clostridium_carboxidivorans_P7	4
Clostridium_cellulovorans_743B	3
Clostridium_chauvoei	3
Clostridium_cochlearium	8
Clostridium_drakei	5
Clostridium_estertheticum	0
Clostridium_estertheticum_subsp._estertheticum	3
Clostridium_formicaceticum	69
Clostridium_intestinale	5
Clostridium_isatidis	14
Clostridium_kluyveri	15
Clostridium_ljungdahlii_DSM_13528	4
Clostridium_novyi	0
Clostridium_novyi_NT	3
Clostridium_pasteurianum	5
Clostridium_pasteurianum_BC1	3
Clostridium_perfringens	11
Clostridium_saccharobutylicum	1
Clostridium_saccharoperbutylacetonicum	3
Clostridium_scatologenes	3
Clostridium_septicum	2
Clostridium_sp._AWRP	6
Clostridium_sp._BNL1100	7
Clostridium_sp._C1	5
Clostridium_sp._C5S11	4
Clostridium_sp._DL-VIII	4
Clostridium_sp._JN-1	1
Clostridium_sp._JN-9	3
Clostridium_sp._M62/1	4
Clostridium_sp._MF28	1
Clostridium_sp._SY8519	3
Clostridium_sporogenes	5
Clostridium_taeniosporum	4
Clostridium_tetani	8
Clostridium_tetani_12124569	1
Clostridium_tetani_E88	4
Clostridium_tyrobutyricum	2
Coccidioides_immitis	0
Coccidioides_posadasii	0
Corynebacterium_ammoniagenes	77
Corynebacterium_crudilactis	11
Corynebacterium_diphtheriae	24
Corynebacterium_diphtheriae_HC03	2
Corynebacterium_diphtheriae_HC04	1
Corynebacterium_diphtheriae_NCTC_13129	5
Corynebacterium_glutamicum	140
Corynebacterium_glutamicum_K051	4
Corynebacterium_glutamicum_MB001	8
Corynebacterium_glutamicum_R	21
Corynebacterium_glutamicum_SCgG1	7
Corynebacterium_glutamicum_SCgG2	4
Corynebacterium_glutamicum_ZL-6	4
Corynebacterium_glyciniphilum	0
Corynebacterium_glyciniphilum_AJ_3170	8421
Corynebacterium_jeikeium	98
Corynebacterium_jeikeium_K411	55
Corynebacterium_kroppenstedtii	16
Corynebacterium_kroppenstedtii_DSM_44385	11
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	93
Corynebacterium_matruchotii	17
Corynebacterium_segmentosum	18
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	321
Corynebacterium_stationis	1347
Corynebacterium_urealyticum	62
Corynebacterium_ureicelerivorans	42
Corynebacterium_variabile	0
Corynebacterium_variabile_DSM_44702	409
Corynebacterium_xerosis	652
Cowpox-Vaccinia_virus	0
Cowpox_virus	0
Coxiella_burnetii	10
Coxiella_burnetii_Dugway_5J108-111	6
Coxiella_burnetii_str._Schperling	4
Cryptococcus_gattii_species_complex	0
Cryptococcus_neoformans	0
Cynomolgus_Epstein-Barr_Virus_A4	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0
Ehrlichia_canis	0
Enterobius_vermicularis	47
Enterococcus_avium	17
Enterococcus_casseliflavus	12
Enterococcus_casseliflavus_EC20	8
Enterococcus_cecorum	39
Enterococcus_durans	18
Enterococcus_faecalis	45
Enterococcus_faecalis_62	1
Enterococcus_faecalis_ATCC_29212	1
Enterococcus_faecalis_D32	1
Enterococcus_faecalis_R712	2
Enterococcus_faecium	16
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	12
