Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	0	0	0	0	na	na
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	6	1	1	1	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	1	0	0	0	On	Off
Bartonella_henselae	1	0	0	0	On	Off
Bartonella_quintana	2	0	0	0	On	Off
Bartonella_quintana_RM-11	3	0	0	0	On	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	143	22	22	22	Off	Off
Bordetella_bronchiseptica	114	9	9	9	Off	Off
Bordetella_genomosp._13	179	33	33	33	Off	Off
Bordetella_pertussis	43	3	19	19	Off	Off
Bordetella_pertussis_137	10	0	0	0	On	Off
Bordetella_pertussis_18323	19	3	26	26	Off	Off
Bordetella_petrii	131	14	14	14	Off	Off
Bordetella_trematum	142	18	23	23	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_crocidurae_DOU	2	0	0	0	On	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	1	0	0	0	On	Off
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	2	0	0	0	On	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_melitensis_bv._2_str._63/9	1	0	0	0	On	Off
Brucella_microti	0	0	0	0	na	na
Brucella_microti_CCM_4915	1	0	0	0	On	Off
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	2	2	2	2	Off	Off
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	129	18	23	23	Off	Off
Burkholderia_cepacia_ATCC_25416	67	14	58	58	Off	Off
Burkholderia_cepacia_JBK9	49	4	4	4	Off	Off
Burkholderia_gladioli	292	41	132	132	Off	Off
Burkholderia_gladioli_BSR3	52	5	9	9	Off	Off
Burkholderia_gladioli_pv._gladioli	217	30	80	80	Off	Off
Burkholderia_mallei	18	2	5	5	Off	Off
Burkholderia_mallei_NCTC_10229	1	0	0	0	On	Off
Burkholderia_mallei_NCTC_10247	5	0	0	0	On	Off
Burkholderia_multivorans	281	39	112	112	Off	Off
Burkholderia_multivorans_ATCC_17616	66	12	37	37	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	52	8	28	28	Off	Off
Burkholderia_pseudomallei	143	16	30	30	Off	Off
Burkholderia_pseudomallei_1106b	12	0	0	0	On	Off
