Node	NumberOfAssignedReads
African_swine_fever_virus	0
Aspergillus_fumigatus	0
BK_virus_strain_AS	0
BK_virus_strain_GS	0
BK_virus_variant_RF	0
Bacillus_anthracis	0
Bacillus_bombysepticus_str._Wang	3
Bacillus_cereus	4
Bacillus_cereus_group	1
Bacillus_cytotoxicus	1
Bacillus_mycoides	8
Bacillus_pseudomycoides	1
Bacillus_pseudomycoides_DSM_12442	4
Bacillus_thuringiensis	5
Bacillus_thuringiensis_serovar_chinensis_CT-43	2
Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	4
Bacillus_toyonensis_BCT-7112	1
Bartonella_bacilliformis	1
Bartonella_henselae	0
Bartonella_quintana	0
Blastomyces_dermatitidis	0
Bordetella	914
Bordetella_avium_197N	80
Bordetella_bronchialis	300
Bordetella_bronchiseptica	205
Bordetella_flabilis	238
Bordetella_genomosp._13	324
Bordetella_genomosp._6	52
Bordetella_genomosp._8	266
Bordetella_genomosp._9	234
Bordetella_hinzii	264
Bordetella_holmesii	105
Bordetella_parapertussis	32
Bordetella_pertussis	101
Bordetella_pertussis_137	52
Bordetella_pertussis_18323	15
Bordetella_petrii	293
Bordetella_pseudohinzii	119
Bordetella_sp._H567	324
Bordetella_sp._HZ20	0
Bordetella_sp._N	235
Bordetella_trematum	202
Borrelia	7
Borrelia_crocidurae	0
Borrelia_miyamotoi_FR64b	1
Borrelia_recurrentis	0
Borreliaceae	3
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Brucella	325
Brucella_abortus	1
Brucella_canis	1
Brucella_inopinata	4
Brucella_melitensis	3
Brucella_microti	0
Brucella_ovis	0
Brucella_ovis_ATCC_25840	2
Brucella_pinnipedialis	0
Brucella_sp._09RB8471	12
Brucella_sp._09RB8910	3
Brucella_sp._10RB9215	53
Brucella_sp._141012304	0
Brucella_sp._2280	8
Brucella_sp._BO2	15
Brucella_suis	3
Brucella_vulpis	0
Brucellaceae	0
Burkholderia_cepacia	346
Burkholderia_cepacia_ATCC_25416	161
Burkholderia_cepacia_JBK9	186
Burkholderia_gladioli	971
Burkholderia_gladioli_BSR3	343
Burkholderia_gladioli_pv._gladioli	1189
Burkholderia_mallei	18
Burkholderia_mallei_NCTC_10229	2
Burkholderia_mallei_NCTC_10247	9
Burkholderia_multivorans	799
Burkholderia_multivorans_ATCC_17616	188
Burkholderia_multivorans_ATCC_BAA-247	172
Burkholderia_pseudomallei	415
Burkholderia_pseudomallei_1106b	20
Burkholderia_pseudomallei_1710a	19
Burkholderia_pseudomallei_1710b	13
Burkholderia_pseudomallei_7894	10
Burkholderia_pseudomallei_B03	54
Burkholderia_pseudomallei_MSHR1153	7
Burkholderia_pseudomallei_MSHR2543	34
Burkholderia_pseudomallei_MSHR346	16
Burkholderia_pseudomallei_MSHR435	25
Burkholderia_pseudomallei_NCTC_13179	16
Burkholderia_pseudomallei_Pasteur_52237	13
Burkholderia_sp._OLGA172	0
Campylobacter_coli	0
Campylobacter_coli_76339	1
Campylobacter_gracilis	16
Campylobacter_showae	3
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	1
Chlamydia_pecorum	0
Chlamydia_pecorum_P787	1
Chlamydia_pneumoniae	0
Chlamydia_pneumoniae_AR39	1
Chlamydia_psittaci	0
Chlamydia_trachomatis	0
Chlamydia_trachomatis_6276	1
Clostridium	72
Clostridium_acetobutylicum	1
Clostridium_acetobutylicum_EA_2018	2
Clostridium_baratii	3
Clostridium_baratii_str._Sullivan	3
Clostridium_beijerinckii	12
Clostridium_botulinum	2
Clostridium_botulinum_202F	6
Clostridium_botulinum_A	2
Clostridium_botulinum_BKT015925	0
Clostridium_botulinum_E3_str._Alaska_E43	0
Clostridium_botulinum_Prevot_594	1
Clostridium_butyricum	6
Clostridium_cadaveris	2
Clostridium_carboxidivorans_P7	1
Clostridium_chauvoei	0
Clostridium_cochlearium	1
Clostridium_estertheticum	0
Clostridium_estertheticum_subsp._estertheticum	3
Clostridium_formicaceticum	4
Clostridium_intestinale	1
Clostridium_isatidis	2
Clostridium_novyi	0
Clostridium_pasteurianum	2
Clostridium_pasteurianum_BC1	2
Clostridium_perfringens	25
Clostridium_perfringens_F262	2
Clostridium_perfringens_str._13	7
Clostridium_saccharobutylicum	2
Clostridium_saccharoperbutylacetonicum	1
Clostridium_scatologenes	2
Clostridium_septicum	3
Clostridium_sp._BNL1100	2
Clostridium_sp._C1	1
Clostridium_sp._C5S11	7
Clostridium_sp._DL-VIII	1
Clostridium_sp._JN-9	2
Clostridium_sp._M62/1	5
Clostridium_sp._SY8519	6
Clostridium_sporogenes	1
Clostridium_taeniosporum	1
Clostridium_tetani	4
Clostridium_tetani_E88	0
Clostridium_tyrobutyricum	2
Coccidioides_immitis	0
Coccidioides_posadasii	0
Corynebacterium_ammoniagenes	14
Corynebacterium_crudilactis	0
Corynebacterium_diphtheriae	0
Corynebacterium_glutamicum	2
Corynebacterium_glutamicum_R	1
Corynebacterium_glutamicum_ZL-6	1
Corynebacterium_glyciniphilum	0
Corynebacterium_glyciniphilum_AJ_3170	21
Corynebacterium_jeikeium	4
Corynebacterium_jeikeium_K411	4
Corynebacterium_kroppenstedtii	2
Corynebacterium_kroppenstedtii_DSM_44385	13
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	20
Corynebacterium_matruchotii	17
Corynebacterium_segmentosum	4
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	29
Corynebacterium_stationis	5
Corynebacterium_urealyticum	11
Corynebacterium_ureicelerivorans	22
Corynebacterium_variabile	0
Corynebacterium_variabile_DSM_44702	10
Corynebacterium_xerosis	36
Cowpox-Vaccinia_virus	0
Cowpox_virus	0
Coxiella_burnetii	23
Coxiella_burnetii_Dugway_5J108-111	6
Coxiella_burnetii_str._Schperling	3
Cryptococcus_gattii_species_complex	0
Cryptococcus_neoformans	0
Cynomolgus_Epstein-Barr_Virus_A4	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	0
Ehrlichia_canis	0
Enterobius_vermicularis	63
Enterococcus_avium	1
Enterococcus_casseliflavus	18
Enterococcus_casseliflavus_EC20	2
Enterococcus_cecorum	4
Enterococcus_durans	2
Enterococcus_faecalis	2
Enterococcus_faecium	3
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	1
Enterococcus_hirae	1
Enterococcus_mundtii	1
Epstein-barr_virus_strain_ag876	0
Epstein-barr_virus_strain_p3hr-1	0
Erysipelothrix_rhusiopathiae	1
Escherichia_coli	70
Escherichia_coli_APEC_O2-211	2
Escherichia_coli_O111	1
Escherichia_coli_O126	1
Escherichia_coli_O145	1
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Escherichia_coli_O39:NM_str._F8704-2	1
Escherichia_coli_O7:K1_str._CE10	1
Escherichia_coli_UTI89	2
Francisella_tularensis	0
Francisella_tularensis_subsp._novicida	1
Francisella_tularensis_subsp._tularensis_MA00-2987	1
Fusobacterium	4
Fusobacterium_canifelinum	2
Fusobacterium_gastrosuis	2
Fusobacterium_mortiferum_ATCC_9817	4
Fusobacterium_necrophorum	2
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._animalis	3
Fusobacterium_nucleatum_subsp._animalis_21_1A	1
Fusobacterium_nucleatum_subsp._polymorphum	3
Fusobacterium_nucleatum_subsp._vincentii	1
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	2
Fusobacterium_periodonticum	1
Fusobacterium_pseudoperiodonticum	2
Fusobacterium_ulcerans	1
Fusobacterium_ulcerans_ATCC_49185	1
Fusobacterium_varium	2
Haemophilus_influenzae	12
Haemophilus_influenzae_KR494	1
Haemophilus_influenzae_R2846	1
Haemophilus_influenzae_Rd_KW20	0
Haemophilus_influenzae_biotype_aegyptius	1
Haemophilus_parainfluenzae	3
Haemophilus_parainfluenzae_T3T1	1
Helicobacter_cinaedi	1
Helicobacter_pylori	8
Helicobacter_pylori_PeCan4	2
Helicobacter_pylori_Shi112	3
Helicobacter_pylori_SouthAfrica7	2
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Herpes_simplex_virus_unknown_type	0
Histoplasma_capsulatum	0
Human_adenovirus_1	0
Human_adenovirus_11	0
Human_adenovirus_11+34	0
Human_adenovirus_11a	0
Human_adenovirus_11p	0
Human_adenovirus_12	0
Human_adenovirus_14	0
Human_adenovirus_14a	0
Human_adenovirus_14p	0
