Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	25	7	7	7	Off	Off
Actinobacillus_pleuropneumoniae	69	7	15	15	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	9	1	2	2	Off	Off
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	10	1	1	1	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	22	3	10	10	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	4	0	0	0	On	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	1	0	0	0	On	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	76	2	2	2	Off	Off
Bordetella_bronchiseptica	60	4	4	4	Off	Off
Bordetella_genomosp._13	85	17	17	17	Off	Off
Bordetella_pertussis	37	6	42	42	Off	Off
Bordetella_pertussis_137	8	0	0	0	On	Off
Bordetella_pertussis_18323	3	0	0	0	On	Off
Bordetella_petrii	66	11	11	11	Off	Off
Bordetella_trematum	58	7	11	11	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borrelia_recurrentis_A1	1	0	0	0	On	Off
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	2	1	2	2	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	8	0	0	0	On	Off
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	118	16	34	34	Off	Off
Burkholderia_cepacia_ATCC_25416	21	4	9	9	Off	Off
Burkholderia_cepacia_JBK9	51	10	12	12	Off	Off
Burkholderia_gladioli	200	15	33	33	Off	Off
Burkholderia_gladioli_BSR3	45	9	12	12	Off	Off
Burkholderia_gladioli_pv._gladioli	180	26	62	62	Off	Off
Burkholderia_mallei	11	0	0	0	On	Off
