Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
African_swine_fever_virus	0	0	0	0	na	na
Aspergillus_fumigatus	0	0	0	0	na	na
BK_virus_strain_AS	0	0	0	0	na	na
BK_virus_strain_GS	0	0	0	0	na	na
BK_virus_variant_RF	0	0	0	0	na	na
Bacillus_albus	2	0	0	0	On	Off
Bacillus_anthracis	0	0	0	0	na	na
Bacillus_cereus	1	1	4	4	Off	Off
Bacillus_cereus_AH676	1	0	0	0	On	Off
Bacillus_cereus_Rock3-29	1	0	0	0	On	Off
Bacillus_cereus_group	4	0	0	0	On	Off
Bacillus_mycoides	4	2	4	4	Off	Off
Bacillus_nitratireducens	2	0	0	0	On	Off
Bacillus_pseudomycoides	1	0	0	0	On	Off
Bacillus_sp._ABP14	2	0	0	0	On	Off
Bacillus_thuringiensis	2	0	0	0	On	Off
Bacillus_thuringiensis_serovar_andalousiensis	2	0	0	0	On	Off
Bacillus_wiedmannii	2	0	0	0	On	Off
Bartonella_bacilliformis	2	2	2	2	Off	Off
Bartonella_henselae	1	0	0	0	On	Off
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella	1022	217	1316	1316	Off	Off
Bordetella_avium_197N	41	11	11	11	Off	Off
Bordetella_bronchialis	268	51	51	51	Off	Off
Bordetella_bronchiseptica	160	26	35	35	Off	Off
Bordetella_flabilis	238	54	55	55	Off	Off
Bordetella_genomosp._13	343	74	75	75	Off	Off
Bordetella_genomosp._6	81	22	22	22	Off	Off
Bordetella_genomosp._8	259	54	54	54	Off	Off
Bordetella_genomosp._9	208	38	39	39	Off	Off
Bordetella_hinzii	260	51	69	69	Off	Off
Bordetella_holmesii	133	26	62	62	Off	Off
Bordetella_parapertussis	46	9	16	16	Off	Off
Bordetella_pertussis	88	17	126	126	Off	Off
Bordetella_pertussis_137	11	2	20	20	Off	Off
Bordetella_pertussis_18323	16	3	20	20	Off	Off
Bordetella_petrii	225	46	46	46	Off	Off
Bordetella_pseudohinzii	136	27	27	27	Off	Off
Bordetella_sp._H567	251	56	56	56	Off	Off
Bordetella_sp._HZ20	0	0	0	0	na	na
Bordetella_sp._N	199	40	40	40	Off	Off
Bordetella_trematum	218	42	63	63	Off	Off
Borrelia	3	0	0	0	On	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_crocidurae_str._Achema	1	0	0	0	On	Off
Borrelia_miyamotoi_FR64b	3	0	0	0	On	Off
Borrelia_recurrentis	0	0	0	0	na	na
Borrelia_recurrentis_A1	1	0	0	0	On	Off
Borreliaceae	10	0	0	0	On	Off
Borreliella	2	0	0	0	On	Off
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Brucella	228	36	90	90	Off	Off
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_inopinata	7	2	2	2	Off	Off
Brucella_melitensis	3	1	1	1	Off	Off
Brucella_melitensis_bv._2_str._63/9	1	1	2	2	Off	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_pinnipedialis	0	0	0	0	na	na
Brucella_sp._09RB8471	2	2	2	2	Off	Off
Brucella_sp._09RB8910	14	3	3	3	Off	Off
Brucella_sp._10RB9215	12	3	3	3	Off	Off
Brucella_sp._141012304	0	0	0	0	na	na
Brucella_sp._2280	11	2	2	2	Off	Off
Brucella_sp._BO2	4	0	0	0	On	Off
Brucella_suis	0	0	0	0	na	na
Brucella_vulpis	0	0	0	0	na	na
Brucellaceae	0	0	0	0	na	na
Burkholderia_cepacia	265	56	84	84	Off	Off
Burkholderia_cepacia_ATCC_25416	72	9	38	38	Off	Off
Burkholderia_cepacia_JBK9	85	12	14	14	Off	Off
Burkholderia_gladioli	479	88	363	363	Off	Off
Burkholderia_gladioli_BSR3	114	32	50	50	Off	Off
Burkholderia_gladioli_pv._gladioli	350	63	190	190	Off	Off
Burkholderia_mallei	22	9	19	19	Off	Off
Burkholderia_mallei_NCTC_10229	1	1	1	1	Off	Off
Burkholderia_mallei_NCTC_10247	5	3	22	22	Off	Off
Burkholderia_multivorans	382	72	182	182	Off	Off
Burkholderia_multivorans_ATCC_17616	115	19	62	62	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	80	15	48	48	Off	Off
Burkholderia_pseudomallei	228	57	220	220	Off	Off
Burkholderia_pseudomallei_1106b	12	2	3	3	Off	Off
Burkholderia_pseudomallei_1710a	1	0	0	0	On	Off
Burkholderia_pseudomallei_1710b	1	0	0	0	On	Off
Burkholderia_pseudomallei_7894	3	0	0	0	On	Off
Burkholderia_pseudomallei_B03	19	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR1153	7	1	2	2	Off	Off
Burkholderia_pseudomallei_MSHR2543	9	5	12	12	Off	Off
Burkholderia_pseudomallei_MSHR346	7	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR435	5	1	3	3	Off	Off
Burkholderia_pseudomallei_NCTC_13179	17	3	4	4	Off	Off
Burkholderia_pseudomallei_Pasteur_52237	4	0	0	0	On	Off
Burkholderia_sp._OLGA172	0	0	0	0	na	na
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_gracilis	7	2	4	4	Off	Off
Campylobacter_showae	3	0	0	0	On	Off
Candidatus_Borrelia_tachyglossi	2	2	2	2	Off	Off
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_caviae_GPIC	1	0	0	0	On	Off
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pecorum_P787	1	0	0	0	On	Off
Chlamydia_pneumoniae	4	0	0	0	On	Off
Chlamydia_psittaci	3	0	0	0	On	Off
Chlamydia_trachomatis	0	0	0	0	na	na
Chlamydia_trachomatis_6276	1	0	0	0	On	Off
Clostridium	66	11	12	12	Off	Off
Clostridium_aceticum	3	0	0	0	On	Off
Clostridium_argentinense	1	0	0	0	On	Off
Clostridium_beijerinckii	3	1	2	2	Off	Off
Clostridium_bornimense	2	0	0	0	On	Off
Clostridium_botulinum	3	1	1	1	Off	Off
Clostridium_botulinum_A2_str._Kyoto	3	0	0	0	On	Off
Clostridium_botulinum_BKT015925	1	0	0	0	On	Off
Clostridium_botulinum_B_str._Eklund_17B_(NRP)	3	0	0	0	On	Off
Clostridium_botulinum_E3_str._Alaska_E43	0	0	0	0	na	na
Clostridium_botulinum_Prevot_594	1	0	0	0	On	Off
Clostridium_butyricum	0	0	0	0	na	na
Clostridium_cadaveris	1	0	0	0	On	Off
Clostridium_carboxidivorans_P7	1	0	0	0	On	Off
Clostridium_cellulovorans_743B	1	0	0	0	On	Off
Clostridium_chauvoei	1	0	0	0	On	Off
Clostridium_cochlearium	3	0	0	0	On	Off
Clostridium_drakei	2	1	1	1	Off	Off
Clostridium_estertheticum	0	0	0	0	na	na
Clostridium_formicaceticum	5	4	4	4	Off	Off
Clostridium_gasigenes	6	0	0	0	On	Off
Clostridium_intestinale	1	0	0	0	On	Off
Clostridium_kluyveri	4	1	1	1	Off	Off
Clostridium_ljungdahlii_DSM_13528	1	0	0	0	On	Off
Clostridium_novyi	0	0	0	0	na	na
Clostridium_novyi_NT	1	0	0	0	On	Off
Clostridium_pasteurianum	1	0	0	0	On	Off
Clostridium_pasteurianum_BC1	3	2	2	2	Off	Off
Clostridium_perfringens	4	1	1	1	Off	Off
Clostridium_saccharoperbutylacetonicum	3	0	0	0	On	Off
Clostridium_septicum	1	0	0	0	On	Off
Clostridium_sp._BNL1100	5	2	2	2	Off	Off
Clostridium_sp._C1	1	0	0	0	On	Off
Clostridium_sp._C5S11	2	1	2	2	Off	Off
Clostridium_sp._DL-VIII	4	0	0	0	On	Off
Clostridium_sp._JN-9	1	0	0	0	On	Off
Clostridium_sp._M62/1	3	1	1	1	Off	Off
Clostridium_sp._SY8519	2	0	0	0	On	Off
Clostridium_sporogenes	0	0	0	0	na	na
Clostridium_tetani	0	0	0	0	na	na
Clostridium_tetani_12124569	2	2	2	2	Off	Off
Clostridium_tetani_E88	0	0	0	0	na	na
Clostridium_tyrobutyricum	1	0	0	0	On	Off
Coccidioides_immitis	0	0	0	0	na	na
Coccidioides_posadasii	0	0	0	0	na	na
Corynebacterium_ammoniagenes	3	2	2	2	Off	Off
Corynebacterium_crudilactis	0	0	0	0	na	na
Corynebacterium_diphtheriae	2	1	1	1	Off	Off
Corynebacterium_diphtheriae_HC04	2	0	0	0	On	Off
Corynebacterium_glutamicum	7	1	1	1	Off	Off
Corynebacterium_glutamicum_SCgG1	1	0	0	0	On	Off
Corynebacterium_glutamicum_ZL-6	2	0	0	0	On	Off
Corynebacterium_glyciniphilum	0	0	0	0	na	na
Corynebacterium_glyciniphilum_AJ_3170	22	9	9	9	Off	Off
Corynebacterium_jeikeium	8	0	0	0	On	Off
Corynebacterium_jeikeium_K411	11	3	4	4	Off	Off
Corynebacterium_kroppenstedtii	4	1	1	1	Off	Off
Corynebacterium_kroppenstedtii_DSM_44385	4	1	4	4	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	22	6	6	6	Off	Off
Corynebacterium_matruchotii	11	5	6	6	Off	Off
Corynebacterium_segmentosum	3	0	0	0	On	Off
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	52	11	11	11	Off	Off
Corynebacterium_stationis	1	0	0	0	On	Off
Corynebacterium_urealyticum	16	2	2	2	Off	Off
Corynebacterium_ureicelerivorans	18	3	3	3	Off	Off
Corynebacterium_variabile	0	0	0	0	na	na
Corynebacterium_variabile_DSM_44702	27	4	4	4	Off	Off
Corynebacterium_xerosis	39	5	5	5	Off	Off
Cowpox-Vaccinia_virus	0	0	0	0	na	na
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	7	0	0	0	On	Off
Coxiella_burnetii_Dugway_5J108-111	2	0	0	0	On	Off
Coxiella_burnetii_str._Schperling	3	0	0	0	On	Off
Cryptococcus_gattii_species_complex	0	0	0	0	na	na
Cryptococcus_neoformans	0	0	0	0	na	na
Cynomolgus_Epstein-Barr_Virus_A4	0	0	0	0	na	na
