Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	3	3	3	3	Off	Off
Actinobacillus_pleuropneumoniae	15	15	39	39	Off	Off
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	1	2	2	Off	Off
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	3	3	10	10	Off	Off
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	3	3	15	15	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	1	1	1	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	10	10	10	10	Off	Off
Bordetella_bronchiseptica	7	7	8	8	Off	Off
Bordetella_genomosp._13	9	9	9	9	Off	Off
Bordetella_pertussis	7	7	36	36	Off	Off
Bordetella_pertussis_18323	4	4	23	23	Off	Off
Bordetella_petrii	10	10	10	10	Off	Off
Bordetella_trematum	13	13	16	16	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	1	1	1	1	Off	Off
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	12	12	17	17	Off	Off
Burkholderia_cepacia_ATCC_25416	2	2	9	9	Off	Off
Burkholderia_cepacia_JBK9	5	5	5	5	Off	Off
Burkholderia_gladioli	25	25	69	69	Off	Off
Burkholderia_gladioli_BSR3	5	5	10	10	Off	Off
Burkholderia_gladioli_pv._gladioli	26	26	58	58	Off	Off
Burkholderia_mallei	2	2	3	3	Off	Off
Burkholderia_multivorans	17	17	25	25	Off	Off
Burkholderia_multivorans_ATCC_17616	2	2	2	2	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	4	4	8	8	Off	Off
Burkholderia_pseudomallei	26	26	137	137	Off	Off
Burkholderia_pseudomallei_1710b	3	3	7	7	Off	Off
Burkholderia_pseudomallei_7894	1	1	1	1	Off	Off
Burkholderia_pseudomallei_B03	2	2	2	2	Off	Off
Burkholderia_pseudomallei_MSHR1153	1	1	1	1	Off	Off
Burkholderia_pseudomallei_MSHR2543	1	1	15	15	Off	Off
Burkholderia_pseudomallei_MSHR346	2	2	6	6	Off	Off
Burkholderia_pseudomallei_MSHR435	3	3	4	4	Off	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	0	0	0	0	na	na
Campylobacter_showae	1	1	1	1	Off	Off
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	0	0	0	0	na	na
Chlamydia_suis	0	0	0	0	na	na
Chlamydia_trachomatis	0	0	0	0	na	na
Corynebacterium_ammoniagenes	1	1	1	1	Off	Off
Corynebacterium_amycolatum	6	6	6	6	Off	Off
Corynebacterium_bovis	25	25	25	25	Off	Off
Corynebacterium_crudilactis	0	0	0	0	na	na
Corynebacterium_diphtheriae	5	5	19	19	Off	Off
Corynebacterium_diphtheriae_HC04	1	1	1	1	Off	Off
Corynebacterium_diphtheriae_NCTC_13129	1	1	1	1	Off	Off
Corynebacterium_jeikeium	5	5	5	5	Off	Off
Corynebacterium_jeikeium_K411	8	8	10	10	Off	Off
Corynebacterium_kroppenstedtii	0	0	0	0	na	na
Corynebacterium_kroppenstedtii_DSM_44385	3	3	8	8	Off	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	15	15	15	15	Off	Off
Corynebacterium_matruchotii	11	11	18	18	Off	Off
Corynebacterium_minutissimum	4	4	7	7	Off	Off
Corynebacterium_pseudotuberculosis	1	1	2	2	Off	Off
Corynebacterium_renale	3	3	3	3	Off	Off
Corynebacterium_segmentosum	3	3	3	3	Off	Off
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	55	55	55	55	Off	Off
Corynebacterium_stationis	0	0	0	0	na	na
Corynebacterium_striatum	9	9	10	10	Off	Off
Corynebacterium_urealyticum	1	1	1	1	Off	Off
Corynebacterium_ureicelerivorans	8	8	8	8	Off	Off
Corynebacterium_xerosis	17	17	18	18	Off	Off
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	1	1	6	6	Off	Off
Coxiella_burnetii_str._Schperling	2	2	6	6	Off	Off
Cryptosporidium	0	0	0	0	na	na
