Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	1	1	1	1	Off	Off
African_swine_fever_virus	1	1	1	1	Off	Off
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	1	2	2	Off	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	0	0	0	0	na	na
Bartonella_quintana	0	0	0	0	na	na
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	23	23	23	23	Off	Off
Bordetella_bronchiseptica	18	18	29	29	Off	Off
Bordetella_genomosp._13	31	31	31	31	Off	Off
Bordetella_pertussis	5	5	132	132	Off	Off
Bordetella_pertussis_137	1	1	11	11	Off	Off
Bordetella_pertussis_18323	1	1	18	18	Off	Off
Bordetella_petrii	20	20	20	20	Off	Off
Bordetella_trematum	17	17	25	25	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	0	0	0	0	na	na
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	0	0	0	0	na	na
Brucella_microti	0	0	0	0	na	na
Brucella_microti_CCM_4915	1	1	1	1	Off	Off
Brucella_ovis	0	0	0	0	na	na
Brucella_suis	0	0	0	0	na	na
Burkholderia_cepacia	21	21	30	30	Off	Off
Burkholderia_cepacia_ATCC_25416	5	5	18	18	Off	Off
Burkholderia_cepacia_JBK9	8	8	8	8	Off	Off
Burkholderia_gladioli	49	49	157	157	Off	Off
Burkholderia_gladioli_BSR3	8	8	13	13	Off	Off
Burkholderia_gladioli_pv._gladioli	22	22	55	55	Off	Off
Burkholderia_mallei	3	3	3	3	Off	Off
Burkholderia_multivorans	46	46	116	116	Off	Off
Burkholderia_multivorans_ATCC_17616	8	8	24	24	Off	Off
