Node	NumberOfAssignedReads
Actinobacillus_equuli	0
Actinobacillus_pleuropneumoniae	1
African_swine_fever_virus	1
Aphthovirus	0
Arcanobacterium_haemolyticum	1
Aspergillus_fumigatus	0
Bartonella_bacilliformis	0
Bartonella_henselae	1
Bartonella_quintana	2
Blastomyces_dermatitidis	0
Bordetella_bronchialis	13
Bordetella_bronchiseptica	8
Bordetella_genomosp._13	32
Bordetella_pertussis	2
Bordetella_petrii	16
Bordetella_trematum	22
Borrelia_crocidurae	0
Borrelia_crocidurae_DOU	2
Borrelia_recurrentis	0
Borreliella_afzelii	2
Borreliella_afzelii_Tom3107	2
Borreliella_burgdorferi	0
Borreliella_burgdorferi_N40	1
Borreliella_garinii	1
Bovine_rhinitis_A_virus	0
Brucella_abortus	0
Brucella_canis	1
Brucella_melitensis	0
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	0
Burkholderia_cepacia	7
Burkholderia_cepacia_ATCC_25416	5
Burkholderia_cepacia_JBK9	1
Burkholderia_gladioli	25
Burkholderia_gladioli_BSR3	4
Burkholderia_gladioli_pv._gladioli	13
Burkholderia_mallei	2
Burkholderia_multivorans	20
Burkholderia_multivorans_ATCC_17616	4
Burkholderia_multivorans_ATCC_BAA-247	3
Burkholderia_pseudomallei	9
Burkholderia_pseudomallei_1710a	1
Burkholderia_pseudomallei_7894	1
Campylobacter_coli	3
Campylobacter_coli_76339	1
Campylobacter_coli_RM4661	2
Campylobacter_fetus	2
Campylobacter_fetus_subsp._testudinum_Sp3	1
Campylobacter_gracilis	0
Campylobacter_showae	1
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_caviae_GPIC	2
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pecorum_P787	1
Chlamydia_pneumoniae	0
Chlamydia_pneumoniae_AR39	2
Chlamydia_psittaci	1
Chlamydia_suis	1
Chlamydia_trachomatis	0
Chlamydia_trachomatis_6276	1
Corynebacterium_ammoniagenes	0
Corynebacterium_amycolatum	2
Corynebacterium_bovis	0
Corynebacterium_crudilactis	1
Corynebacterium_diphtheriae	0
Corynebacterium_jeikeium	1
Corynebacterium_jeikeium_K411	1
Corynebacterium_kroppenstedtii	1
Corynebacterium_kroppenstedtii_DSM_44385	2
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	2
Corynebacterium_matruchotii	2
Corynebacterium_minutissimum	4
Corynebacterium_pseudotuberculosis	0
Corynebacterium_pseudotuberculosis_Cp162	1
Corynebacterium_renale	1
Corynebacterium_segmentosum	1
Corynebacterium_sphenisci	0
Corynebacterium_sphenisci_DSM_44792	2
Corynebacterium_stationis	5
Corynebacterium_striatum	1
Corynebacterium_urealyticum	1
Corynebacterium_ureicelerivorans	7
Corynebacterium_xerosis	9
Cowpox_virus	0
Coxiella_burnetii	0
Coxiella_burnetii_str._Schperling	3
Cryptosporidium	0
Cryptosporidium_parvum	0
Deltaretrovirus	0
Ehrlichia_canis	0
Ehrlichia_canis_str._Jake	1
Enterococcus_avium	2
Enterococcus_casseliflavus	4
Enterococcus_cecorum	0
Enterococcus_durans	2
Enterococcus_faecalis	4
Enterococcus_faecium	4
Enterococcus_hirae	0
Enterococcus_mundtii	3
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	4
Erythroparvovirus	0
Escherichia_coli	21
Escherichia_coli_ED1a	1
Escherichia_coli_O111	0
Escherichia_coli_O157:H7	0
Escherichia_coli_O26	0
Escherichia_coli_O55:H7	1
Francisella_tularensis	2
Francisella_tularensis_subsp._novicida_PA10-7858	2
Fusobacterium	11
Fusobacterium_canifelinum	2
Fusobacterium_gastrosuis	3
Fusobacterium_gonidiaformans_ATCC_25563	2
Fusobacterium_mortiferum_ATCC_9817	1
Fusobacterium_necrophorum	2
Fusobacterium_necrophorum_subsp._funduliforme	2
Fusobacterium_necrophorum_subsp._necrophorum	2
Fusobacterium_nucleatum	3
Fusobacterium_nucleatum_subsp._animalis	8
Fusobacterium_nucleatum_subsp._animalis_7_1	6
Fusobacterium_nucleatum_subsp._polymorphum	1
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	1
Fusobacterium_pseudoperiodonticum	5
Fusobacterium_ulcerans	3
Fusobacterium_ulcerans_ATCC_49185	2
Goatpox_virus	0
Haemophilus_influenzae	5
Haemophilus_influenzae_2019	1
Haemophilus_influenzae_KR494	2
Helicobacter_cinaedi	5
Helicobacter_pylori	12
Helicobacter_pylori_F30	1
Helicobacter_pylori_PeCan18	1
Helicobacter_pylori_UM299	1
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Human_adenovirus_1	0
Human_adenovirus_2	0
Human_adenovirus_35	0
Human_adenovirus_5	0
Human_adenovirus_54	0
Human_adenovirus_7	0
Human_alphaherpesvirus_1	0
Human_alphaherpesvirus_2	0
Human_alphaherpesvirus_3	0
Human_gammaherpesvirus_4	0
Human_herpesvirus_4_type_2	0
Human_mastadenovirus_C	0
JC_polyomavirus	0
Klebsiella_aerogenes	1
Klebsiella_aerogenes_EA1509E	2
Klebsiella_michiganensis	1
Klebsiella_oxytoca	3
Klebsiella_pneumoniae	5
Klebsiella_pneumoniae_subsp._pneumoniae	1
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0
Legionella_anisa	4
Legionella_lansingensis	3
Legionella_pneumophila	9
Legionella_pneumophila_subsp._fraseri	2
Legionella_pneumophila_subsp._pascullei	1
Legionella_pneumophila_subsp._pneumophila	2
Leptospira_alexanderi	0
Leptospira_alstonii	0
Leptospira_biflexa	0
Leptospira_biflexa_serovar_Patoc	3
Leptospira_borgpetersenii	0
Leptospira_borgpetersenii_serovar_Ceylonica	2
Leptospira_broomii	0
Leptospira_fainei	0
Leptospira_inadai	0
Leptospira_interrogans	5
Leptospira_kirschneri	0
Leptospira_kmetyi	1
Leptospira_licerasiae	0
Leptospira_noguchii	8
Leptospira_santarosai	3
Leptospira_santarosai_serovar_Shermani_str._LT_821	1
Leptospira_weilii	2
Leptospira_wolffii	0
Listeria_monocytogenes	9
Listeria_monocytogenes_J1816	1
Listeria_monocytogenes_serotype_1/2a_str._08-7363	1
Lumpy_skin_disease_virus	0
Lymphocryptovirus	0
Mannheimia_haemolytica	0
Measles_morbillivirus	0
Methanobrevibacter_oralis	0
Moraxella_catarrhalis	1
Moraxella_catarrhalis_BBH18	4
Morbillivirus	0
Mycobacterium_avium	15
Mycobacterium_avium_subsp._avium	3
Mycobacterium_avium_subsp._hominissuis	10
Mycobacterium_avium_subsp._paratuberculosis	5
Mycobacterium_canettii	1
Mycobacterium_colombiense	0
Mycobacterium_colombiense_CECT_3035	11
Mycobacterium_intracellulare	8
Mycobacterium_intracellulare_subsp._yongonense	4
Mycobacterium_kansasii	20
Mycobacterium_leprae	0
Mycobacterium_leprae_Kyoto-2	1
Mycobacterium_marseillense	10
Mycobacterium_sp._JS623	39
Mycobacterium_sp._YC-RL4	23
Mycobacterium_tuberculosis	7
Mycobacterium_tuberculosis_KZN_1435	6
Mycobacterium_tuberculosis_complex	7
Mycobacterium_tuberculosis_variant_africanum	0
Mycobacterium_tuberculosis_variant_bovis	0
Mycobacteroides_abscessus	6
Mycobacteroides_abscessus_subsp._abscessus	4
Mycobacteroides_abscessus_subsp._bolletii_50594	1
Mycobacteroides_abscessus_subsp._massiliense	1
Mycobacteroides_abscessus_subsp._massiliense_CCUG_48898_=_JCM_15300	1
Mycoplasma_haemocanis	0
Mycoplasma_haemofelis	0
Mycoplasma_mycoides	0
Mycoplasma_ovipneumoniae	0
Mycoplasma_pneumoniae	0
Neisseria_elongata	0
Neisseria_elongata_subsp._glycolytica	5
Neisseria_gonorrhoeae	0
Neisseria_meningitidis	3
Neisseria_meningitidis_MC58	1
Neisseria_mucosa	0
Neisseria_sicca	2
Neisseria_subflava	3
Neisseria_weaveri	0
Orthohepadnavirus	0
Orthopoxvirus	0
Paraavulavirus	0
Parvimonas_micra	1
Pasteurella_multocida	11
Pasteurella_multocida_subsp._multocida	111
Peptostreptococcus_anaerobius	0
Polyomaviridae	0
Porphyromonas_gingivalis	2
Porphyromonas_gingivalis_ATCC_33277	2
Porphyromonas_gingivalis_W83	1
Rickettsia_africae	0
Rickettsia_akari	0
Rickettsia_conorii	0
Rickettsia_felis	0
Rickettsia_japonica	0
Rickettsia_prowazekii	1
Rickettsia_rickettsii	0
Rickettsia_sibirica	0
Rickettsia_typhi	1
Salmonella_enterica	7
Salmonella_enterica_subsp._VII	1
Salmonella_enterica_subsp._diarizonae	1
Salmonella_enterica_subsp._enterica	4
Salmonella_enterica_subsp._enterica_serovar_Choleraesuis	1
Salmonella_enterica_subsp._enterica_serovar_Johannesburg_str._ST203	1
Salmonella_enterica_subsp._enterica_serovar_Panama_str._ATCC_7378	1
Salmonella_enterica_subsp._enterica_serovar_Typhimurium	0
Sheeppox_virus	0
Shigella_boydii	0
Shigella_dysenteriae	0
Shigella_flexneri	0
Shigella_sonnei	0
Simian_virus_12	0
Staphylococcus_aureus	4
Staphylococcus_cohnii	9
Staphylococcus_epidermidis	8
Staphylococcus_epidermidis_ATCC_12228	1
Staphylococcus_epidermidis_PM221	1
Staphylococcus_equorum	3
Staphylococcus_hominis	3
Staphylococcus_hominis_subsp._hominis	5
Staphylococcus_nepalensis	0
Staphylococcus_saprophyticus	2
Staphylococcus_simulans	1
Staphylococcus_succinus	1
