Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0	0	0	0	0	0	0	0	0	1	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	5	2	3	1	0	1	1	1	0	0	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	0	1	0	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	0	4	1	2	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	1	10	12	7	31	21	27	32	29	32	2	12
Bordetella_bronchiseptica	1	4	6	14	12	30	26	41	32	40	5	10
Bordetella_genomosp._13	6	11	7	28	17	30	44	40	36	45	6	15
Bordetella_pertussis	0	1	0	1	1	2	9	17	12	8	3	0
Bordetella_pertussis_137	0	0	0	0	0	1	5	2	3	2	0	0
Bordetella_pertussis_18323	0	0	0	1	1	2	3	1	4	9	3	2
Bordetella_petrii	1	14	14	8	28	29	24	33	34	25	4	6
Bordetella_trematum	2	7	4	8	12	11	10	21	19	14	3	5
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	1	0	0	0	0
Borreliella_burgdorferi_B31	0	0	0	0	0	0	1	0	0	0	0	0
Borreliella_garinii	0	0	0	2	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	1	0	0	0	0	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	0	0	1	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	0	0	0	1	11	2	1	1	0	0
Brucella_suis	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cepacia	54	74	103	93	121	98	96	66	77	62	23	33
Burkholderia_cepacia_ATCC_25416	33	42	54	51	37	35	33	18	24	10	2	12
Burkholderia_cepacia_JBK9	28	51	59	37	35	48	40	22	26	23	2	6
Burkholderia_gladioli	49	89	77	78	71	73	88	86	83	95	18	32
Burkholderia_gladioli_BSR3	6	16	12	17	14	20	14	14	14	18	1	9
Burkholderia_gladioli_pv._gladioli	9	36	34	46	55	46	55	69	65	74	10	19
Burkholderia_mallei	3	0	1	5	4	3	5	2	0	4	1	0
Burkholderia_mallei_NCTC_10229	0	0	0	1	0	0	0	0	0	0	0	0
Burkholderia_mallei_NCTC_10247	0	1	0	0	1	0	0	1	0	1	0	1
Burkholderia_multivorans	158	202	215	235	210	180	157	118	116	102	27	66
Burkholderia_multivorans_ATCC_17616	40	64	77	62	61	48	53	40	22	33	9	14
Burkholderia_multivorans_ATCC_BAA-247	44	63	91	69	56	57	27	42	31	33	13	12
Burkholderia_pseudomallei	73	90	64	58	45	52	38	66	44	56	14	19
Burkholderia_pseudomallei_1106b	0	1	1	0	2	3	3	5	2	1	0	1
Burkholderia_pseudomallei_1710a	0	0	0	0	3	0	0	0	0	2	0	1
Burkholderia_pseudomallei_1710b	0	0	0	2	0	0	0	0	1	0	0	0
Burkholderia_pseudomallei_7894	2	8	2	2	1	0	2	0	4	0	0	0
Burkholderia_pseudomallei_B03	0	1	4	2	1	1	3	2	1	0	1	0
Burkholderia_pseudomallei_MSHR1153	3	1	0	0	2	3	0	0	0	3	2	1
Burkholderia_pseudomallei_MSHR2543	0	0	0	0	0	0	3	0	5	3	0	1
Burkholderia_pseudomallei_MSHR346	2	3	5	6	3	3	4	4	3	4	0	3
Burkholderia_pseudomallei_MSHR435	0	0	2	0	3	1	1	2	1	2	0	0
Burkholderia_pseudomallei_NCTC_13179	1	0	0	0	1	0	0	0	3	5	0	0
Burkholderia_pseudomallei_Pasteur_52237	0	0	0	2	1	0	1	0	0	2	0	1
Campylobacter_coli	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus	0	0	0	0	0	0	0	0	1	0	0	0
Campylobacter_gracilis	1	0	0	0	0	0	1	1	0	0	0	0
Campylobacter_showae	0	0	0	0	0	1	0	0	0	1	0	0
Canine_morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_felis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_muridarum	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pecorum	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_psittaci	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_suis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_trachomatis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_ammoniagenes	1	0	0	1	0	1	0	0	0	0	0	0
Corynebacterium_amycolatum	0	0	0	1	1	2	1	0	0	1	0	0
Corynebacterium_bovis	6	9	22	30	32	47	35	61	45	36	6	14
Corynebacterium_crudilactis	0	0	0	0	1	0	0	2	0	1	0	0
Corynebacterium_diphtheriae	0	0	0	0	1	1	1	1	0	4	0	0
Corynebacterium_diphtheriae_HC04	0	0	0	0	0	0	1	0	0	0	0	0
Corynebacterium_diphtheriae_NCTC_13129	0	0	0	2	0	0	0	2	1	1	0	0
Corynebacterium_jeikeium	3	2	7	6	1	8	2	7	3	2	0	1
Corynebacterium_jeikeium_K411	4	3	5	6	6	2	8	11	3	1	1	1
Corynebacterium_kroppenstedtii	8	8	10	6	10	8	5	3	3	1	4	0
Corynebacterium_kroppenstedtii_DSM_44385	18	17	37	20	11	6	3	2	3	1	2	3
Corynebacterium_maris	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_maris_DSM_45190	2	5	12	9	4	12	13	15	10	5	3	1
Corynebacterium_matruchotii	29	16	15	13	8	8	13	7	6	10	2	3
Corynebacterium_minutissimum	6	7	4	3	3	2	3	5	1	2	0	1
Corynebacterium_pseudotuberculosis	0	0	0	0	1	0	0	0	0	0	0	0
Corynebacterium_renale	0	1	0	1	0	1	4	0	2	5	1	0
Corynebacterium_segmentosum	19	13	6	7	0	2	8	1	2	0	1	0
Corynebacterium_sphenisci	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_sphenisci_DSM_44792	8	20	25	28	39	33	41	37	43	33	11	14
Corynebacterium_stationis	4	1	5	4	2	1	0	1	0	6	0	0
Corynebacterium_striatum	1	1	1	2	0	10	4	6	6	3	0	0
Corynebacterium_urealyticum	4	0	7	3	3	3	2	7	3	9	0	1
Corynebacterium_ureicelerivorans	4	11	9	16	8	8	5	3	9	8	0	5
Corynebacterium_xerosis	10	8	8	14	9	18	26	29	22	19	2	8
Cowpox_virus	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii	0	0	0	1	4	1	0	1	1	6	0	2
Coxiella_burnetii_Dugway_5J108-111	0	2	0	0	0	0	0	0	1	0	0	0
Coxiella_burnetii_str._Schperling	0	0	0	0	0	0	0	2	4	0	0	0
Cryptosporidium	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium_parvum	0	0	0	0	0	0	0	0	0	0	0	0
Deltaretrovirus	0	0	0	0	0	0	0	0	0	0	0	0
Ehrlichia_canis	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_avium	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	1	1	0	0
Enterococcus_cecorum	33	21	8	1	5	0	2	2	0	0	0	0
Enterococcus_durans	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	2	0	1	0	1	0	1	2	1	1	0	0
Enterococcus_faecalis_62	0	1	0	0	1	0	0	0	0	0	0	0
Enterococcus_faecalis_R712	0	0	0	0	0	1	0	0	0	0	0	0
Enterococcus_faecium	0	1	0	0	0	1	0	1	1	3	0	2
Enterococcus_hirae	0	0	1	0	0	0	0	0	0	0	0	0
Enterococcus_mundtii	0	0	0	0	0	0	0	0	0	4	0	0
Enterovirus_B	0	0	0	0	0	0	0	0	0	0	0	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0	0	0	0	0	0	0	0	0	0	0	0
Equine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelothrix_rhusiopathiae	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelothrix_rhusiopathiae_str._Fujisawa	0	0	0	0	0	0	1	0	0	0	0	0
Erythroparvovirus	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli	15	6	1	1	2	4	5	4	3	7	1	3
Escherichia_coli_ED1a	0	0	0	0	0	0	1	1	0	0	0	0
Escherichia_coli_NCCP15648	0	0	0	0	0	1	0	0	6	8	0	0
Escherichia_coli_O111	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O121_str._RM8352	0	0	0	0	0	1	0	0	0	0	0	0
Escherichia_coli_O157:H7	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O26	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O7:K1_str._CE10	0	0	0	0	0	0	0	1	0	0	0	0
Francisella_tularensis	0	2	1	0	0	1	0	0	0	1	0	0
Fusobacterium	5	0	0	0	0	0	0	0	3	1	0	1
Fusobacterium_mortiferum_ATCC_9817	0	0	0	0	1	0	0	0	0	0	0	0
Fusobacterium_necrophorum	0	2	0	0	2	0	0	2	0	0	0	0
Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._animalis_4_8	1	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._animalis_7_1	1	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._polymorphum	0	0	1	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953	0	0	0	0	0	1	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._vincentii	2	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_pseudoperiodonticum	1	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_ulcerans	0	1	0	0	0	0	0	0	1	0	0	0
Goatpox_virus	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus_influenzae	1	1	0	0	0	0	0	0	0	0	0	0
Haemophilus_influenzae_R2866	0	0	0	0	0	0	1	0	0	0	0	0
Helicobacter_cinaedi	0	0	0	0	0	0	0	1	0	0	0	0
Helicobacter_pylori	3	0	2	5	0	1	2	1	1	0	0	0
Helicobacter_pylori_Shi112	0	0	0	0	2	0	0	0	0	0	0	0
Hepatitis_B_virus	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis_E_virus	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis_delta_virus	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_1	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_2	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_35	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_5	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_54	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_7	0	0	0	0	0	0	0	0	0	0	0	0
Human_alphaherpesvirus_1	0	0	0	0	0	0	0	0	0	0	0	0
Human_alphaherpesvirus_2	0	0	0	0	0	0	0	0	0	0	0	0
Human_alphaherpesvirus_3	0	0	0	0	0	0	0	0	0	0	0	0
Human_gammaherpesvirus_4	0	0	0	0	0	0	0	0	0	0	0	0
Human_herpesvirus_4_type_2	0	0	0	0	0	0	0	0	0	0	0	0
Human_mastadenovirus_C	0	0	0	0	0	0	0	0	0	0	0	0
JC_polyomavirus	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_aerogenes	0	0	3	3	0	1	0	7	3	2	1	0
Klebsiella_aerogenes_EA1509E	0	0	0	0	0	0	0	0	1	3	0	0
Klebsiella_michiganensis	1	1	0	0	1	5	1	3	1	5	1	0
Klebsiella_oxytoca	0	1	0	0	1	4	3	3	1	2	0	0
Klebsiella_pneumoniae	7	0	3	3	4	5	7	4	8	7	1	3
Klebsiella_pneumoniae_subsp._pneumoniae	0	0	0	3	0	3	2	5	3	4	0	0
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH24	0	0	0	0	0	1	0	0	0	0	0	0
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH27	2	0	0	0	0	0	0	2	0	0	0	0
Klebsiella_pneumoniae_subsp._pneumoniae_PittNDM01	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_subsp._rhinoscleromatis_SB3432	0	0	0	1	0	0	0	0	0	0	0	0
Legionella_anisa	0	0	0	0	1	0	0	0	1	0	0	0
Legionella_lansingensis	0	0	1	1	0	0	0	3	0	0	0	0
Legionella_pneumophila	0	0	1	3	1	2	1	1	0	4	1	0
Legionella_pneumophila_subsp._fraseri	0	0	0	0	0	1	0	0	0	0	0	1
