Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus_pleuropneumoniae	0	1	0	0	0	0	0	0	0	0	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	0	0	0	0	0	0	0	0	0	0	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_quintana_RM-11	0	0	0	0	1	1	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	0	0	0	0	2	1	3	0	0	0	0	1
Bordetella_bronchiseptica	0	1	0	0	0	3	0	0	0	0	0	2
Bordetella_genomosp._13	0	4	2	4	0	1	0	0	1	3	0	0
Bordetella_pertussis	0	0	0	0	0	0	0	1	0	0	0	0
Bordetella_pertussis_137	0	0	0	0	1	0	0	0	0	0	0	0
Bordetella_petrii	3	1	3	2	0	0	2	1	0	1	0	0
Bordetella_trematum	0	0	0	0	1	1	0	2	0	0	0	1
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_suis	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cepacia	110	193	204	245	241	232	179	194	138	94	42	96
Burkholderia_cepacia_ATCC_25416	81	142	125	152	95	114	92	66	63	35	26	42
Burkholderia_cepacia_JBK9	49	89	128	137	113	120	82	76	64	37	18	33
Burkholderia_gladioli	76	106	120	107	88	80	50	49	31	25	15	20
Burkholderia_gladioli_BSR3	19	18	28	28	14	33	24	11	13	7	4	4
Burkholderia_gladioli_pv._gladioli	19	73	56	65	80	50	47	45	29	15	15	18
Burkholderia_mallei	8	1	4	2	0	2	1	3	2	1	1	3
Burkholderia_mallei_NCTC_10229	0	0	0	0	2	1	1	3	1	0	0	0
Burkholderia_mallei_NCTC_10247	0	1	0	1	1	2	0	0	0	0	0	0
Burkholderia_multivorans	292	472	581	613	559	555	435	373	300	190	146	176
Burkholderia_multivorans_ATCC_17616	67	161	189	221	188	187	135	94	72	65	37	63
Burkholderia_multivorans_ATCC_BAA-247	86	159	206	179	187	178	124	126	90	60	42	72
Burkholderia_pseudomallei	142	208	224	173	161	120	113	68	66	53	10	44
Burkholderia_pseudomallei_1106b	1	2	3	0	0	4	0	4	2	0	1	0
Burkholderia_pseudomallei_1710a	0	0	1	0	0	0	1	1	0	1	0	0
Burkholderia_pseudomallei_1710b	0	0	3	0	2	0	0	0	0	0	0	0
Burkholderia_pseudomallei_7894	3	9	10	14	7	5	8	2	2	2	1	1
Burkholderia_pseudomallei_B03	0	0	2	3	0	0	2	2	1	0	1	0
Burkholderia_pseudomallei_MSHR1153	0	4	1	1	12	5	1	0	0	0	2	0
Burkholderia_pseudomallei_MSHR2543	3	1	1	6	3	1	2	1	2	1	0	0
Burkholderia_pseudomallei_MSHR346	12	10	16	18	17	10	11	11	11	9	7	1
Burkholderia_pseudomallei_MSHR435	0	3	0	4	1	2	1	1	0	2	2	0
Burkholderia_pseudomallei_NCTC_13179	1	0	1	2	1	4	3	1	0	2	0	0
Burkholderia_pseudomallei_Pasteur_52237	0	0	0	1	1	0	1	1	0	1	0	0
Campylobacter_coli	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_RM4661	0	2	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp._testudinum_Sp3	0	0	0	0	0	0	1	0	0	0	0	0
Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_showae	0	0	0	0	0	0	0	0	0	0	0	0
Canine_morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_felis	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_muridarum	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pecorum	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_psittaci	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_suis	0	0	0	0	0	0	0	0	0	0	1	0
Chlamydia_trachomatis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_ammoniagenes	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_amycolatum	0	0	0	0	0	1	0	0	0	0	0	0
Corynebacterium_bovis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_crudilactis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_diphtheriae	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_diphtheriae_NCTC_13129	1	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_jeikeium	0	0	0	0	0	0	0	0	1	0	0	0
Corynebacterium_jeikeium_K411	1	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_kroppenstedtii	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_kroppenstedtii_DSM_44385	0	0	2	0	0	0	0	0	0	0	0	0
Corynebacterium_maris	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_matruchotii	2	5	2	2	0	0	0	0	0	0	0	0
Corynebacterium_minutissimum	0	0	0	0	0	1	0	0	0	0	0	0
Corynebacterium_pseudotuberculosis	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_renale	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_segmentosum	1	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_sphenisci	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_stationis	0	1	0	0	0	0	0	0	0	0	0	0
Corynebacterium_striatum	1	0	1	0	0	0	0	0	0	0	0	0
Corynebacterium_urealyticum	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_ureicelerivorans	0	1	3	2	3	0	0	0	0	0	0	0
