Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
BK_virus_strain_AS	0	0	0	0	0	0	0	0	0	0	0	0
BK_virus_strain_GS	0	0	0	0	0	0	0	0	0	0	0	0
BK_virus_variant_RF	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_anthracis	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_bombysepticus_str._Wang	0	0	1	1	1	0	0	0	0	0	0	0
Bacillus_cereus_group	0	0	1	0	0	0	0	1	0	2	0	1
Bacillus_luti	0	0	0	0	0	1	0	0	0	0	0	0
Bacillus_mycoides	0	0	0	0	1	0	1	0	1	0	0	0
Bacillus_nitratireducens	0	0	0	0	0	0	0	0	0	1	0	0
Bacillus_pseudomycoides	1	0	1	0	1	3	0	0	0	0	0	0
Bacillus_thuringiensis	0	0	0	2	0	0	0	0	0	2	0	0
Bartonella_bacilliformis	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_quintana_RM-11	0	0	0	0	0	0	0	0	3	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella	4	31	20	35	35	39	35	21	33	12	5	12
Bordetella_avium_197N	0	5	3	1	0	0	1	1	2	2	0	0
Bordetella_bronchialis	5	2	6	2	9	9	10	13	5	13	1	1
Bordetella_bronchiseptica	0	1	3	4	6	6	5	2	3	6	2	6
Bordetella_flabilis	0	4	9	7	13	4	9	4	6	7	1	2
Bordetella_genomosp._13	0	4	6	6	7	4	9	9	4	5	0	3
Bordetella_genomosp._6	0	1	5	2	4	3	2	3	4	3	0	5
Bordetella_genomosp._8	1	2	3	9	6	9	7	4	9	3	2	0
Bordetella_genomosp._9	3	5	7	3	10	5	4	6	8	6	1	4
Bordetella_hinzii	0	3	4	7	9	11	7	6	9	4	0	4
Bordetella_holmesii	1	1	1	1	2	4	2	5	2	0	0	0
Bordetella_parapertussis	0	0	1	1	3	3	0	4	2	3	0	3
Bordetella_pertussis	0	0	0	2	1	3	4	3	6	1	1	1
Bordetella_pertussis_137	0	0	0	0	0	1	0	3	0	0	0	0
Bordetella_pertussis_18323	0	0	0	0	0	0	2	3	0	2	0	0
Bordetella_petrii	1	10	5	1	11	5	6	6	10	4	1	6
Bordetella_pseudohinzii	0	2	2	3	5	4	7	2	8	3	0	3
Bordetella_sp._H567	0	2	10	9	0	11	5	14	11	3	1	2
Bordetella_sp._HZ20	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_sp._N	2	11	3	7	5	5	7	6	5	4	1	6
Bordetella_trematum	1	4	7	4	4	7	6	7	9	10	3	1
Borrelia	0	0	2	0	0	0	0	0	1	0	0	0
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliaceae	0	1	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii_BgVir	0	0	0	0	0	1	0	0	0	0	0	0
Brucella	4	12	7	10	9	17	10	17	4	11	1	0
Brucella_abortus	0	0	0	0	0	0	0	0	1	0	0	0
Brucella_abortus_bv._6_str._870	0	0	0	0	0	0	0	0	0	0	0	2
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	3	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_pinnipedialis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_sp._09RB8471	0	0	0	1	0	0	0	0	0	0	0	0
Brucella_sp._09RB8910	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_sp._10RB9215	0	0	1	0	0	0	1	0	0	0	0	0
Brucella_sp._141012304	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_sp._2280	0	0	0	0	1	0	0	0	0	0	0	0
Brucella_sp._BO2	0	1	0	0	0	2	1	0	0	0	0	0
Brucella_suis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_suis_019	0	0	0	0	0	0	0	0	0	1	0	0
Brucella_suis_bv._2	0	0	0	0	1	0	0	0	0	0	0	0
Brucella_vulpis	0	0	0	0	0	0	0	0	0	0	0	0
Brucellaceae	0	0	0	0	0	0	1	1	2	1	1	0
Burkholderia_cepacia	5	13	13	9	9	16	12	14	10	14	5	3
Burkholderia_cepacia_ATCC_25416	4	6	4	3	2	4	8	3	0	2	0	1
Burkholderia_cepacia_JBK9	4	3	8	2	18	5	5	2	4	2	1	2
Burkholderia_gladioli	4	9	11	20	20	22	28	20	22	14	5	10
Burkholderia_gladioli_BSR3	0	2	2	2	3	5	3	4	4	3	2	2
Burkholderia_gladioli_pv._gladioli	2	9	8	16	22	13	9	19	8	15	6	6
Burkholderia_mallei	1	0	1	0	0	0	1	1	0	0	0	0
Burkholderia_mallei_NCTC_10229	0	0	0	0	0	0	0	0	0	1	0	0
Burkholderia_multivorans	11	18	32	24	21	22	16	23	15	17	4	12
