Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
BK_virus_strain_AS	0	0	0	0	0	0	0	0	0	0	0	0
BK_virus_strain_GS	0	0	0	0	0	0	0	0	0	0	0	0
BK_virus_variant_RF	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_anthracis	0	0	0	1	0	0	0	0	0	0	0	0
Bacillus_cereus	0	0	0	0	0	0	1	0	0	0	0	0
Bacillus_cereus_Rock3-28	0	0	0	0	0	0	0	0	0	0	0	1
Bacillus_cereus_Rock3-29	0	0	0	0	0	0	0	1	0	0	0	0
Bacillus_cereus_Rock3-44	0	0	0	0	0	0	0	0	0	3	0	0
Bacillus_cereus_group	0	1	0	0	0	0	0	0	0	1	0	0
Bacillus_cytotoxicus	0	0	0	2	1	0	0	1	1	0	0	0
Bacillus_pseudomycoides	0	0	0	0	0	0	0	0	1	0	0	0
Bacillus_pseudomycoides_DSM_12442	0	0	0	0	1	0	0	0	0	0	0	0
Bacillus_wiedmannii	0	0	0	0	0	0	0	0	0	1	0	0
Bartonella_bacilliformis	0	1	0	0	0	0	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	0	1	0	0	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella	10	17	20	30	33	38	53	44	49	44	9	19
Bordetella_avium_197N	0	3	0	0	6	0	1	3	0	1	0	0
Bordetella_bronchialis	0	3	6	7	3	7	14	11	17	17	0	2
Bordetella_bronchiseptica	0	0	1	5	2	11	6	10	10	15	3	1
Bordetella_flabilis	0	1	6	3	7	11	8	10	8	10	1	2
Bordetella_genomosp._13	5	3	6	7	4	11	11	12	10	10	6	11
Bordetella_genomosp._6	0	5	6	6	6	2	4	5	11	7	2	3
Bordetella_genomosp._8	0	1	2	8	8	7	6	9	10	15	1	2
Bordetella_genomosp._9	2	2	8	5	7	5	13	13	16	10	4	5
Bordetella_hinzii	0	4	6	2	4	8	12	21	22	22	3	4
Bordetella_holmesii	1	0	0	0	1	3	2	5	2	4	0	2
Bordetella_parapertussis	0	0	0	0	1	0	3	8	6	3	0	2
Bordetella_pertussis	1	0	1	2	7	0	2	4	8	9	1	2
Bordetella_pertussis_137	0	0	1	2	0	1	4	0	3	0	0	3
Bordetella_pertussis_18323	0	0	0	0	0	0	0	3	0	0	0	0
Bordetella_petrii	0	2	1	4	10	20	7	10	17	3	1	10
Bordetella_pseudohinzii	0	4	3	1	1	10	12	5	12	2	0	1
Bordetella_sp._H567	2	4	3	2	8	16	14	16	14	15	2	2
Bordetella_sp._HZ20	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_sp._N	2	0	3	6	11	11	7	9	6	7	0	5
Bordetella_trematum	2	1	0	9	9	7	12	6	12	5	1	1
Borrelia	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliaceae	0	0	0	0	2	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Brucella	5	19	22	27	21	29	38	40	39	47	9	10
Brucella_abortus	0	0	0	0	0	4	0	0	0	0	0	0
Brucella_abortus_bv._6_str._870	0	0	0	0	1	0	0	0	1	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_inopinata	0	0	0	0	0	2	1	0	0	0	0	2
Brucella_melitensis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	0	1	1	1	0	2	0	2	1	1
Brucella_pinnipedialis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_sp._09RB8471	0	0	0	1	2	0	1	0	1	2	0	1
Brucella_sp._09RB8910	0	0	0	0	0	1	0	0	0	0	0	0
Brucella_sp._10RB9215	0	0	0	0	0	0	1	3	1	0	0	2
Brucella_sp._141012304	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_sp._2002734562	0	0	0	0	0	0	3	0	0	0	0	0
Brucella_sp._2280	0	0	0	0	0	2	0	1	0	0	0	0
Brucella_sp._BO2	0	0	0	0	1	3	0	0	0	0	0	1
Brucella_suis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_suis_bv._2	0	0	0	0	0	0	0	0	0	0	0	2
Brucella_vulpis	0	0	0	0	0	0	0	0	0	0	0	0
Brucellaceae	1	0	0	0	3	2	0	0	3	1	0	0
Burkholderia_cepacia	3	2	5	14	8	23	20	18	11	15	7	5
Burkholderia_cepacia_ATCC_25416	0	1	2	1	6	11	6	4	3	6	0	4
Burkholderia_cepacia_JBK9	0	2	5	6	2	5	7	7	2	9	1	4
Burkholderia_gladioli	4	17	21	18	23	26	32	42	38	34	9	17
Burkholderia_gladioli_BSR3	0	1	0	3	6	5	15	8	9	9	2	1
Burkholderia_gladioli_pv._gladioli	1	7	18	15	21	36	26	44	34	40	10	11
Burkholderia_mallei	1	2	0	0	1	0	0	0	1	1	0	1
