Taxon	0	1	2	3	4	5	6	7	8	9	10	higher
Actinobacillus_equuli	0	0	0	0	0	1	7	7	5	5	1	0
Actinobacillus_pleuropneumoniae	3	1	1	4	0	4	6	12	6	7	0	4
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	0	0	0	0	3	1	0	0	2	0	0	1
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0	0	0	1	0	1	1	1	3	0	1	1
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	0	1	0	1	0	2	1	0	2	2	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	0	0	0	0
Aphthovirus	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium_haemolyticum	3	1	0	0	1	0	0	0	1	1	0	0
Aspergillus_fumigatus	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_bacilliformis	0	0	0	0	0	0	2	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	1	0	2	1	0	0
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella_quintana_RM-11	0	0	0	0	0	1	0	0	0	0	0	0
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	3	7	1	7	7	12	17	26	25	27	2	1
Bordetella_bronchiseptica	0	1	1	1	3	16	9	21	21	32	1	2
Bordetella_genomosp._13	1	2	4	6	15	13	25	20	36	44	2	10
Bordetella_pertussis	0	0	0	2	1	1	14	7	8	16	1	0
Bordetella_pertussis_137	0	0	0	0	1	0	1	1	0	4	0	1
Bordetella_pertussis_18323	0	0	0	0	0	1	0	1	2	1	2	1
Bordetella_petrii	0	1	6	8	9	11	11	22	21	20	3	3
Bordetella_trematum	2	0	4	4	11	8	8	10	16	18	1	6
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	1	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	0	2	0	3	0	0
Brucella_abortus_bv._6_str._870	0	0	0	2	0	0	0	0	1	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	1	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	1	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	0	0	0	1	0	1	6	1	0	0	0	0
Brucella_suis	0	0	0	0	0	0	1	0	1	0	0	0
Burkholderia_cepacia	8	14	25	25	34	20	36	45	49	66	9	18
Burkholderia_cepacia_ATCC_25416	2	6	8	15	5	12	11	12	21	4	2	4
Burkholderia_cepacia_JBK9	6	5	5	13	19	18	7	19	16	17	3	7
Burkholderia_gladioli	12	37	41	46	56	65	55	83	99	86	18	26
Burkholderia_gladioli_BSR3	3	10	7	17	4	7	23	15	19	17	4	6
Burkholderia_gladioli_pv._gladioli	4	18	21	26	41	46	58	84	75	89	15	23
Burkholderia_mallei	0	0	3	2	4	0	1	1	0	3	0	1
Burkholderia_mallei_NCTC_10229	0	0	0	0	0	1	0	0	0	1	0	0
