Node	NumberOfAssignedReads
Actinobacillus_equuli	2958
Actinobacillus_pleuropneumoniae	9783
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1568
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	1711
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	2279
African_swine_fever_virus	0
Aphthovirus	0
Arcanobacterium_haemolyticum	23
Aspergillus_fumigatus	0
Bartonella_bacilliformis	1
Bartonella_henselae	2
Bartonella_quintana	0
Bartonella_quintana_RM-11	1
Blastomyces_dermatitidis	0
Bordetella_bronchialis	21
Bordetella_bronchiseptica	14
Bordetella_genomosp._13	34
Bordetella_pertussis	5
Bordetella_pertussis_137	5
Bordetella_pertussis_18323	2
Bordetella_petrii	16
Bordetella_trematum	19
Borrelia_crocidurae	0
Borrelia_recurrentis	0
Borreliella_afzelii	0
Borreliella_burgdorferi	0
Borreliella_garinii	0
Bovine_rhinitis_A_virus	0
Brucella_abortus	0
Brucella_canis	0
Brucella_melitensis	1
Brucella_microti	0
Brucella_ovis	0
Brucella_suis	0
Burkholderia_cepacia	33
Burkholderia_cepacia_ATCC_25416	10
Burkholderia_cepacia_JBK9	16
Burkholderia_gladioli	63
Burkholderia_gladioli_BSR3	17
Burkholderia_gladioli_pv._gladioli	67
Burkholderia_mallei	1
Burkholderia_multivorans	72
Burkholderia_multivorans_ATCC_17616	21
Burkholderia_multivorans_ATCC_BAA-247	13
Burkholderia_pseudomallei	44
Burkholderia_pseudomallei_1106b	13
Burkholderia_pseudomallei_1710a	1
Burkholderia_pseudomallei_1710b	2
Burkholderia_pseudomallei_B03	3
Burkholderia_pseudomallei_MSHR1153	3
Burkholderia_pseudomallei_MSHR2543	1
Burkholderia_pseudomallei_MSHR346	2
Burkholderia_pseudomallei_MSHR435	1
Burkholderia_pseudomallei_NCTC_13179	3
Burkholderia_pseudomallei_Pasteur_52237	3
Campylobacter_coli	1
Campylobacter_coli_76339	1
Campylobacter_coli_RM4661	1
Campylobacter_fetus	8
Campylobacter_fetus_subsp._fetus	1
Campylobacter_fetus_subsp._testudinum	1
Campylobacter_fetus_subsp._venerealis	5
Campylobacter_fetus_subsp._venerealis_NCTC_10354	1
Campylobacter_gracilis	13
Campylobacter_showae	46
Canine_morbillivirus	0
Chlamydia_abortus	0
Chlamydia_caviae	0
Chlamydia_felis	0
Chlamydia_muridarum	0
Chlamydia_pecorum	0
Chlamydia_pecorum_P787	2
Chlamydia_pneumoniae	0
Chlamydia_psittaci	0
Chlamydia_suis	0
Chlamydia_trachomatis	0
Corynebacterium_ammoniagenes	4
Corynebacterium_amycolatum	10
Corynebacterium_bovis	36
Corynebacterium_crudilactis	0
Corynebacterium_diphtheriae	69
Corynebacterium_diphtheriae_HC03	22
Corynebacterium_jeikeium	10
Corynebacterium_jeikeium_K411	8
Corynebacterium_kroppenstedtii	4
Corynebacterium_kroppenstedtii_DSM_44385	5
Corynebacterium_maris	0
Corynebacterium_maris_DSM_45190	24
Corynebacterium_matruchotii	25
Corynebacterium_minutissimum	11
Corynebacterium_pseudotuberculosis	2
Corynebacterium_pseudotuberculosis_Cp162	4
