Node	NumberOfUnfilteredReads	NumberOfFilteredReads	NumberOfUnfilteredAlignments	numberOfAlignments	turnedOn?	downSampling?
Actinobacillus_equuli	0	0	0	0	na	na
Actinobacillus_pleuropneumoniae	1	1	2	2	Off	Off
African_swine_fever_virus	0	0	0	0	na	na
Aphthovirus	0	0	0	0	na	na
Arcanobacterium_haemolyticum	1	0	0	0	On	Off
Aspergillus_fumigatus	0	0	0	0	na	na
Bartonella_bacilliformis	0	0	0	0	na	na
Bartonella_henselae	4	0	0	0	On	Off
Bartonella_quintana	0	0	0	0	na	na
Bartonella_quintana_RM-11	1	0	0	0	On	Off
Blastomyces_dermatitidis	0	0	0	0	na	na
Bordetella_bronchialis	120	24	24	24	Off	Off
Bordetella_bronchiseptica	78	13	17	17	Off	Off
Bordetella_genomosp._13	141	17	18	18	Off	Off
Bordetella_pertussis	59	6	34	34	Off	Off
Bordetella_pertussis_137	6	0	0	0	On	Off
Bordetella_pertussis_18323	14	1	9	9	Off	Off
Bordetella_petrii	113	9	9	9	Off	Off
Bordetella_trematum	86	11	14	14	Off	Off
Borrelia_crocidurae	0	0	0	0	na	na
Borrelia_recurrentis	0	0	0	0	na	na
Borreliella_afzelii	0	0	0	0	na	na
Borreliella_burgdorferi	0	0	0	0	na	na
Borreliella_garinii	0	0	0	0	na	na
Bovine_rhinitis_A_virus	0	0	0	0	na	na
Brucella_abortus	4	1	1	1	Off	Off
Brucella_canis	0	0	0	0	na	na
Brucella_melitensis	1	0	0	0	On	Off
Brucella_microti	0	0	0	0	na	na
Brucella_ovis	0	0	0	0	na	na
Brucella_ovis_ATCC_25840	5	1	1	1	Off	Off
Brucella_suis	2	0	0	0	On	Off
Brucella_suis_bv._2	1	0	0	0	On	Off
Burkholderia_cepacia	212	29	41	41	Off	Off
Burkholderia_cepacia_ATCC_25416	58	7	18	18	Off	Off
Burkholderia_cepacia_JBK9	67	6	6	6	Off	Off
Burkholderia_gladioli	324	39	132	132	Off	Off
Burkholderia_gladioli_BSR3	68	13	29	29	Off	Off
Burkholderia_gladioli_pv._gladioli	262	36	88	88	Off	Off
Burkholderia_mallei	12	0	0	0	On	Off
Burkholderia_mallei_NCTC_10247	2	0	0	0	On	Off
Burkholderia_multivorans	303	33	82	82	Off	Off
Burkholderia_multivorans_ATCC_17616	100	10	37	37	Off	Off
Burkholderia_multivorans_ATCC_BAA-247	92	9	19	19	Off	Off
Burkholderia_pseudomallei	151	16	50	50	Off	Off
Burkholderia_pseudomallei_1106b	11	2	2	2	Off	Off
Burkholderia_pseudomallei_1710a	5	0	0	0	On	Off
Burkholderia_pseudomallei_1710b	3	0	0	0	On	Off
Burkholderia_pseudomallei_7894	2	1	1	1	Off	Off
Burkholderia_pseudomallei_B03	3	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR1153	8	0	0	0	On	Off
Burkholderia_pseudomallei_MSHR2543	8	4	12	12	Off	Off
Burkholderia_pseudomallei_MSHR346	5	1	3	3	Off	Off
Burkholderia_pseudomallei_MSHR435	8	1	4	4	Off	Off
Burkholderia_pseudomallei_NCTC_13179	9	0	0	0	On	Off
Burkholderia_pseudomallei_Pasteur_52237	3	0	0	0	On	Off
Campylobacter_coli	0	0	0	0	na	na
Campylobacter_fetus	0	0	0	0	na	na
Campylobacter_gracilis	4	0	0	0	On	Off
Campylobacter_showae	2	1	1	1	Off	Off
Canine_morbillivirus	0	0	0	0	na	na
Chlamydia_abortus	0	0	0	0	na	na
Chlamydia_caviae	0	0	0	0	na	na
Chlamydia_felis	0	0	0	0	na	na
Chlamydia_muridarum	0	0	0	0	na	na
Chlamydia_pecorum	0	0	0	0	na	na
Chlamydia_pneumoniae	0	0	0	0	na	na
Chlamydia_psittaci	1	0	0	0	On	Off
Chlamydia_suis	1	0	0	0	On	Off
Chlamydia_trachomatis	0	0	0	0	na	na
Corynebacterium_ammoniagenes	4	0	0	0	On	Off
Corynebacterium_amycolatum	8	3	3	3	Off	Off
Corynebacterium_bovis	94	13	13	13	Off	Off
Corynebacterium_crudilactis	2	0	0	0	On	Off
Corynebacterium_diphtheriae	12	0	0	0	On	Off
Corynebacterium_diphtheriae_NCTC_13129	2	0	0	0	On	Off
Corynebacterium_jeikeium	16	1	1	1	Off	Off
Corynebacterium_jeikeium_K411	21	5	6	6	Off	Off
Corynebacterium_kroppenstedtii	15	2	3	3	Off	Off
Corynebacterium_kroppenstedtii_DSM_44385	9	0	0	0	On	Off
Corynebacterium_maris	0	0	0	0	na	na
Corynebacterium_maris_DSM_45190	53	10	10	10	Off	Off
Corynebacterium_matruchotii	31	3	3	3	Off	Off
Corynebacterium_minutissimum	9	0	0	0	On	Off
Corynebacterium_pseudotuberculosis	3	0	0	0	On	Off
Corynebacterium_pseudotuberculosis_Cp162	5	1	3	3	Off	Off
Corynebacterium_renale	11	0	0	0	On	Off
Corynebacterium_segmentosum	13	0	0	0	On	Off
Corynebacterium_sphenisci	0	0	0	0	na	na
Corynebacterium_sphenisci_DSM_44792	179	14	14	14	Off	Off
Corynebacterium_stationis	10	2	2	2	Off	Off
Corynebacterium_striatum	30	3	3	3	Off	Off
Corynebacterium_urealyticum	40	7	7	7	Off	Off
Corynebacterium_ureicelerivorans	45	11	11	11	Off	Off
Corynebacterium_xerosis	101	17	21	21	Off	Off
Cowpox_virus	0	0	0	0	na	na
Coxiella_burnetii	10	2	12	12	Off	Off
Coxiella_burnetii_Dugway_5J108-111	3	0	0	0	On	Off
Coxiella_burnetii_str._Schperling	6	2	2	2	Off	Off
Cryptosporidium	0	0	0	0	na	na
Cryptosporidium_parvum	0	0	0	0	na	na
Deltaretrovirus	0	0	0	0	na	na
Ehrlichia_canis	0	0	0	0	na	na
Ehrlichia_canis_str._Jake	2	0	0	0	On	Off
Enterococcus_avium	0	0	0	0	na	na
Enterococcus_casseliflavus	5	0	0	0	On	Off
Enterococcus_cecorum	0	0	0	0	na	na
Enterococcus_durans	1	0	0	0	On	Off
Enterococcus_faecalis	2	0	0	0	On	Off
Enterococcus_faecium	0	0	0	0	na	na
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	2	0	0	0	On	Off
Enterococcus_hirae	0	0	0	0	na	na
Enterococcus_hirae_ATCC_9790	1	0	0	0	On	Off
Enterococcus_mundtii	1	0	0	0	On	Off
Enterovirus_B	0	0	0	0	na	na
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0	0	0	0	na	na
Equine_rhinitis_A_virus	0	0	0	0	na	na
Erysipelothrix_rhusiopathiae	0	0	0	0	na	na
Erythroparvovirus	0	0	0	0	na	na
Escherichia_coli	52	6	24	24	Off	Off
Escherichia_coli_042	2	0	0	0	On	Off
Escherichia_coli_APEC_O2-211	1	0	0	0	On	Off
Escherichia_coli_E110019	1	0	0	0	On	Off
Escherichia_coli_O111	0	0	0	0	na	na
Escherichia_coli_O157:H7	0	0	0	0	na	na
Escherichia_coli_O158	1	0	0	0	On	Off
Escherichia_coli_O26	0	0	0	0	na	na
Escherichia_coli_O26_str._RM8426	1	0	0	0	On	Off
Francisella_tularensis	1	0	0	0	On	Off
Francisella_tularensis_subsp._novicida	1	0	0	0	On	Off
Fusobacterium	0	0	0	0	na	na
Fusobacterium_necrophorum_subsp._necrophorum	1	0	0	0	On	Off
Fusobacterium_nucleatum	0	0	0	0	na	na
Fusobacterium_nucleatum_subsp._polymorphum	9	3	3	3	Off	Off
Goatpox_virus	0	0	0	0	na	na
Haemophilus_influenzae	1	0	0	0	On	Off
Helicobacter_cinaedi	0	0	0	0	na	na
Helicobacter_pylori	12	0	0	0	On	Off
Helicobacter_pylori_51	1	0	0	0	On	Off
Helicobacter_pylori_F32	1	0	0	0	On	Off
Helicobacter_pylori_PeCan4	2	0	0	0	On	Off
Helicobacter_pylori_Shi112	7	0	0	0	On	Off
Hepatitis_B_virus	0	0	0	0	na	na
Hepatitis_E_virus	0	0	0	0	na	na
Hepatitis_delta_virus	0	0	0	0	na	na
Human_adenovirus_1	0	0	0	0	na	na
Human_adenovirus_2	0	0	0	0	na	na
Human_adenovirus_35	0	0	0	0	na	na
Human_adenovirus_5	0	0	0	0	na	na
Human_adenovirus_54	0	0	0	0	na	na
Human_adenovirus_7	0	0	0	0	na	na
Human_alphaherpesvirus_1	0	0	0	0	na	na
Human_alphaherpesvirus_2	0	0	0	0	na	na
Human_alphaherpesvirus_3	0	0	0	0	na	na
Human_gammaherpesvirus_4	0	0	0	0	na	na
Human_herpesvirus_4_type_2	0	0	0	0	na	na
Human_mastadenovirus_C	0	0	0	0	na	na
JC_polyomavirus	0	0	0	0	na	na
Klebsiella_aerogenes	30	2	4	4	Off	Off
Klebsiella_aerogenes_EA1509E	11	1	8	8	Off	Off
Klebsiella_michiganensis	29	3	21	21	Off	Off
Klebsiella_michiganensis_HKOPL1	3	0	0	0	On	Off
Klebsiella_michiganensis_KCTC_1686	1	1	1	1	Off	Off
Klebsiella_oxytoca	19	2	11	11	Off	Off
Klebsiella_pneumoniae	19	1	1	1	Off	Off
Klebsiella_pneumoniae_subsp._pneumoniae	3	0	0	0	On	Off
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH27	1	0	0	0	On	Off
Klebsiella_pneumoniae_subsp._pneumoniae_PittNDM01	1	0	0	0	On	Off
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0	0	0	0	na	na
Klebsiella_pneumoniae_subsp._rhinoscleromatis_SB3432	1	0	0	0	On	Off
Legionella_anisa	4	0	0	0	On	Off
Legionella_lansingensis	8	1	1	1	Off	Off
Legionella_pneumophila	7	0	0	0	On	Off
Legionella_pneumophila_str._Corby	1	0	0	0	On	Off
Legionella_pneumophila_subsp._fraseri	3	1	1	1	Off	Off
Leptospira_alexanderi	0	0	0	0	na	na
Leptospira_alstonii	0	0	0	0	na	na
Leptospira_biflexa	0	0	0	0	na	na
Leptospira_borgpetersenii	1	0	0	0	On	Off
Leptospira_borgpetersenii_serovar_Ceylonica	2	0	0	0	On	Off
Leptospira_broomii	0	0	0	0	na	na
Leptospira_fainei	0	0	0	0	na	na
Leptospira_inadai	0	0	0	0	na	na
Leptospira_interrogans	10	1	10	10	Off	Off
Leptospira_interrogans_serovar_Bataviae	1	0	0	0	On	Off
Leptospira_kirschneri	0	0	0	0	na	na
Leptospira_kmetyi	6	1	1	1	Off	Off
Leptospira_licerasiae	0	0	0	0	na	na
Leptospira_noguchii	2	0	0	0	On	Off
Leptospira_santarosai	8	0	0	0	On	Off
Leptospira_santarosai_serovar_Shermani_str._LT_821	17	0	0	0	On	Off
Leptospira_weilii	11	1	2	2	Off	Off
Leptospira_wolffii	0	0	0	0	na	na
Listeria_monocytogenes	6	0	0	0	On	Off
Lumpy_skin_disease_virus	0	0	0	0	na	na
Lymphocryptovirus	0	0	0	0	na	na
Mannheimia_haemolytica	0	0	0	0	na	na
Measles_morbillivirus	0	0	0	0	na	na
Methanobrevibacter_oralis	0	0	0	0	na	na
Moraxella_catarrhalis	0	0	0	0	na	na
Morbillivirus	0	0	0	0	na	na
Mycobacterium_avium	323	45	272	272	Off	Off
Mycobacterium_avium_subsp._avium	63	10	23	23	Off	Off
Mycobacterium_avium_subsp._hominissuis	176	23	40	40	Off	Off
Mycobacterium_avium_subsp._paratuberculosis	39	1	1	1	Off	Off
Mycobacterium_canettii	56	10	10	10	Off	Off
Mycobacterium_colombiense	0	0	0	0	na	na
Mycobacterium_colombiense_CECT_3035	164	24	25	25	Off	Off
Mycobacterium_intracellulare	139	10	15	15	Off	Off
Mycobacterium_intracellulare_subsp._yongonense	108	8	10	10	Off	Off
Mycobacterium_kansasii	250	29	46	46	Off	Off
Mycobacterium_leprae	0	0	0	0	na	na
Mycobacterium_leprae_Kyoto-2	7	3	3	3	Off	Off
Mycobacterium_marseillense	76	6	6	6	Off	Off
Mycobacterium_sp._JS623	150	15	16	16	Off	Off
Mycobacterium_sp._YC-RL4	179	18	18	18	Off	Off
Mycobacterium_tuberculosis	86	3	6	6	Off	Off
Mycobacterium_tuberculosis_KZN_1435	79	6	18	18	Off	Off
Mycobacterium_tuberculosis_complex	127	12	72	72	Off	Off
